agent_0,agent_1,agent_2
3.4045639031377637,-0.21184593181745182,-0.21184593181745182
0.14734734383657,0.14734734383657,3.2871809273092096
0.4387668282236852,1.6624262051076517,0.4387668282236852
0.266175790983558,0.266175790983558,0.266175790983558
2.290886119563653,0.25665636561623106,1.1654038924679808
2.3263378642579715,1.815107050470436,1.815107050470436
2.2058414396287276,1.6307048540916493,1.6307048540916493
0.2925613343576126,0.2925613343576126,0.2925613343576126
1.3841812088153969,1.3841812088153969,1.8737405376723655
1.1932191633894478,2.0303658979531853,1.1932191633894478
1.8235105614900458,3.0921441609709177,2.4145946523324424
1.7629373415179783,0.28777702150394646,0.28777702150394646
-0.6190112709159918,1.780546920632482,1.780546920632482
0.42888990557980017,0.42888990557980017,0.42888990557980017
2.0622424621331676,2.7051105121753567,0.6761405949984531
0.7048582522581218,0.7048582522581218,0.7048582522581218
1.6377608211623758,1.694191170953647,1.6377608211623758
0.7157653151028648,2.5826764265508184,0.7157653151028648
1.411683823227931,3.7774264277666663,1.411683823227931
1.9485635763902824,2.5909690852673424,1.0771951798229302
0.3449506920926225,1.9344406015428426,2.2044446381673883
0.47748431967992144,0.47748431967992144,2.3759283109043463
0.8641385239566195,0.8641385239566195,1.6952884691162966
0.9673923878043271,0.9673923878043271,2.5928541311059314
0.4249452541812374,3.742834097892623,1.9920447489142352
1.638835894343156,1.638835894343156,2.825758061612415
0.1925156644118189,2.696573878198638,0.1925156644118189
0.6301143552314241,0.6301143552314241,1.02320229780505
0.8469981302817198,0.8469981302817198,0.6500662668173105
0.8628713350070067,0.8628713350070067,2.26923721607505
0.9619229136469305,3.740464502338514,0.9619229136469305
2.3502342084228007,1.1600325216695015,1.1600325216695015
0.9809632581098316,0.7042838003993235,2.6624578500802762
0.7077300698918774,0.7077300698918774,1.1822172403672793
1.404585298609573,1.404585298609573,1.243270620637819
1.0714999055650958,1.0714999055650958,0.577178728558388
-0.17378714934901085,2.468454420154899,0.3750606085447261
-0.6259715626385223,0.2409598903350736,0.2409598903350736
0.8230880748100887,0.8230880748100887,1.659729325523106
0.585682329678979,0.585682329678979,2.304974974727262
1.3926499764216786,1.676696625653774,0.32403427368493243
0.9876814326959483,0.9876814326959483,0.9301596865248724
1.7948506964535662,1.2729053639336247,0.93536218190158
2.6422189549653767,1.080304718032116,1.080304718032116
1.7814148289762863,1.7814148289762863,2.227105709261699
1.5342807659877047,1.5342807659877047,2.228231024240494
-0.18387534165308816,1.8443118334619082,-0.18387534165308816
0.537817572239613,0.537817572239613,0.05751658717118391
0.49360026165769205,1.4811311077328777,0.49360026165769205
0.5557053412596754,0.5557053412596754,0.5557053412596754
0.9471905287898688,2.841952154760046,0.9471905287898688
1.0083877083370312,1.86559639523332,1.0083877083370312
0.41228135347357703,0.41228135347357703,0.41228135347357703
1.7215368730944425,2.014450891215412,1.7215368730944425
0.6369948400743695,1.4535711250558339,0.6369948400743695
0.8565115688022741,1.2639942410607716,0.8144350542818048
1.6977706158806514,1.6977706158806514,-0.3954622199921165
0.8909037250495185,0.8795489042530149,0.8909037250495185
2.4189178713199726,0.9040877183004434,0.9040877183004434
1.2928675994224053,1.2928675994224053,-1.291664199290938
1.2685748046461474,1.4285178975741772,1.4285178975741772
1.7105686169323573,1.5046687573053266,1.5046687573053266
1.8702965682220394,0.8869388421186274,0.8869388421186274
0.9653172676859416,0.9653172676859416,0.9653172676859416
1.4758728856829535,1.4758728856829535,1.3568300451590003
1.3255166864505872,1.191995983679892,1.191995983679892
0.8734910621637376,0.8734910621637376,2.8225862929241456
0.3331906891638956,3.4943274547856618,0.3331906891638956
1.0917144058621355,0.7040850464733959,1.0917144058621355
-0.0011618572320475362,1.1081699375578389,1.1081699375578389
0.22404627313950565,4.237651454502083,0.22404627313950565
0.9805601395234954,0.9805601395234954,0.9805601395234954
0.8848843099834625,3.683320480500755,0.8848843099834625
3.0341922330106064,0.5693254611908076,0.5693254611908076
2.01563113679872,2.01563113679872,1.240106745568048
0.28051004935041124,0.28051004935041124,1.3665720508304435
-0.22086571462392102,3.0449038785357065,-0.22086571462392102
