n_agents,n_arms,agent_to_arm_ratio,agents_per_arm,std,epsilon,seed,steps,group_total_reward,mean_agent_reward,collision_rate,reward_inequality
100,33,3.0303030303030303,3,1.0,0.04,8,1000,49646.40563450943,496.46405634509426,1.0,42.366120176896345
100,33,3.0303030303030303,3,1.0,0.04,9,1000,49325.928004538466,493.2592800453847,1.0,60.614169375702396
100,33,3.0303030303030303,3,1.0,0.04,10,1000,49304.64486942498,493.04644869424976,1.0,48.02619335658467
100,33,3.0303030303030303,3,1.0,0.04,11,1000,49530.21315001158,495.3021315001158,1.0,56.24019408281327
100,33,3.0303030303030303,3,1.0,0.04,12,1000,49835.02891156238,498.3502891156238,1.0,45.68406852187709
100,33,3.0303030303030303,3,1.0,0.04,13,1000,49465.83174026527,494.6583174026527,1.0,45.310655666137045
100,33,3.0303030303030303,3,1.0,0.04,14,1000,49835.488341308024,498.35488341308024,1.0,53.00823735417938
100,33,3.0303030303030303,3,1.0,0.04,15,1000,49764.91323743664,497.6491323743664,1.0,50.52197315766617
100,33,3.0303030303030303,3,1.0,0.04,16,1000,49831.87132220146,498.31871322201465,1.0,48.836554934888326
100,33,3.0303030303030303,3,1.0,0.04,17,1000,49627.030410572544,496.2703041057255,1.0,43.97371582324341
100,33,3.0303030303030303,3,1.0,0.04,18,1000,49346.78255000423,493.4678255000423,1.0,44.05107229560843
100,33,3.0303030303030303,3,1.0,0.04,19,1000,49461.65850794122,494.6165850794122,1.0,43.54751639462035
100,33,3.0303030303030303,3,1.0,0.04,20,1000,49459.52458804075,494.5952458804075,1.0,56.338967200220246
100,33,3.0303030303030303,3,1.0,0.04,21,1000,49405.34276769454,494.05342767694543,1.0,51.62225458984458
100,33,3.0303030303030303,3,1.0,0.04,22,1000,49625.468219322654,496.25468219322653,1.0,45.02199857623089
100,33,3.0303030303030303,3,1.0,0.04,23,1000,49897.87523345478,498.97875233454783,1.0,42.70883974453462
100,33,3.0303030303030303,3,1.0,0.04,24,1000,49754.39599490695,497.54395994906946,1.0,55.41775756417933
100,33,3.0303030303030303,3,1.0,0.04,25,1000,49474.584952739715,494.7458495273971,1.0,45.58349718927048
100,33,3.0303030303030303,3,1.0,0.04,26,1000,49647.867408011574,496.47867408011575,1.0,60.26831948045961
100,33,3.0303030303030303,3,1.0,0.04,27,1000,49426.92021160812,494.2692021160812,1.0,44.1818673404477
100,33,3.0303030303030303,3,1.0,0.04,28,1000,50193.85955749295,501.9385955749295,1.0,52.501145398821855
100,33,3.0303030303030303,3,1.0,0.04,29,1000,49426.611852759626,494.2661185275963,1.0,43.93773692757385
100,33,3.0303030303030303,3,1.0,0.04,30,1000,49302.524517275015,493.02524517275015,1.0,48.47609287262659
100,33,3.0303030303030303,3,1.0,0.04,31,1000,49557.76518400099,495.57765184000993,1.0,44.6945382436499
100,33,3.0303030303030303,3,1.0,0.04,32,1000,49662.89802536927,496.6289802536927,1.0,47.05029220117249
100,33,3.0303030303030303,3,1.0,0.04,33,1000,49425.56025594449,494.25560255944487,1.0,44.62797754494838
100,33,3.0303030303030303,3,1.0,0.04,34,1000,49652.38513720513,496.5238513720513,1.0,53.17275580418005
100,33,3.0303030303030303,3,1.0,0.04,35,1000,49354.735774767236,493.5473577476724,1.0,52.041259385616414
100,33,3.0303030303030303,3,1.0,0.04,36,1000,49659.05678634251,496.5905678634251,1.0,44.08850577964103
100,33,3.0303030303030303,3,1.0,0.04,37,1000,49510.48327775488,495.1048327775488,1.0,49.614153257111994
100,33,3.0303030303030303,3,1.0,0.04,38,1000,49357.35921131242,493.57359211312416,1.0,46.61964484393544
100,33,3.0303030303030303,3,1.0,0.04,39,1000,49855.21331307096,498.55213313070965,1.0,46.28872623025897
100,33,3.0303030303030303,3,1.0,0.04,40,1000,49536.16521000676,495.3616521000676,1.0,51.16284071639091
100,33,3.0303030303030303,3,1.0,0.04,41,1000,49298.04214449608,492.9804214449608,1.0,52.13355477253769
100,33,3.0303030303030303,3,1.0,0.04,42,1000,49887.98198883611,498.8798198883611,1.0,48.00348956934995
100,33,3.0303030303030303,3,1.0,0.04,43,1000,49561.10058307779,495.61100583077786,1.0,46.31366224698135
100,33,3.0303030303030303,3,1.0,0.04,44,1000,49580.01825108576,495.8001825108576,1.0,47.29757388115262
100,33,3.0303030303030303,3,1.0,0.04,45,1000,49409.49151285684,494.0949151285684,1.0,53.66653131166011
100,33,3.0303030303030303,3,1.0,0.04,46,1000,49696.01776834336,496.9601776834336,1.0,50.58218799577363
100,33,3.0303030303030303,3,1.0,0.04,47,1000,49771.195944709325,497.71195944709325,1.0,55.6195402886934
100,33,3.0303030303030303,3,1.0,0.04,48,1000,49245.308381125986,492.45308381125983,1.0,49.19568236371717
100,33,3.0303030303030303,3,1.0,0.04,49,1000,49425.95034044766,494.2595034044766,1.0,50.10048928419286
100,33,3.0303030303030303,3,1.0,0.05,0,1000,49565.66987176602,495.65669871766016,1.0,37.694159002953285
100,33,3.0303030303030303,3,1.0,0.05,1,1000,49667.476437532554,496.67476437532554,1.0,40.04480067137579
100,33,3.0303030303030303,3,1.0,0.05,2,1000,49434.60583181643,494.3460583181643,1.0,39.47383038489871
100,33,3.0303030303030303,3,1.0,0.05,3,1000,49258.59524266943,492.5859524266943,1.0,44.80982386667597
100,33,3.0303030303030303,3,1.0,0.05,4,1000,49506.14817957082,495.0614817957082,1.0,37.40657194198955
100,33,3.0303030303030303,3,1.0,0.05,5,1000,49439.33678705883,494.39336787058835,1.0,46.501488135709025
100,33,3.0303030303030303,3,1.0,0.05,6,1000,49579.539082928364,495.79539082928363,1.0,40.06961730966582
100,33,3.0303030303030303,3,1.0,0.05,7,1000,49965.72909031326,499.6572909031326,1.0,48.621018165341646
100,33,3.0303030303030303,3,1.0,0.05,8,1000,49649.77951214942,496.4977951214942,1.0,43.220781338015286
100,33,3.0303030303030303,3,1.0,0.05,9,1000,49968.243760988065,499.68243760988065,1.0,49.12512824001127
100,33,3.0303030303030303,3,1.0,0.05,10,1000,49484.47985451871,494.8447985451871,1.0,37.36449054864199
100,33,3.0303030303030303,3,1.0,0.05,11,1000,49508.62037464534,495.0862037464534,1.0,39.29460754185263
100,33,3.0303030303030303,3,1.0,0.05,12,1000,49582.27900315974,495.8227900315974,1.0,38.57217694998309
100,33,3.0303030303030303,3,1.0,0.05,13,1000,49609.2864365625,496.092864365625,1.0,42.86192914055901
100,33,3.0303030303030303,3,1.0,0.05,14,1000,49957.90621523587,499.5790621523587,1.0,45.49910813225832
100,33,3.0303030303030303,3,1.0,0.05,15,1000,49241.95932359049,492.4195932359049,1.0,41.85550372910763
100,33,3.0303030303030303,3,1.0,0.05,16,1000,49783.83509863721,497.8383509863721,1.0,41.37892032519919
100,33,3.0303030303030303,3,1.0,0.05,17,1000,49560.476951568446,495.60476951568444,1.0,42.793317313154894
100,33,3.0303030303030303,3,1.0,0.05,18,1000,49068.15184160031,490.6815184160031,1.0,45.04291801269424
100,33,3.0303030303030303,3,1.0,0.05,19,1000,49371.50013856651,493.7150013856651,1.0,40.53416936278667
100,33,3.0303030303030303,3,1.0,0.05,20,1000,49751.411569854055,497.51411569854054,1.0,43.872316327142286
100,33,3.0303030303030303,3,1.0,0.05,21,1000,49385.35345379175,493.85353453791754,1.0,39.11805733161105
100,33,3.0303030303030303,3,1.0,0.05,22,1000,49891.430294040016,498.91430294040015,1.0,49.82902992371743
100,33,3.0303030303030303,3,1.0,0.05,23,1000,49525.137581645264,495.25137581645265,1.0,47.77644932819827
100,33,3.0303030303030303,3,1.0,0.05,24,1000,49453.04623506698,494.5304623506698,1.0,49.651816823371
100,33,3.0303030303030303,3,1.0,0.05,25,1000,49699.64971696796,496.99649716967957,1.0,46.898725736655045
100,33,3.0303030303030303,3,1.0,0.05,26,1000,49130.93507825259,491.3093507825259,1.0,44.99815611128902
100,33,3.0303030303030303,3,1.0,0.05,27,1000,49167.30484365844,491.67304843658445,1.0,39.439854497451364
100,33,3.0303030303030303,3,1.0,0.05,28,1000,49720.991477445044,497.20991477445045,1.0,58.244060799630766
100,33,3.0303030303030303,3,1.0,0.05,29,1000,49411.62102242923,494.1162102242923,1.0,48.71797227345321
100,33,3.0303030303030303,3,1.0,0.05,30,1000,49794.09316575934,497.9409316575934,1.0,37.568465438424866
100,33,3.0303030303030303,3,1.0,0.05,31,1000,49379.23361344097,493.7923361344097,1.0,43.6370053055459
100,33,3.0303030303030303,3,1.0,0.05,32,1000,49153.0904335643,491.530904335643,1.0,41.53669365841881
100,33,3.0303030303030303,3,1.0,0.05,33,1000,49888.05269830642,498.8805269830642,1.0,40.12094323924151
100,33,3.0303030303030303,3,1.0,0.05,34,1000,49153.588563205965,491.53588563205966,1.0,46.17786066263207
100,33,3.0303030303030303,3,1.0,0.05,35,1000,49398.07881622248,493.98078816222477,1.0,49.563167708108836
100,33,3.0303030303030303,3,1.0,0.05,36,1000,49839.20854609413,498.3920854609413,1.0,45.308074766212606
100,33,3.0303030303030303,3,1.0,0.05,37,1000,49346.11287004801,493.4611287004801,1.0,43.01103940795749
100,33,3.0303030303030303,3,1.0,0.05,38,1000,49985.70953638076,499.8570953638076,1.0,44.49987564929898
100,33,3.0303030303030303,3,1.0,0.05,39,1000,49187.18835667855,491.87188356678547,1.0,44.89102994486127
100,33,3.0303030303030303,3,1.0,0.05,40,1000,49057.98641417958,490.5798641417958,1.0,42.2230107603609
100,33,3.0303030303030303,3,1.0,0.05,41,1000,49556.6172253069,495.566172253069,1.0,46.3002654106144
100,33,3.0303030303030303,3,1.0,0.05,42,1000,49386.28199719854,493.86281997198535,1.0,40.90559762219037
100,33,3.0303030303030303,3,1.0,0.05,43,1000,49790.925410422475,497.9092541042248,1.0,42.96380735439591
100,33,3.0303030303030303,3,1.0,0.05,44,1000,49914.86304408681,499.1486304408681,1.0,43.30017934890404
100,33,3.0303030303030303,3,1.0,0.05,45,1000,49505.2430509205,495.052430509205,1.0,40.929903791762534
100,33,3.0303030303030303,3,1.0,0.05,46,1000,49362.04151675453,493.6204151675453,1.0,41.678090309791074
100,33,3.0303030303030303,3,1.0,0.05,47,1000,49153.51159894009,491.5351159894009,1.0,47.82513906201577
100,33,3.0303030303030303,3,1.0,0.05,48,1000,49720.61424350208,497.2061424350208,1.0,45.483417367514
100,33,3.0303030303030303,3,1.0,0.05,49,1000,49252.88940356632,492.5288940356632,1.0,45.529608427513764
100,33,3.0303030303030303,3,1.0,0.06,0,1000,49755.369554327735,497.55369554327734,1.0,38.11906283603889
100,33,3.0303030303030303,3,1.0,0.06,1,1000,49657.03431788825,496.57034317888247,1.0,39.013512507346164
100,33,3.0303030303030303,3,1.0,0.06,2,1000,49483.71948043397,494.8371948043397,1.0,39.09434558313604
100,33,3.0303030303030303,3,1.0,0.06,3,1000,49347.17250177278,493.4717250177278,1.0,41.05313538717004
100,33,3.0303030303030303,3,1.0,0.06,4,1000,49386.766311953186,493.86766311953187,1.0,40.09884011632944
100,33,3.0303030303030303,3,1.0,0.06,5,1000,49353.92026655174,493.5392026655174,1.0,42.4173198977691
100,33,3.0303030303030303,3,1.0,0.06,6,1000,49511.890975070535,495.11890975070537,1.0,38.49838833485874
100,33,3.0303030303030303,3,1.0,0.06,7,1000,49870.849225442376,498.7084922544238,1.0,36.441515222287705
100,33,3.0303030303030303,3,1.0,0.06,8,1000,49741.60687281428,497.41606872814276,1.0,35.002780523956396
100,33,3.0303030303030303,3,1.0,0.06,9,1000,49508.754870207704,495.087548702077,1.0,44.073442564393574
100,33,3.0303030303030303,3,1.0,0.06,10,1000,49711.09470144116,497.1109470144116,1.0,41.01933262812582
100,33,3.0303030303030303,3,1.0,0.06,11,1000,49229.72288198323,492.2972288198323,1.0,39.395154265143766
100,33,3.0303030303030303,3,1.0,0.06,12,1000,49687.68316771548,496.87683167715477,1.0,44.3787445283224
100,33,3.0303030303030303,3,1.0,0.06,13,1000,49609.25435831548,496.0925435831548,1.0,38.70149898994588
100,33,3.0303030303030303,3,1.0,0.06,14,1000,49719.190664525304,497.191906645253,1.0,36.92035784437177
100,33,3.0303030303030303,3,1.0,0.06,15,1000,49572.35049460169,495.72350494601693,1.0,38.310475410201555
100,33,3.0303030303030303,3,1.0,0.06,16,1000,50165.35099368548,501.65350993685485,1.0,42.81803450215256
100,33,3.0303030303030303,3,1.0,0.06,17,1000,49649.69525525981,496.4969525525981,1.0,40.824413369423276
100,33,3.0303030303030303,3,1.0,0.06,18,1000,49466.31082199739,494.6631082199739,1.0,41.70886989372948
100,33,3.0303030303030303,3,1.0,0.06,19,1000,49433.240550299095,494.3324055029909,1.0,43.584350557318395
100,33,3.0303030303030303,3,1.0,0.06,20,1000,49381.49785769423,493.8149785769423,1.0,37.84433702471693
100,33,3.0303030303030303,3,1.0,0.06,21,1000,49193.519611334545,491.93519611334546,1.0,42.397350236781875
100,33,3.0303030303030303,3,1.0,0.06,22,1000,49276.257497027254,492.76257497027257,1.0,39.288098638540966
100,33,3.0303030303030303,3,1.0,0.06,23,1000,49780.57844971102,497.8057844971102,1.0,36.011513248539295
100,33,3.0303030303030303,3,1.0,0.06,24,1000,49287.87930443855,492.87879304438553,1.0,38.53238360969886
100,33,3.0303030303030303,3,1.0,0.06,25,1000,49716.481024343135,497.16481024343136,1.0,35.8716157867369
100,33,3.0303030303030303,3,1.0,0.06,26,1000,49683.27852504637,496.8327852504637,1.0,41.09918803178855
100,33,3.0303030303030303,3,1.0,0.06,27,1000,49692.5183445466,496.925183445466,1.0,36.72370732381223
100,33,3.0303030303030303,3,1.0,0.06,28,1000,49433.7245111515,494.337245111515,1.0,36.233914073228966
100,33,3.0303030303030303,3,1.0,0.06,29,1000,49378.93426412947,493.7893426412947,1.0,44.66611693753151
100,33,3.0303030303030303,3,1.0,0.06,30,1000,49673.736603583726,496.7373660358373,1.0,38.833427536086624
100,33,3.0303030303030303,3,1.0,0.06,31,1000,49684.73741016707,496.8473741016707,1.0,35.97141604431964
100,33,3.0303030303030303,3,1.0,0.06,32,1000,49985.957673030396,499.85957673030396,1.0,38.91814336193402
100,33,3.0303030303030303,3,1.0,0.06,33,1000,49780.74743253081,497.8074743253081,1.0,42.61815910315377
100,33,3.0303030303030303,3,1.0,0.06,34,1000,49568.76102664174,495.6876102664174,1.0,42.63842408092694
100,33,3.0303030303030303,3,1.0,0.06,35,1000,49694.05522178941,496.9405522178941,1.0,44.10539759794851
100,33,3.0303030303030303,3,1.0,0.06,36,1000,49254.90019689056,492.5490019689056,1.0,41.034582200274336
100,33,3.0303030303030303,3,1.0,0.06,37,1000,49439.39303133371,494.39393031333714,1.0,37.73672460768888
100,33,3.0303030303030303,3,1.0,0.06,38,1000,49379.6903691263,493.79690369126297,1.0,34.788679927166704
100,33,3.0303030303030303,3,1.0,0.06,39,1000,49095.25481590039,490.9525481590039,1.0,44.158191786719414
100,33,3.0303030303030303,3,1.0,0.06,40,1000,49106.11429301847,491.0611429301847,1.0,38.0576058344309
100,33,3.0303030303030303,3,1.0,0.06,41,1000,49642.511624917206,496.42511624917205,1.0,42.90454123710592
100,33,3.0303030303030303,3,1.0,0.06,42,1000,49157.650230113875,491.57650230113876,1.0,45.53286168043015
100,33,3.0303030303030303,3,1.0,0.06,43,1000,49522.722335399085,495.22722335399084,1.0,36.66105590902927
100,33,3.0303030303030303,3,1.0,0.06,44,1000,49876.81001860574,498.76810018605744,1.0,41.370058152312104
100,33,3.0303030303030303,3,1.0,0.06,45,1000,49531.44182011987,495.3144182011987,1.0,39.23299144937116
100,33,3.0303030303030303,3,1.0,0.06,46,1000,49509.861384026866,495.0986138402687,1.0,42.19629390238091
100,33,3.0303030303030303,3,1.0,0.06,47,1000,49701.603927633114,497.0160392763311,1.0,38.30371334302297
100,33,3.0303030303030303,3,1.0,0.06,48,1000,49341.96885510108,493.4196885510108,1.0,38.73718893425854
100,33,3.0303030303030303,3,1.0,0.06,49,1000,49372.36408364187,493.7236408364187,1.0,33.51851877726474
100,33,3.0303030303030303,3,1.0,0.07,0,1000,49619.04607305023,496.1904607305023,1.0,34.77629922310191
100,33,3.0303030303030303,3,1.0,0.07,1,1000,49525.322098134566,495.25322098134563,1.0,39.78128739158484
100,33,3.0303030303030303,3,1.0,0.07,2,1000,50048.630339721196,500.48630339721194,1.0,37.86168128005601
100,33,3.0303030303030303,3,1.0,0.07,3,1000,49535.67255616491,495.35672556164906,1.0,32.89780794094048
100,33,3.0303030303030303,3,1.0,0.07,4,1000,49721.884214915284,497.21884214915286,1.0,36.66032603870266
100,33,3.0303030303030303,3,1.0,0.07,5,1000,49877.494163636795,498.77494163636794,1.0,33.233355522183935
100,33,3.0303030303030303,3,1.0,0.07,6,1000,49665.79823028205,496.6579823028205,1.0,34.74248190675271
100,33,3.0303030303030303,3,1.0,0.07,7,1000,49715.37239566302,497.1537239566302,1.0,46.18152238760153
100,33,3.0303030303030303,3,1.0,0.07,8,1000,49353.82362567732,493.53823625677325,1.0,33.12165647603391
100,33,3.0303030303030303,3,1.0,0.07,9,1000,49908.92322263958,499.08923222639584,1.0,38.14394464297712
100,33,3.0303030303030303,3,1.0,0.07,10,1000,49743.553166007434,497.43553166007433,1.0,37.28831600444045
100,33,3.0303030303030303,3,1.0,0.07,11,1000,49606.79254991173,496.0679254991173,1.0,37.11230100248074
100,33,3.0303030303030303,3,1.0,0.07,12,1000,49421.95427595585,494.2195427595585,1.0,34.602924621915584
100,33,3.0303030303030303,3,1.0,0.07,13,1000,49658.887387977855,496.58887387977853,1.0,29.019389259155076
100,33,3.0303030303030303,3,1.0,0.07,14,1000,49325.590522288345,493.2559052228834,1.0,38.37935636653941
100,33,3.0303030303030303,3,1.0,0.07,15,1000,50173.18265064402,501.7318265064402,1.0,42.34377475306784
100,33,3.0303030303030303,3,1.0,0.07,16,1000,49419.775104569526,494.19775104569527,1.0,32.24031380064817
100,33,3.0303030303030303,3,1.0,0.07,17,1000,49779.53785921743,497.7953785921743,1.0,33.74870714861708
100,33,3.0303030303030303,3,1.0,0.07,18,1000,49914.41574273158,499.1441574273158,1.0,36.1948770878532
100,33,3.0303030303030303,3,1.0,0.07,19,1000,49603.41171006525,496.0341171006525,1.0,40.091883657001176
100,33,3.0303030303030303,3,1.0,0.07,20,1000,49947.4443671256,499.47444367125604,1.0,31.695392638209704
100,33,3.0303030303030303,3,1.0,0.07,21,1000,49922.40313424489,499.2240313424489,1.0,36.3088177021649
100,33,3.0303030303030303,3,1.0,0.07,22,1000,49833.412559891396,498.33412559891394,1.0,35.961136244819876
100,33,3.0303030303030303,3,1.0,0.07,23,1000,49402.55708583486,494.0255708583486,1.0,37.997864274246744
100,33,3.0303030303030303,3,1.0,0.07,24,1000,49443.80872433188,494.4380872433188,1.0,34.171840595301674
100,33,3.0303030303030303,3,1.0,0.07,25,1000,49554.53832273087,495.5453832273087,1.0,30.21829515587935
100,33,3.0303030303030303,3,1.0,0.07,26,1000,49857.78398975759,498.5778398975759,1.0,36.65178028831922
100,33,3.0303030303030303,3,1.0,0.07,27,1000,49630.06958248757,496.30069582487573,1.0,41.78838631545926
100,33,3.0303030303030303,3,1.0,0.07,28,1000,49829.53394764892,498.2953394764892,1.0,32.54151932885059
100,33,3.0303030303030303,3,1.0,0.07,29,1000,49491.218381211045,494.91218381211047,1.0,37.68572951310214
100,33,3.0303030303030303,3,1.0,0.07,30,1000,49779.19492054329,497.7919492054329,1.0,39.89379379628563
100,33,3.0303030303030303,3,1.0,0.07,31,1000,49692.01986236547,496.9201986236547,1.0,38.867682350334896
100,33,3.0303030303030303,3,1.0,0.07,32,1000,49797.92560762002,497.97925607620016,1.0,38.72756662485425
100,33,3.0303030303030303,3,1.0,0.07,33,1000,49905.82317793919,499.0582317793919,1.0,40.06022699026959
100,33,3.0303030303030303,3,1.0,0.07,34,1000,49551.197880866705,495.51197880866704,1.0,35.53489176372189
100,33,3.0303030303030303,3,1.0,0.07,35,1000,49550.87989874464,495.5087989874464,1.0,34.84181316894951
100,33,3.0303030303030303,3,1.0,0.07,36,1000,49553.68130366361,495.5368130366361,1.0,40.216671336987
100,33,3.0303030303030303,3,1.0,0.07,37,1000,49542.75967031131,495.42759670311307,1.0,36.514075985301865
100,33,3.0303030303030303,3,1.0,0.07,38,1000,49806.19818917394,498.06198189173944,1.0,35.68297206157441
100,33,3.0303030303030303,3,1.0,0.07,39,1000,49189.15586927664,491.8915586927664,1.0,36.841607560796554
100,33,3.0303030303030303,3,1.0,0.07,40,1000,49520.273947397225,495.20273947397226,1.0,42.24290327892958
100,33,3.0303030303030303,3,1.0,0.07,41,1000,49846.75426858764,498.4675426858764,1.0,36.499719706524296
100,33,3.0303030303030303,3,1.0,0.07,42,1000,49612.48548667258,496.1248548667258,1.0,36.25533267482026
100,33,3.0303030303030303,3,1.0,0.07,43,1000,49704.31607936402,497.0431607936402,1.0,34.426030990919664
100,33,3.0303030303030303,3,1.0,0.07,44,1000,49628.413949536414,496.2841394953641,1.0,33.73587429243492
100,33,3.0303030303030303,3,1.0,0.07,45,1000,49476.654604566065,494.7665460456607,1.0,35.79668772172311
100,33,3.0303030303030303,3,1.0,0.07,46,1000,49126.54415717783,491.2654415717783,1.0,28.983979159874934
100,33,3.0303030303030303,3,1.0,0.07,47,1000,49775.44127917722,497.7544127917722,1.0,39.08250272296597
100,33,3.0303030303030303,3,1.0,0.07,48,1000,49328.27702667813,493.2827702667813,1.0,33.33215959857633
100,33,3.0303030303030303,3,1.0,0.07,49,1000,49645.7904880485,496.457904880485,1.0,33.14749606926529
100,33,3.0303030303030303,3,1.0,0.08,0,1000,49963.95032082635,499.6395032082635,1.0,40.030231488358034
100,33,3.0303030303030303,3,1.0,0.08,1,1000,49268.14652704599,492.6814652704599,1.0,35.60918348151818
100,33,3.0303030303030303,3,1.0,0.08,2,1000,49574.432195057496,495.74432195057494,1.0,38.38547514301613
100,33,3.0303030303030303,3,1.0,0.08,3,1000,49511.15062894907,495.1115062894907,1.0,33.43892013547859
100,33,3.0303030303030303,3,1.0,0.08,4,1000,50049.110737311334,500.4911073731133,1.0,32.65830593166383
100,33,3.0303030303030303,3,1.0,0.08,5,1000,49467.65764670014,494.67657646700144,1.0,34.79051953889876
100,33,3.0303030303030303,3,1.0,0.08,6,1000,49886.00066585223,498.8600066585223,1.0,36.47222197350398
100,33,3.0303030303030303,3,1.0,0.08,7,1000,50053.59913970169,500.5359913970169,1.0,36.05304689457079
100,33,3.0303030303030303,3,1.0,0.08,8,1000,49744.25988930306,497.4425988930306,1.0,41.53723538613075
100,33,3.0303030303030303,3,1.0,0.08,9,1000,49698.6711193174,496.98671119317396,1.0,37.75298213874865
100,33,3.0303030303030303,3,1.0,0.08,10,1000,49714.71249549012,497.14712495490124,1.0,37.71651538980825
100,33,3.0303030303030303,3,1.0,0.08,11,1000,49372.44717952612,493.7244717952612,1.0,33.581649647286035
100,33,3.0303030303030303,3,1.0,0.08,12,1000,49680.40679469569,496.80406794695693,1.0,33.820744799234745
100,33,3.0303030303030303,3,1.0,0.08,13,1000,49921.7142596317,499.217142596317,1.0,35.00486485218282
100,33,3.0303030303030303,3,1.0,0.08,14,1000,49834.19057873335,498.34190578733353,1.0,28.308869462504823
100,33,3.0303030303030303,3,1.0,0.08,15,1000,49755.628152964484,497.5562815296448,1.0,38.55315171793881
100,33,3.0303030303030303,3,1.0,0.08,16,1000,49715.375493713385,497.15375493713384,1.0,32.115300120988394
100,33,3.0303030303030303,3,1.0,0.08,17,1000,49835.47490692008,498.35474906920075,1.0,40.18711538626288
100,33,3.0303030303030303,3,1.0,0.08,18,1000,49559.968646958245,495.5996864695824,1.0,30.86605905978489
100,33,3.0303030303030303,3,1.0,0.08,19,1000,49512.72095434655,495.1272095434655,1.0,33.379586848550026
100,33,3.0303030303030303,3,1.0,0.08,20,1000,49585.07217322652,495.85072173226524,1.0,36.566724148514034
100,33,3.0303030303030303,3,1.0,0.08,21,1000,49662.158732049014,496.62158732049016,1.0,35.050205878218854
100,33,3.0303030303030303,3,1.0,0.08,22,1000,49431.15434251238,494.31154342512383,1.0,29.46999522823645
100,33,3.0303030303030303,3,1.0,0.08,23,1000,48973.9920499992,489.739920499992,1.0,29.675031817336347
100,33,3.0303030303030303,3,1.0,0.08,24,1000,49382.80842772848,493.8280842772848,1.0,33.61483500301298
100,33,3.0303030303030303,3,1.0,0.08,25,1000,49712.36752593352,497.1236752593352,1.0,34.7643761136561
100,33,3.0303030303030303,3,1.0,0.08,26,1000,49689.43100550129,496.8943100550129,1.0,32.97839197130777
100,33,3.0303030303030303,3,1.0,0.08,27,1000,49778.07025492487,497.78070254924864,1.0,33.7312953156698
100,33,3.0303030303030303,3,1.0,0.08,28,1000,49470.408651700236,494.70408651700234,1.0,37.39102301504466
100,33,3.0303030303030303,3,1.0,0.08,29,1000,49577.94277240738,495.77942772407386,1.0,39.038084403568746
100,33,3.0303030303030303,3,1.0,0.08,30,1000,49928.85710287591,499.2885710287591,1.0,37.812620167933176
100,33,3.0303030303030303,3,1.0,0.08,31,1000,49672.92757155163,496.7292757155163,1.0,39.279591439928666
100,33,3.0303030303030303,3,1.0,0.08,32,1000,49631.72625140158,496.3172625140158,1.0,33.84608617035304
100,33,3.0303030303030303,3,1.0,0.08,33,1000,49456.932146578474,494.56932146578475,1.0,35.51483620497001
100,33,3.0303030303030303,3,1.0,0.08,34,1000,49422.21362506311,494.2221362506311,1.0,35.36565354797549
100,33,3.0303030303030303,3,1.0,0.08,35,1000,50166.599199039185,501.66599199039183,1.0,30.90445415600049
100,33,3.0303030303030303,3,1.0,0.08,36,1000,49985.185788601666,499.85185788601666,1.0,33.22834571282633
100,33,3.0303030303030303,3,1.0,0.08,37,1000,49710.90985970494,497.10909859704935,1.0,32.299849774634005
100,33,3.0303030303030303,3,1.0,0.08,38,1000,49866.92021545488,498.66920215454877,1.0,33.59764209443893
100,33,3.0303030303030303,3,1.0,0.08,39,1000,49724.41938016064,497.2441938016064,1.0,39.10196880488096
100,33,3.0303030303030303,3,1.0,0.08,40,1000,49603.42008017537,496.0342008017537,1.0,29.691473410386063
100,33,3.0303030303030303,3,1.0,0.08,41,1000,49451.68625213829,494.51686252138285,1.0,36.60116638358433
100,33,3.0303030303030303,3,1.0,0.08,42,1000,49795.08128902574,497.95081289025734,1.0,34.32988516807866
100,33,3.0303030303030303,3,1.0,0.08,43,1000,49365.76360055058,493.65763600550576,1.0,32.63242272935383
100,33,3.0303030303030303,3,1.0,0.08,44,1000,49959.33528974048,499.59335289740477,1.0,37.450030024676394
100,33,3.0303030303030303,3,1.0,0.08,45,1000,49198.6462257763,491.986462257763,1.0,29.231858220343785
100,33,3.0303030303030303,3,1.0,0.08,46,1000,50030.89539025492,500.3089539025492,1.0,38.49989049757566
100,33,3.0303030303030303,3,1.0,0.08,47,1000,49687.22289110541,496.8722289110541,1.0,35.87939015037948
100,33,3.0303030303030303,3,1.0,0.08,48,1000,49148.61004239551,491.48610042395507,1.0,33.34982935283375
100,33,3.0303030303030303,3,1.0,0.08,49,1000,49884.598215362676,498.8459821536268,1.0,34.531465449863084
100,33,3.0303030303030303,3,1.0,0.09,0,1000,49555.81754399915,495.5581754399915,1.0,34.127572150403246
100,33,3.0303030303030303,3,1.0,0.09,1,1000,49846.474871670085,498.46474871670085,1.0,39.02794702247627
100,33,3.0303030303030303,3,1.0,0.09,2,1000,49584.70836559884,495.8470836559884,1.0,32.968595607943676
100,33,3.0303030303030303,3,1.0,0.09,3,1000,49114.39661367664,491.1439661367664,1.0,36.42200190578483
100,33,3.0303030303030303,3,1.0,0.09,4,1000,49691.08166727022,496.9108166727022,1.0,39.057498247480524
100,33,3.0303030303030303,3,1.0,0.09,5,1000,49904.94536772136,499.0494536772136,1.0,33.057359286626266
