collision_policy,n_agents,n_arms,agent_to_arm_ratio,arms_per_agent,std,epsilon,seed,steps,group_total_reward,mean_agent_reward,collision_rate,reward_inequality
full_value,100,100,1.0,1,1.0,0.03,10,1000,1018678.9622355336,10186.789622355336,1.0,786.0972834632298
full_value,100,100,1.0,1,1.0,0.03,11,1000,1007390.5409948237,10073.905409948236,1.0,822.952500577481
full_value,100,100,1.0,1,1.0,0.03,12,1000,1013334.580945058,10133.34580945058,1.0,702.7945557931439
full_value,100,100,1.0,1,1.0,0.03,13,1000,1023541.0852737825,10235.410852737825,1.0,781.2821142888405
full_value,100,100,1.0,1,1.0,0.03,14,1000,1018420.4752024625,10184.204752024625,1.0,831.1429473812266
full_value,100,100,1.0,1,1.0,0.03,15,1000,1008250.2050416559,10082.502050416559,1.0,868.1325982175623
full_value,100,100,1.0,1,1.0,0.03,16,1000,1012321.0201702686,10123.210201702686,1.0,974.4966402629299
full_value,100,100,1.0,1,1.0,0.03,17,1000,1020133.016687009,10201.33016687009,1.0,759.0813949184858
full_value,100,100,1.0,1,1.0,0.03,18,1000,1016186.5112281145,10161.865112281144,1.0,802.169537883666
full_value,100,100,1.0,1,1.0,0.03,19,1000,1009026.9544152969,10090.269544152969,1.0,741.1353774389919
full_value,100,100,1.0,1,1.0,0.03,20,1000,1021947.8256434838,10219.478256434837,1.0,812.7526503315343
full_value,100,100,1.0,1,1.0,0.03,21,1000,1007892.8448458606,10078.928448458606,1.0,813.9276046038301
full_value,100,100,1.0,1,1.0,0.03,22,1000,1025831.236049193,10258.31236049193,1.0,726.8567647447406
full_value,100,100,1.0,1,1.0,0.03,23,1000,1019261.9829793696,10192.619829793695,1.0,770.2447951397835
full_value,100,100,1.0,1,1.0,0.03,24,1000,1012274.9517372824,10122.749517372824,1.0,840.2643241958605
full_value,100,100,1.0,1,1.0,0.03,25,1000,1023095.3916735176,10230.953916735176,1.0,749.0425623459838
full_value,100,100,1.0,1,1.0,0.03,26,1000,1015920.2227975761,10159.20222797576,1.0,994.4039792004822
full_value,100,100,1.0,1,1.0,0.03,27,1000,1020258.7683006487,10202.587683006486,1.0,688.8580775560357
full_value,100,100,1.0,1,1.0,0.03,28,1000,1009636.9577331288,10096.369577331288,1.0,796.0128958528986
full_value,100,100,1.0,1,1.0,0.03,29,1000,1010586.7037615299,10105.867037615299,1.0,933.4973712687441
full_value,100,100,1.0,1,1.0,0.03,30,1000,1017161.9718338075,10171.619718338075,1.0,838.978710912269
full_value,100,100,1.0,1,1.0,0.03,31,1000,1020283.2887875732,10202.832887875733,1.0,782.741771073938
full_value,100,100,1.0,1,1.0,0.03,32,1000,1017325.5465083343,10173.255465083343,1.0,795.0485814900024
