collision_policy,degradation_strength,n_agents,n_arms,agent_to_arm_ratio,arms_per_agent,std,epsilon,seed,steps,group_total_reward,mean_agent_reward,collision_rate,reward_inequality
degradation,0.5,100,300,0.3333333333333333,3,1.0,0.28,34,1000,761178.2011969626,7611.782011969626,1.0,785.6196037280927
degradation,0.5,100,300,0.3333333333333333,3,1.0,0.28,35,1000,771404.1689229013,7714.041689229012,1.0,761.1751110486392
degradation,0.5,100,300,0.3333333333333333,3,1.0,0.28,36,1000,764017.8538865009,7640.17853886501,1.0,785.3406009395588
degradation,0.5,100,300,0.3333333333333333,3,1.0,0.28,37,1000,766900.0112235681,7669.000112235681,1.0,781.9283116556749
degradation,0.5,100,300,0.3333333333333333,3,1.0,0.28,38,1000,765975.2127925425,7659.752127925425,1.0,764.8711351917783
degradation,0.5,100,300,0.3333333333333333,3,1.0,0.28,39,1000,767350.531907583,7673.50531907583,1.0,808.2717968500518
degradation,0.5,100,300,0.3333333333333333,3,1.0,0.28,40,1000,766760.8833749255,7667.608833749255,1.0,783.7536507619596
degradation,0.5,100,300,0.3333333333333333,3,1.0,0.28,41,1000,763588.5447613784,7635.885447613784,1.0,763.6668874055063
degradation,0.5,100,300,0.3333333333333333,3,1.0,0.28,42,1000,766061.811354754,7660.61811354754,1.0,782.5690998311445
degradation,0.5,100,300,0.3333333333333333,3,1.0,0.28,43,1000,764001.076854726,7640.010768547259,1.0,799.1462684803779
degradation,0.5,100,300,0.3333333333333333,3,1.0,0.28,44,1000,765969.7940854493,7659.697940854493,1.0,833.8436983294223
degradation,0.5,100,300,0.3333333333333333,3,1.0,0.28,45,1000,762985.7177356275,7629.857177356275,1.0,826.2275270587089
degradation,0.5,100,300,0.3333333333333333,3,1.0,0.28,46,1000,767857.9162496583,7678.579162496583,1.0,776.8436302801487
degradation,0.5,100,300,0.3333333333333333,3,1.0,0.28,47,1000,766254.0101151556,7662.540101151556,1.0,784.2227307590317
degradation,0.5,100,300,0.3333333333333333,3,1.0,0.28,48,1000,762852.1101219691,7628.521101219691,1.0,786.2199674704871
degradation,0.5,100,300,0.3333333333333333,3,1.0,0.28,49,1000,762274.3950477483,7622.743950477484,1.0,820.1827643101492
degradation,0.5,100,300,0.3333333333333333,3,1.0,0.3,0,1000,749364.1174488183,7493.6411744881825,1.0,742.4909208376083
degradation,0.5,100,300,0.3333333333333333,3,1.0,0.3,1,1000,750981.2985372563,7509.812985372563,1.0,763.660632198877
degradation,0.5,100,300,0.3333333333333333,3,1.0,0.3,2,1000,753274.9038560438,7532.749038560438,1.0,751.6626643030697
degradation,0.5,100,300,0.3333333333333333,3,1.0,0.3,3,1000,748706.3028825728,7487.063028825727,1.0,759.577139745084
degradation,0.5,100,300,0.3333333333333333,3,1.0,0.3,4,1000,750775.4991946857,7507.754991946857,1.0,779.2605838295012
degradation,0.5,100,300,0.3333333333333333,3,1.0,0.3,5,1000,748826.6460363297,7488.266460363297,1.0,747.2693705973264
degradation,0.5,100,300,0.3333333333333333,3,1.0,0.3,6,1000,751838.4612233946,7518.384612233946,1.0,776.2386249837796
degradation,0.5,100,300,0.3333333333333333,3,1.0,0.3,7,1000,751174.7770712131,7511.747770712132,1.0,791.4506225794119
degradation,0.5,100,300,0.3333333333333333,3,1.0,0.3,8,1000,751011.9088579257,7510.119088579257,1.0,757.7181984825376
degradation,0.5,100,300,0.3333333333333333,3,1.0,0.3,9,1000,750264.7478424459,7502.647478424458,1.0,773.2301229564191
degradation,0.5,100,300,0.3333333333333333,3,1.0,0.3,10,1000,750529.4604160197,7505.294604160196,1.0,792.8120796535409
degradation,0.5,100,300,0.3333333333333333,3,1.0,0.3,11,1000,749715.694916385,7497.15694916385,1.0,728.4288327421569
degradation,0.5,100,300,0.3333333333333333,3,1.0,0.3,12,1000,750211.1985866325,7502.111985866325,1.0,753.4282380668976
degradation,0.5,100,300,0.3333333333333333,3,1.0,0.3,13,1000,752237.6318022077,7522.376318022077,1.0,753.234158638559
degradation,0.5,100,300,0.3333333333333333,3,1.0,0.3,14,1000,751408.1512230921,7514.081512230921,1.0,734.8696402938042
degradation,0.5,100,300,0.3333333333333333,3,1.0,0.3,15,1000,749812.0027970244,7498.120027970244,1.0,741.0117961186575
degradation,0.5,100,300,0.3333333333333333,3,1.0,0.3,16,1000,751433.2248531011,7514.332248531011,1.0,761.54689035632
degradation,0.5,100,300,0.3333333333333333,3,1.0,0.3,17,1000,752055.3695877703,7520.553695877703,1.0,775.9192437401838
degradation,0.5,100,300,0.3333333333333333,3,1.0,0.3,18,1000,751372.515513359,7513.72515513359,1.0,764.8766207668227
degradation,0.5,100,300,0.3333333333333333,3,1.0,0.3,19,1000,747133.2103636811,7471.332103636811,1.0,723.6667762084104
degradation,0.5,100,300,0.3333333333333333,3,1.0,0.3,20,1000,748763.1801587465,7487.631801587466,1.0,760.1241760624821
degradation,0.5,100,300,0.3333333333333333,3,1.0,0.3,21,1000,748703.0885333479,7487.030885333479,1.0,734.6318175683336
degradation,0.5,100,300,0.3333333333333333,3,1.0,0.3,22,1000,748932.345585031,7489.32345585031,1.0,757.6521152425308
degradation,0.5,100,300,0.3333333333333333,3,1.0,0.3,23,1000,746039.9070644577,7460.399070644577,1.0,720.7123836858327
degradation,0.5,100,300,0.3333333333333333,3,1.0,0.3,24,1000,747889.7544131633,7478.8975441316325,1.0,743.6086360002732
degradation,0.5,100,300,0.3333333333333333,3,1.0,0.3,25,1000,749229.6042868767,7492.2960428687675,1.0,755.2100599546579
degradation,0.5,100,300,0.3333333333333333,3,1.0,0.3,26,1000,751553.978970523,7515.53978970523,1.0,744.0978877645938
degradation,0.5,100,300,0.3333333333333333,3,1.0,0.3,27,1000,747330.409789895,7473.30409789895,1.0,766.8892033381297
degradation,0.5,100,300,0.3333333333333333,3,1.0,0.3,28,1000,750359.159931094,7503.59159931094,0.999,747.693733827457
degradation,0.5,100,300,0.3333333333333333,3,1.0,0.3,29,1000,750907.1487133879,7509.071487133879,1.0,768.4956939263511
degradation,0.5,100,300,0.3333333333333333,3,1.0,0.3,30,1000,751172.9984015578,7511.729984015578,1.0,742.5852281071764
degradation,0.5,100,300,0.3333333333333333,3,1.0,0.3,31,1000,745859.1588611245,7458.591588611245,1.0,766.2078416001664
degradation,0.5,100,300,0.3333333333333333,3,1.0,0.3,32,1000,751540.1919691226,7515.401919691226,1.0,778.6312982285224
degradation,0.5,100,300,0.3333333333333333,3,1.0,0.3,33,1000,749384.8764175292,7493.848764175292,1.0,755.2913571673631
degradation,0.5,100,300,0.3333333333333333,3,1.0,0.3,34,1000,746755.2660422481,7467.5526604224815,1.0,743.174781377146
degradation,0.5,100,300,0.3333333333333333,3,1.0,0.3,35,1000,749367.0410244326,7493.670410244326,1.0,792.7283669553327
degradation,0.5,100,300,0.3333333333333333,3,1.0,0.3,36,1000,750652.6496108682,7506.526496108682,1.0,747.4532707716545
degradation,0.5,100,300,0.3333333333333333,3,1.0,0.3,37,1000,751301.6696652175,7513.016696652176,1.0,730.3036274206215
degradation,0.5,100,300,0.3333333333333333,3,1.0,0.3,38,1000,755148.6459521813,7551.486459521813,1.0,763.0504402648194
degradation,0.5,100,300,0.3333333333333333,3,1.0,0.3,39,1000,751340.2169023062,7513.402169023062,1.0,761.636682595947
degradation,0.5,100,300,0.3333333333333333,3,1.0,0.3,40,1000,749031.9666327956,7490.319666327956,1.0,764.0846353098111
degradation,0.5,100,300,0.3333333333333333,3,1.0,0.3,41,1000,753330.7549252984,7533.307549252984,1.0,754.7955559683294
degradation,0.5,100,300,0.3333333333333333,3,1.0,0.3,42,1000,750282.6681559769,7502.826681559769,1.0,751.9553249917386
degradation,0.5,100,300,0.3333333333333333,3,1.0,0.3,43,1000,751196.7378769331,7511.967378769331,1.0,773.0738554067708
degradation,0.5,100,300,0.3333333333333333,3,1.0,0.3,44,1000,748982.8106890407,7489.828106890407,1.0,734.4489217824879
degradation,0.5,100,300,0.3333333333333333,3,1.0,0.3,45,1000,748554.7356079876,7485.547356079876,1.0,766.1062718462736
degradation,0.5,100,300,0.3333333333333333,3,1.0,0.3,46,1000,750225.8851688198,7502.258851688198,1.0,741.9179999867214
degradation,0.5,100,300,0.3333333333333333,3,1.0,0.3,47,1000,748917.5959504446,7489.175959504446,1.0,742.9914890644777
degradation,0.5,100,300,0.3333333333333333,3,1.0,0.3,48,1000,747165.7186203048,7471.657186203049,1.0,761.5447612134029
degradation,0.5,100,300,0.3333333333333333,3,1.0,0.3,49,1000,747281.3800455541,7472.813800455541,1.0,748.7132019922713
degradation,0.5,100,300,0.3333333333333333,3,1.0,0.35,0,1000,707185.9623467629,7071.859623467629,1.0,658.3521450147069
degradation,0.5,100,300,0.3333333333333333,3,1.0,0.35,1,1000,710053.5289846755,7100.535289846755,1.0,666.2739314810142
degradation,0.5,100,300,0.3333333333333333,3,1.0,0.35,2,1000,712583.8480322467,7125.838480322467,1.0,672.534915590384
degradation,0.5,100,300,0.3333333333333333,3,1.0,0.35,3,1000,712400.006997268,7124.00006997268,1.0,690.8694976704616
degradation,0.5,100,300,0.3333333333333333,3,1.0,0.35,4,1000,706503.4717208889,7065.034717208889,1.0,668.3205690894671
degradation,0.5,100,300,0.3333333333333333,3,1.0,0.35,5,1000,711829.3195370937,7118.293195370938,1.0,676.9367431756447
degradation,0.5,100,300,0.3333333333333333,3,1.0,0.35,6,1000,709370.8858012671,7093.708858012671,1.0,674.8054881367951
degradation,0.5,100,300,0.3333333333333333,3,1.0,0.35,7,1000,710777.0135939926,7107.770135939925,1.0,690.732283620519
degradation,0.5,100,300,0.3333333333333333,3,1.0,0.35,8,1000,713773.0676076317,7137.730676076317,1.0,669.334254028654
degradation,0.5,100,300,0.3333333333333333,3,1.0,0.35,9,1000,712467.9592845018,7124.679592845018,1.0,651.295294196799
degradation,0.5,100,300,0.3333333333333333,3,1.0,0.35,10,1000,712289.3405346867,7122.8934053468665,1.0,680.506682015293
degradation,0.5,100,300,0.3333333333333333,3,1.0,0.35,11,1000,714011.9715012367,7140.119715012366,1.0,673.5040630443095
degradation,0.5,100,300,0.3333333333333333,3,1.0,0.35,12,1000,713459.9608652929,7134.599608652929,1.0,648.2700694853812
degradation,0.5,100,300,0.3333333333333333,3,1.0,0.35,13,1000,714246.1378782955,7142.461378782955,1.0,690.3566544899988
degradation,0.5,100,300,0.3333333333333333,3,1.0,0.35,14,1000,707735.4603087637,7077.354603087637,1.0,652.4063341049031
degradation,0.5,100,300,0.3333333333333333,3,1.0,0.35,15,1000,708836.5631289547,7088.365631289547,1.0,653.4012527986191
degradation,0.5,100,300,0.3333333333333333,3,1.0,0.35,16,1000,709482.6978531015,7094.826978531015,1.0,629.5089246142002
degradation,0.5,100,300,0.3333333333333333,3,1.0,0.35,17,1000,711227.667353259,7112.27667353259,1.0,630.8639398780061
degradation,0.5,100,300,0.3333333333333333,3,1.0,0.35,18,1000,714147.4035612202,7141.474035612202,1.0,715.2051212013397
degradation,0.5,100,300,0.3333333333333333,3,1.0,0.35,19,1000,709794.9083854235,7097.949083854235,1.0,649.6111064385442
degradation,0.5,100,300,0.3333333333333333,3,1.0,0.35,20,1000,709978.5708472185,7099.785708472185,1.0,670.5847668499622
degradation,0.5,100,300,0.3333333333333333,3,1.0,0.35,21,1000,716769.5537749871,7167.695537749871,1.0,685.4142072475364
degradation,0.5,100,300,0.3333333333333333,3,1.0,0.35,22,1000,712943.4484975585,7129.434484975584,1.0,698.2754956280172
degradation,0.5,100,300,0.3333333333333333,3,1.0,0.35,23,1000,712267.5134461944,7122.675134461943,1.0,674.824465773725
degradation,0.5,100,300,0.3333333333333333,3,1.0,0.35,24,1000,710797.8236626548,7107.978236626548,1.0,645.9770145641239
degradation,0.5,100,300,0.3333333333333333,3,1.0,0.35,25,1000,709321.3437956477,7093.213437956478,1.0,670.8054091667586
degradation,0.5,100,300,0.3333333333333333,3,1.0,0.35,26,1000,714007.7702321722,7140.077702321722,1.0,676.1522677948823
degradation,0.5,100,300,0.3333333333333333,3,1.0,0.35,27,1000,712853.001042083,7128.53001042083,1.0,662.9688885801714
degradation,0.5,100,300,0.3333333333333333,3,1.0,0.35,28,1000,711488.4943591524,7114.884943591524,1.0,646.6248209458033
degradation,0.5,100,300,0.3333333333333333,3,1.0,0.35,29,1000,710332.193791704,7103.3219379170405,1.0,675.3427703515351
degradation,0.5,100,300,0.3333333333333333,3,1.0,0.35,30,1000,710409.3528154982,7104.093528154983,1.0,684.5468532257573
degradation,0.5,100,300,0.3333333333333333,3,1.0,0.35,31,1000,710166.9514300823,7101.669514300823,1.0,641.6528837738879
degradation,0.5,100,300,0.3333333333333333,3,1.0,0.35,32,1000,711414.8550485995,7114.148550485996,1.0,694.4148382318846
degradation,0.5,100,300,0.3333333333333333,3,1.0,0.35,33,1000,713051.8973911785,7130.518973911785,1.0,657.05779540395
degradation,0.5,100,300,0.3333333333333333,3,1.0,0.35,34,1000,709674.6597235246,7096.746597235246,1.0,657.5004517900582
degradation,0.5,100,300,0.3333333333333333,3,1.0,0.35,35,1000,713181.2478332707,7131.812478332707,1.0,659.9020691171268
degradation,0.5,100,300,0.3333333333333333,3,1.0,0.35,36,1000,705889.5021128007,7058.895021128007,1.0,610.765350100595
degradation,0.5,100,300,0.3333333333333333,3,1.0,0.35,37,1000,714347.64957611,7143.4764957611,1.0,664.8932865385322
degradation,0.5,100,300,0.3333333333333333,3,1.0,0.35,38,1000,711999.2466113894,7119.992466113895,1.0,645.5560098346468
degradation,0.5,100,300,0.3333333333333333,3,1.0,0.35,39,1000,713006.2769280067,7130.062769280066,1.0,672.4068743499106
degradation,0.5,100,300,0.3333333333333333,3,1.0,0.35,40,1000,713190.66474683,7131.9066474683,1.0,679.6090848308833
degradation,0.5,100,300,0.3333333333333333,3,1.0,0.35,41,1000,708052.3505038446,7080.523505038445,1.0,670.4625482529726
degradation,0.5,100,300,0.3333333333333333,3,1.0,0.35,42,1000,708894.4423545661,7088.94442354566,1.0,633.0099985308022
degradation,0.5,100,300,0.3333333333333333,3,1.0,0.35,43,1000,713804.6633084298,7138.046633084297,1.0,678.1157492827842
degradation,0.5,100,300,0.3333333333333333,3,1.0,0.35,44,1000,710896.9386009364,7108.969386009365,1.0,660.6868260282374
degradation,0.5,100,300,0.3333333333333333,3,1.0,0.35,45,1000,711218.0585268408,7112.180585268407,1.0,648.5441690964274
degradation,0.5,100,300,0.3333333333333333,3,1.0,0.35,46,1000,714280.3253876688,7142.803253876688,1.0,670.2473605145169
degradation,0.5,100,300,0.3333333333333333,3,1.0,0.35,47,1000,707482.6109057306,7074.826109057306,1.0,689.3489443347185
degradation,0.5,100,300,0.3333333333333333,3,1.0,0.35,48,1000,714281.1939970922,7142.811939970922,1.0,668.3030463861579
degradation,0.5,100,300,0.3333333333333333,3,1.0,0.35,49,1000,710560.0223903762,7105.600223903762,1.0,637.006620200466
degradation,0.5,100,300,0.3333333333333333,3,1.0,0.4,0,1000,671369.7595818362,6713.697595818362,1.0,595.7355156384053
degradation,0.5,100,300,0.3333333333333333,3,1.0,0.4,1,1000,667597.8291987667,6675.978291987667,1.0,537.4995369591903
degradation,0.5,100,300,0.3333333333333333,3,1.0,0.4,2,1000,671983.8347202066,6719.838347202066,1.0,565.7519087184652
degradation,0.5,100,300,0.3333333333333333,3,1.0,0.4,3,1000,671223.2673255692,6712.232673255692,1.0,519.4297086615592
degradation,0.5,100,300,0.3333333333333333,3,1.0,0.4,4,1000,671149.4891825321,6711.49489182532,1.0,590.1192998751523
degradation,0.5,100,300,0.3333333333333333,3,1.0,0.4,5,1000,672556.8198024504,6725.5681980245035,1.0,541.8877705514868
degradation,0.5,100,300,0.3333333333333333,3,1.0,0.4,6,1000,670139.811881394,6701.3981188139405,1.0,587.4555046177612
degradation,0.5,100,300,0.3333333333333333,3,1.0,0.4,7,1000,671247.0030578551,6712.470030578551,1.0,555.5828677086246
degradation,0.5,100,300,0.3333333333333333,3,1.0,0.4,8,1000,672216.3938073317,6722.163938073317,1.0,543.6694262516615
degradation,0.5,100,300,0.3333333333333333,3,1.0,0.4,9,1000,675477.5946659981,6754.775946659981,1.0,548.2618475752134
degradation,0.5,100,300,0.3333333333333333,3,1.0,0.4,10,1000,672965.4638011237,6729.654638011237,1.0,539.5748311585239
degradation,0.5,100,300,0.3333333333333333,3,1.0,0.4,11,1000,675633.0622059731,6756.330622059731,1.0,555.6173315178344
degradation,0.5,100,300,0.3333333333333333,3,1.0,0.4,12,1000,672517.5131245137,6725.175131245137,1.0,567.6485792441197
degradation,0.5,100,300,0.3333333333333333,3,1.0,0.4,13,1000,673444.234379053,6734.44234379053,1.0,557.9346392857206
degradation,0.5,100,300,0.3333333333333333,3,1.0,0.4,14,1000,668840.4842419372,6688.404842419372,1.0,549.9639099322159
degradation,0.5,100,300,0.3333333333333333,3,1.0,0.4,15,1000,671302.1856576505,6713.021856576504,1.0,568.3245342671119
degradation,0.5,100,300,0.3333333333333333,3,1.0,0.4,16,1000,670400.5160146331,6704.005160146331,1.0,540.332896306603
degradation,0.5,100,300,0.3333333333333333,3,1.0,0.4,17,1000,668384.5456383738,6683.845456383739,1.0,537.519391629131
degradation,0.5,100,300,0.3333333333333333,3,1.0,0.4,18,1000,674430.6060869021,6744.306060869021,1.0,567.8691374774756
degradation,0.5,100,300,0.3333333333333333,3,1.0,0.4,19,1000,668226.0817767242,6682.260817767242,1.0,572.3508943164112
degradation,0.5,100,300,0.3333333333333333,3,1.0,0.4,20,1000,675164.9824645219,6751.649824645219,1.0,572.58855670172
degradation,0.5,100,300,0.3333333333333333,3,1.0,0.4,21,1000,668838.0716430966,6688.3807164309665,1.0,541.4116194762872
degradation,0.5,100,300,0.3333333333333333,3,1.0,0.4,22,1000,676032.268917437,6760.32268917437,1.0,599.4065202192871
degradation,0.5,100,300,0.3333333333333333,3,1.0,0.4,23,1000,670481.1302630741,6704.811302630741,1.0,547.9626285432996
degradation,0.5,100,300,0.3333333333333333,3,1.0,0.4,24,1000,670095.6718404175,6700.956718404175,1.0,561.3819338266542
degradation,0.5,100,300,0.3333333333333333,3,1.0,0.4,25,1000,670458.7040546542,6704.587040546542,1.0,543.289435555175
degradation,0.5,100,300,0.3333333333333333,3,1.0,0.4,26,1000,673819.7385509845,6738.197385509845,1.0,567.1144621500498
degradation,0.5,100,300,0.3333333333333333,3,1.0,0.4,27,1000,671656.4672362878,6716.564672362878,1.0,580.0244329865502
degradation,0.5,100,300,0.3333333333333333,3,1.0,0.4,28,1000,668625.8552954001,6686.258552954001,1.0,559.1491872369203
degradation,0.5,100,300,0.3333333333333333,3,1.0,0.4,29,1000,670123.1812174177,6701.231812174177,1.0,572.0314041101062
degradation,0.5,100,300,0.3333333333333333,3,1.0,0.4,30,1000,665258.6511723336,6652.586511723336,1.0,575.1231349911795
degradation,0.5,100,300,0.3333333333333333,3,1.0,0.4,31,1000,665144.76574358,6651.4476574358,1.0,520.7146339695955
degradation,0.5,100,300,0.3333333333333333,3,1.0,0.4,32,1000,671817.4504441989,6718.1745044419895,1.0,534.1502553305407
degradation,0.5,100,300,0.3333333333333333,3,1.0,0.4,33,1000,671187.5584172818,6711.875584172818,1.0,557.4451505703022
degradation,0.5,100,300,0.3333333333333333,3,1.0,0.4,34,1000,672407.7103684684,6724.0771036846845,1.0,558.1708496959096
degradation,0.5,100,300,0.3333333333333333,3,1.0,0.4,35,1000,666349.059242903,6663.490592429031,1.0,515.2869706534403
degradation,0.5,100,300,0.3333333333333333,3,1.0,0.4,36,1000,667568.4631134477,6675.684631134476,1.0,572.4232316525714
degradation,0.5,100,300,0.3333333333333333,3,1.0,0.4,37,1000,668621.0768416967,6686.210768416968,1.0,536.5257455708582
degradation,0.5,100,300,0.3333333333333333,3,1.0,0.4,38,1000,674501.4632049883,6745.0146320498825,1.0,551.5027224772799
degradation,0.5,100,300,0.3333333333333333,3,1.0,0.4,39,1000,670417.9292791178,6704.179292791178,1.0,561.4843577355326
degradation,0.5,100,300,0.3333333333333333,3,1.0,0.4,40,1000,673819.6948320939,6738.196948320939,1.0,533.9626433696408
degradation,0.5,100,300,0.3333333333333333,3,1.0,0.4,41,1000,667066.5941132326,6670.665941132325,1.0,583.4001709589754
degradation,0.5,100,300,0.3333333333333333,3,1.0,0.4,42,1000,671338.5933642077,6713.385933642076,1.0,591.3584872591107
degradation,0.5,100,300,0.3333333333333333,3,1.0,0.4,43,1000,672292.0502148581,6722.920502148581,1.0,582.0411624472869
degradation,0.5,100,300,0.3333333333333333,3,1.0,0.4,44,1000,668045.1703080832,6680.451703080832,1.0,542.9599676464143
degradation,0.5,100,300,0.3333333333333333,3,1.0,0.4,45,1000,671598.8364907856,6715.988364907856,1.0,553.894947665286
degradation,0.5,100,300,0.3333333333333333,3,1.0,0.4,46,1000,672011.1053910609,6720.111053910609,1.0,552.8962099456801
degradation,0.5,100,300,0.3333333333333333,3,1.0,0.4,47,1000,667827.7313978989,6678.277313978989,1.0,573.7672705762137
degradation,0.5,100,300,0.3333333333333333,3,1.0,0.4,48,1000,670837.9159459699,6708.379159459699,1.0,585.7839139244614
degradation,0.5,100,300,0.3333333333333333,3,1.0,0.4,49,1000,669979.4011403853,6699.794011403853,1.0,549.4855196738722
degradation,0.5,100,300,0.3333333333333333,3,1.0,0.45,0,1000,634313.88391664,6343.1388391663995,1.0,445.40502882770596
degradation,0.5,100,300,0.3333333333333333,3,1.0,0.45,1,1000,635416.5154135696,6354.165154135696,1.0,434.8510143134603
degradation,0.5,100,300,0.3333333333333333,3,1.0,0.45,2,1000,637880.6520555625,6378.806520555625,1.0,468.27568948316815
degradation,0.5,100,300,0.3333333333333333,3,1.0,0.45,3,1000,630781.4271763833,6307.814271763833,1.0,386.91434621274226
degradation,0.5,100,300,0.3333333333333333,3,1.0,0.45,4,1000,632542.0144479747,6325.420144479747,1.0,406.8211567658902
degradation,0.5,100,300,0.3333333333333333,3,1.0,0.45,5,1000,633867.743388443,6338.67743388443,1.0,379.1869801560847
degradation,0.5,100,300,0.3333333333333333,3,1.0,0.45,6,1000,638434.6536488777,6384.346536488778,1.0,457.17856271585885
degradation,0.5,100,300,0.3333333333333333,3,1.0,0.45,7,1000,630778.047052826,6307.780470528261,1.0,406.8879708962151
degradation,0.5,100,300,0.3333333333333333,3,1.0,0.45,8,1000,635651.5608568462,6356.515608568461,1.0,399.76411828085213
degradation,0.5,100,300,0.3333333333333333,3,1.0,0.45,9,1000,636913.7563526275,6369.137563526276,1.0,423.955159331298
degradation,0.5,100,300,0.3333333333333333,3,1.0,0.45,10,1000,631449.8220921713,6314.498220921713,1.0,418.50815123606844
degradation,0.5,100,300,0.3333333333333333,3,1.0,0.45,11,1000,631291.2355793896,6312.9123557938965,1.0,416.818597791141
degradation,0.5,100,300,0.3333333333333333,3,1.0,0.45,12,1000,631104.218414909,6311.04218414909,1.0,412.21291121209794
degradation,0.5,100,300,0.3333333333333333,3,1.0,0.45,13,1000,640188.560203869,6401.88560203869,1.0,467.37184806027346
degradation,0.5,100,300,0.3333333333333333,3,1.0,0.45,14,1000,633504.4870478336,6335.044870478337,1.0,397.46278590473986
degradation,0.5,100,300,0.3333333333333333,3,1.0,0.45,15,1000,632343.4246467687,6323.434246467687,1.0,408.27067923213144
degradation,0.5,100,300,0.3333333333333333,3,1.0,0.45,16,1000,633191.1716129943,6331.911716129943,1.0,423.3955756811615
degradation,0.5,100,300,0.3333333333333333,3,1.0,0.45,17,1000,630641.340521481,6306.41340521481,1.0,398.60297310308
degradation,0.5,100,300,0.3333333333333333,3,1.0,0.45,18,1000,634199.6905739661,6341.996905739661,1.0,447.33335224997364
degradation,0.5,100,300,0.3333333333333333,3,1.0,0.45,19,1000,628409.6447208486,6284.096447208486,1.0,419.50212501860597
degradation,0.5,100,300,0.3333333333333333,3,1.0,0.45,20,1000,631784.1668850428,6317.841668850428,1.0,370.8800950021066
degradation,0.5,100,300,0.3333333333333333,3,1.0,0.45,21,1000,637126.4266547448,6371.264266547448,1.0,416.5439088565569
degradation,0.5,100,300,0.3333333333333333,3,1.0,0.45,22,1000,634855.8449879037,6348.558449879038,1.0,433.51185137244465
degradation,0.5,100,300,0.3333333333333333,3,1.0,0.45,23,1000,632152.7463623892,6321.527463623892,1.0,443.17892013764987
degradation,0.5,100,300,0.3333333333333333,3,1.0,0.45,24,1000,634478.0210230169,6344.780210230168,1.0,426.87250140113485
degradation,0.5,100,300,0.3333333333333333,3,1.0,0.45,25,1000,632013.3095201482,6320.133095201482,1.0,405.51078192813446
degradation,0.5,100,300,0.3333333333333333,3,1.0,0.45,26,1000,635394.1172261242,6353.941172261241,1.0,441.0592655813009
degradation,0.5,100,300,0.3333333333333333,3,1.0,0.45,27,1000,633263.7334338694,6332.637334338694,1.0,416.3782640321393
degradation,0.5,100,300,0.3333333333333333,3,1.0,0.45,28,1000,633861.1980341077,6338.611980341077,1.0,438.5502476139191
degradation,0.5,100,300,0.3333333333333333,3,1.0,0.45,29,1000,634591.6833787076,6345.916833787076,1.0,426.95689021250837
degradation,0.5,100,300,0.3333333333333333,3,1.0,0.45,30,1000,635224.0598591106,6352.240598591106,1.0,427.56922270854676
degradation,0.5,100,300,0.3333333333333333,3,1.0,0.45,31,1000,631605.4178498074,6316.054178498074,1.0,382.31096781805076
degradation,0.5,100,300,0.3333333333333333,3,1.0,0.45,32,1000,631527.6468229555,6315.276468229555,1.0,419.0634485477407
degradation,0.5,100,300,0.3333333333333333,3,1.0,0.45,33,1000,639153.1013260096,6391.531013260096,1.0,433.6817415238374
degradation,0.5,100,300,0.3333333333333333,3,1.0,0.45,34,1000,634549.6171671232,6345.496171671232,1.0,405.92805132750163
degradation,0.5,100,300,0.3333333333333333,3,1.0,0.45,35,1000,635116.7094819861,6351.167094819862,1.0,419.37129397559613
degradation,0.5,100,300,0.3333333333333333,3,1.0,0.45,36,1000,631349.7976363358,6313.497976363358,1.0,399.60142179302983
degradation,0.5,100,300,0.3333333333333333,3,1.0,0.45,37,1000,633528.2311319741,6335.282311319741,1.0,396.4275127466386
degradation,0.5,100,300,0.3333333333333333,3,1.0,0.45,38,1000,635317.1644729164,6353.171644729164,1.0,394.58256402105167
degradation,0.5,100,300,0.3333333333333333,3,1.0,0.45,39,1000,633096.0410345554,6330.960410345554,1.0,379.213763524
degradation,0.5,100,300,0.3333333333333333,3,1.0,0.45,40,1000,633554.8525946636,6335.548525946636,1.0,416.6942651922526
degradation,0.5,100,300,0.3333333333333333,3,1.0,0.45,41,1000,634720.8993623598,6347.208993623598,1.0,404.6808822319856
degradation,0.5,100,300,0.3333333333333333,3,1.0,0.45,42,1000,635478.433039633,6354.78433039633,1.0,410.41886320884834
degradation,0.5,100,300,0.3333333333333333,3,1.0,0.45,43,1000,636120.6635220278,6361.206635220278,1.0,412.97031067414645
degradation,0.5,100,300,0.3333333333333333,3,1.0,0.45,44,1000,637123.9731568565,6371.239731568565,1.0,451.71149632840314
degradation,0.5,100,300,0.3333333333333333,3,1.0,0.45,45,1000,630526.5751245255,6305.265751245254,1.0,372.03736825697257
degradation,0.5,100,300,0.3333333333333333,3,1.0,0.45,46,1000,636428.4375791143,6364.284375791143,1.0,440.9473545883926
degradation,0.5,100,300,0.3333333333333333,3,1.0,0.45,47,1000,632379.148187298,6323.79148187298,1.0,396.1970703664268
degradation,0.5,100,300,0.3333333333333333,3,1.0,0.45,48,1000,635276.3410942538,6352.763410942538,1.0,442.7833311634724
degradation,0.5,100,300,0.3333333333333333,3,1.0,0.45,49,1000,636399.2857419166,6363.992857419166,1.0,430.16242419024024
degradation,0.5,100,300,0.3333333333333333,3,1.0,0.5,0,1000,607387.9733314611,6073.87973331461,1.0,290.98067739513874
degradation,0.5,100,300,0.3333333333333333,3,1.0,0.5,1,1000,603955.1628187593,6039.551628187593,1.0,278.7705193900932
