collision_policy,degradation_strength,n_agents,n_arms,agent_to_arm_ratio,arms_per_agent,std,epsilon,seed,steps,group_total_reward,mean_agent_reward,collision_rate,reward_inequality
degradation,0.5,100,100,1.0,1,1.0,0.16,6,1000,417435.14336912497,4174.351433691249,1.0,798.0177257500461
degradation,0.5,100,100,1.0,1,1.0,0.16,7,1000,412129.47702142876,4121.294770214287,1.0,699.695647109619
degradation,0.5,100,100,1.0,1,1.0,0.16,8,1000,418829.4264217681,4188.294264217681,1.0,818.3055369972838
degradation,0.5,100,100,1.0,1,1.0,0.16,9,1000,421161.0155886777,4211.610155886778,1.0,742.3321274887237
degradation,0.5,100,100,1.0,1,1.0,0.16,10,1000,417831.27281753544,4178.312728175354,1.0,827.1916739308011
degradation,0.5,100,100,1.0,1,1.0,0.16,11,1000,413294.2653528638,4132.942653528638,1.0,749.2117341488103
degradation,0.5,100,100,1.0,1,1.0,0.16,12,1000,416379.1230719696,4163.791230719696,1.0,782.6349881230194
degradation,0.5,100,100,1.0,1,1.0,0.16,13,1000,416256.6837236846,4162.5668372368455,1.0,773.0401099789992
degradation,0.5,100,100,1.0,1,1.0,0.16,14,1000,415972.39224668266,4159.7239224668265,1.0,762.1888579984084
degradation,0.5,100,100,1.0,1,1.0,0.16,15,1000,418164.6188140893,4181.646188140893,1.0,732.8878506330225
degradation,0.5,100,100,1.0,1,1.0,0.16,16,1000,414917.6673253446,4149.176673253446,1.0,698.3387937215269
degradation,0.5,100,100,1.0,1,1.0,0.16,17,1000,415749.362958154,4157.49362958154,1.0,722.2008884607046
degradation,0.5,100,100,1.0,1,1.0,0.16,18,1000,417652.8171776302,4176.528171776302,1.0,773.9324788148738
degradation,0.5,100,100,1.0,1,1.0,0.16,19,1000,414578.43896466884,4145.784389646688,1.0,727.126034174919
degradation,0.5,100,100,1.0,1,1.0,0.16,20,1000,415484.5892997034,4154.845892997034,1.0,753.3020136873621
degradation,0.5,100,100,1.0,1,1.0,0.16,21,1000,415937.8221480084,4159.378221480084,1.0,710.0967568864587
degradation,0.5,100,100,1.0,1,1.0,0.16,22,1000,413318.495187371,4133.18495187371,1.0,745.9230465060581
degradation,0.5,100,100,1.0,1,1.0,0.16,23,1000,414099.29238387744,4140.992923838774,1.0,694.0739847264934
degradation,0.5,100,100,1.0,1,1.0,0.16,24,1000,414143.8200728301,4141.438200728301,1.0,761.4120898930763
degradation,0.5,100,100,1.0,1,1.0,0.16,25,1000,418845.1687436371,4188.451687436371,1.0,769.2455345935635
degradation,0.5,100,100,1.0,1,1.0,0.16,26,1000,420400.60624373116,4204.006062437312,1.0,781.2348959482952
degradation,0.5,100,100,1.0,1,1.0,0.16,27,1000,419676.0075496477,4196.760075496477,1.0,801.1385898699947
degradation,0.5,100,100,1.0,1,1.0,0.16,28,1000,422160.4673302833,4221.604673302833,1.0,799.5857328099747
degradation,0.5,100,100,1.0,1,1.0,0.16,29,1000,421769.1045094802,4217.691045094802,1.0,812.2394381958383
degradation,0.5,100,100,1.0,1,1.0,0.16,30,1000,418425.78998872207,4184.25789988722,1.0,765.7143341088574
degradation,0.5,100,100,1.0,1,1.0,0.16,31,1000,415378.871614935,4153.78871614935,1.0,765.7916046940323
degradation,0.5,100,100,1.0,1,1.0,0.16,32,1000,417774.25932555815,4177.742593255582,1.0,753.7395431108254
degradation,0.5,100,100,1.0,1,1.0,0.16,33,1000,415827.6084127582,4158.276084127582,1.0,739.8576607490852
degradation,0.5,100,100,1.0,1,1.0,0.16,34,1000,417217.5745762327,4172.175745762327,1.0,791.9654693507256
degradation,0.5,100,100,1.0,1,1.0,0.16,35,1000,421628.1073205198,4216.2810732051985,1.0,801.9233234594939
degradation,0.5,100,100,1.0,1,1.0,0.16,36,1000,416550.23896423995,4165.502389642399,1.0,792.6043974200105
degradation,0.5,100,100,1.0,1,1.0,0.16,37,1000,417474.93625145627,4174.749362514563,1.0,755.5971417995346
degradation,0.5,100,100,1.0,1,1.0,0.16,38,1000,417606.3480446018,4176.063480446018,1.0,775.599040139495
degradation,0.5,100,100,1.0,1,1.0,0.16,39,1000,417957.2347307073,4179.572347307073,1.0,782.7033765569475
degradation,0.5,100,100,1.0,1,1.0,0.16,40,1000,412628.5816724748,4126.285816724748,1.0,670.3750269771919
degradation,0.5,100,100,1.0,1,1.0,0.16,41,1000,417034.28787080443,4170.342878708045,1.0,799.6766695814075
degradation,0.5,100,100,1.0,1,1.0,0.16,42,1000,413889.17970743997,4138.8917970744,1.0,757.9117914499224
degradation,0.5,100,100,1.0,1,1.0,0.16,43,1000,414914.6431544341,4149.146431544341,1.0,757.3794815849436
degradation,0.5,100,100,1.0,1,1.0,0.16,44,1000,421323.12393538706,4213.2312393538705,1.0,839.0018156499904
degradation,0.5,100,100,1.0,1,1.0,0.16,45,1000,414566.37662686175,4145.663766268617,1.0,731.7368881279439
degradation,0.5,100,100,1.0,1,1.0,0.16,46,1000,415378.9824386044,4153.789824386044,1.0,775.8837107356471
degradation,0.5,100,100,1.0,1,1.0,0.16,47,1000,412582.90986137866,4125.829098613786,1.0,731.9328916450163
degradation,0.5,100,100,1.0,1,1.0,0.16,48,1000,418827.0131487313,4188.270131487313,1.0,795.4779491619712
degradation,0.5,100,100,1.0,1,1.0,0.16,49,1000,412203.8370291584,4122.038370291584,1.0,693.1227377256282
degradation,0.5,100,100,1.0,1,1.0,0.18,0,1000,412769.8752407019,4127.698752407019,1.0,708.2324230760215
degradation,0.5,100,100,1.0,1,1.0,0.18,1,1000,409535.4441554584,4095.3544415545844,1.0,687.121719202901
degradation,0.5,100,100,1.0,1,1.0,0.18,2,1000,407860.19257551123,4078.6019257551125,1.0,771.3897920524242
degradation,0.5,100,100,1.0,1,1.0,0.18,3,1000,411881.3328042205,4118.813328042205,1.0,673.044371456893
degradation,0.5,100,100,1.0,1,1.0,0.18,4,1000,408027.2744957456,4080.272744957456,1.0,640.4419024582935
degradation,0.5,100,100,1.0,1,1.0,0.18,5,1000,410359.1323641978,4103.591323641978,1.0,689.1665796433305
degradation,0.5,100,100,1.0,1,1.0,0.18,6,1000,413068.3409910413,4130.683409910413,1.0,738.2605335669901
degradation,0.5,100,100,1.0,1,1.0,0.18,7,1000,406869.36606758065,4068.6936606758063,1.0,676.0503929058391
degradation,0.5,100,100,1.0,1,1.0,0.18,8,1000,411508.7752225226,4115.087752225226,1.0,682.4428760050797
degradation,0.5,100,100,1.0,1,1.0,0.18,9,1000,413628.06035342766,4136.280603534276,1.0,725.5161503003252
degradation,0.5,100,100,1.0,1,1.0,0.18,10,1000,410287.877331942,4102.87877331942,1.0,715.9552879958709
degradation,0.5,100,100,1.0,1,1.0,0.18,11,1000,409028.7452935979,4090.287452935979,1.0,672.9312386187536
degradation,0.5,100,100,1.0,1,1.0,0.18,12,1000,413451.808361442,4134.51808361442,1.0,746.8089025815551
degradation,0.5,100,100,1.0,1,1.0,0.18,13,1000,408585.06257595506,4085.8506257595504,1.0,666.0159797711716
degradation,0.5,100,100,1.0,1,1.0,0.18,14,1000,412570.53921917384,4125.705392191739,1.0,776.7640512805534
degradation,0.5,100,100,1.0,1,1.0,0.18,15,1000,410920.49793343316,4109.204979334331,1.0,643.4559852401557
degradation,0.5,100,100,1.0,1,1.0,0.18,16,1000,408447.9155884869,4084.4791558848688,1.0,686.6707868832037
degradation,0.5,100,100,1.0,1,1.0,0.18,17,1000,413587.33021739364,4135.873302173936,1.0,704.1296784120171
degradation,0.5,100,100,1.0,1,1.0,0.18,18,1000,406363.9674097353,4063.6396740973532,1.0,637.2802223453707
degradation,0.5,100,100,1.0,1,1.0,0.18,19,1000,411823.9401259096,4118.239401259096,1.0,651.4087107109269
degradation,0.5,100,100,1.0,1,1.0,0.18,20,1000,409838.72429740155,4098.387242974016,1.0,679.731397659943
degradation,0.5,100,100,1.0,1,1.0,0.18,21,1000,407125.25013781415,4071.2525013781415,1.0,686.6201817642869
degradation,0.5,100,100,1.0,1,1.0,0.18,22,1000,411423.6680694488,4114.236680694488,1.0,714.7532676758383
degradation,0.5,100,100,1.0,1,1.0,0.18,23,1000,407564.5386753474,4075.645386753474,1.0,644.5602455705407
degradation,0.5,100,100,1.0,1,1.0,0.18,24,1000,406724.5869145148,4067.245869145148,1.0,686.3123495548775
degradation,0.5,100,100,1.0,1,1.0,0.18,25,1000,406331.5766776029,4063.315766776029,1.0,653.637600765192
degradation,0.5,100,100,1.0,1,1.0,0.18,26,1000,407187.6970266434,4071.876970266434,1.0,644.0486498169064
degradation,0.5,100,100,1.0,1,1.0,0.18,27,1000,408436.3788124911,4084.3637881249106,1.0,683.7234830376642
degradation,0.5,100,100,1.0,1,1.0,0.18,28,1000,411062.47219184565,4110.624721918456,1.0,665.0970792756784
degradation,0.5,100,100,1.0,1,1.0,0.18,29,1000,408659.48867351544,4086.5948867351544,1.0,622.8644957243405
degradation,0.5,100,100,1.0,1,1.0,0.18,30,1000,411612.22011071705,4116.12220110717,1.0,675.8114158690441
degradation,0.5,100,100,1.0,1,1.0,0.18,31,1000,410588.27756599593,4105.882775659959,1.0,694.8345495623736
degradation,0.5,100,100,1.0,1,1.0,0.18,32,1000,409987.8903934101,4099.878903934101,1.0,672.0771244482277
degradation,0.5,100,100,1.0,1,1.0,0.18,33,1000,405672.4394775718,4056.724394775718,1.0,605.7412878596165
degradation,0.5,100,100,1.0,1,1.0,0.18,34,1000,409901.81548850756,4099.018154885076,1.0,666.8278105622641
degradation,0.5,100,100,1.0,1,1.0,0.18,35,1000,410031.7828629925,4100.317828629925,1.0,706.6027639077372
degradation,0.5,100,100,1.0,1,1.0,0.18,36,1000,414741.8459468035,4147.4184594680355,1.0,726.4135401935013
degradation,0.5,100,100,1.0,1,1.0,0.18,37,1000,410255.7494444095,4102.557494444095,1.0,702.8349143692415
degradation,0.5,100,100,1.0,1,1.0,0.18,38,1000,412408.45597213286,4124.084559721328,1.0,705.307407943897
degradation,0.5,100,100,1.0,1,1.0,0.18,39,1000,408228.88252825534,4082.2888252825533,1.0,689.1114165193106
degradation,0.5,100,100,1.0,1,1.0,0.18,40,1000,411353.6282897117,4113.536282897117,1.0,706.8604439467698
degradation,0.5,100,100,1.0,1,1.0,0.18,41,1000,413581.30938169,4135.8130938169,1.0,752.5317097099846
degradation,0.5,100,100,1.0,1,1.0,0.18,42,1000,410575.2265672667,4105.752265672667,1.0,684.8655831602026
degradation,0.5,100,100,1.0,1,1.0,0.18,43,1000,410184.9898373572,4101.849898373572,1.0,648.3408071975308
degradation,0.5,100,100,1.0,1,1.0,0.18,44,1000,412107.11880786385,4121.071188078638,1.0,663.6289823851529
degradation,0.5,100,100,1.0,1,1.0,0.18,45,1000,409628.0184181452,4096.280184181452,1.0,671.8196985609353
degradation,0.5,100,100,1.0,1,1.0,0.18,46,1000,407137.62244987005,4071.3762244987006,1.0,697.8125729681332
degradation,0.5,100,100,1.0,1,1.0,0.18,47,1000,410660.93614394433,4106.609361439443,1.0,686.6550186259954
degradation,0.5,100,100,1.0,1,1.0,0.18,48,1000,410171.4735312882,4101.714735312882,1.0,655.9025393086658
degradation,0.5,100,100,1.0,1,1.0,0.18,49,1000,408911.69264592446,4089.1169264592445,1.0,608.8392044409526
degradation,0.5,100,100,1.0,1,1.0,0.2,0,1000,403999.82191264874,4039.9982191264876,1.0,614.4196301143085
degradation,0.5,100,100,1.0,1,1.0,0.2,1,1000,403711.6312140557,4037.116312140557,1.0,592.2535135133331
degradation,0.5,100,100,1.0,1,1.0,0.2,2,1000,404982.109844342,4049.82109844342,1.0,616.2667225986983
degradation,0.5,100,100,1.0,1,1.0,0.2,3,1000,401448.56886877614,4014.4856886877615,1.0,603.7093032706462
degradation,0.5,100,100,1.0,1,1.0,0.2,4,1000,406250.0640555835,4062.500640555835,1.0,600.484976771205
degradation,0.5,100,100,1.0,1,1.0,0.2,5,1000,405967.81312804867,4059.678131280487,1.0,633.0751555473687
degradation,0.5,100,100,1.0,1,1.0,0.2,6,1000,405333.20796561375,4053.3320796561375,1.0,671.97270059414
degradation,0.5,100,100,1.0,1,1.0,0.2,7,1000,402547.175205882,4025.47175205882,1.0,580.8962922180864
degradation,0.5,100,100,1.0,1,1.0,0.2,8,1000,402676.3067498104,4026.763067498104,1.0,609.114894722395
degradation,0.5,100,100,1.0,1,1.0,0.2,9,1000,405020.75019102276,4050.2075019102276,1.0,586.2316733007937
degradation,0.5,100,100,1.0,1,1.0,0.2,10,1000,398500.35737708164,3985.0035737708163,1.0,590.0851525347653
degradation,0.5,100,100,1.0,1,1.0,0.2,11,1000,402593.2195356856,4025.932195356856,1.0,625.0570593084939
degradation,0.5,100,100,1.0,1,1.0,0.2,12,1000,401422.8498303631,4014.228498303631,1.0,609.6534800446061
degradation,0.5,100,100,1.0,1,1.0,0.2,13,1000,406805.5915318883,4068.055915318883,1.0,693.7944239316262
degradation,0.5,100,100,1.0,1,1.0,0.2,14,1000,405223.84590560343,4052.238459056034,1.0,624.0736635999904
degradation,0.5,100,100,1.0,1,1.0,0.2,15,1000,403165.9858114454,4031.659858114454,1.0,584.9239862987611
degradation,0.5,100,100,1.0,1,1.0,0.2,16,1000,405471.92159053136,4054.719215905314,1.0,614.4538865446531
degradation,0.5,100,100,1.0,1,1.0,0.2,17,1000,407526.1577464329,4075.2615774643286,1.0,654.6181683971308
degradation,0.5,100,100,1.0,1,1.0,0.2,18,1000,401154.55851360614,4011.5455851360616,1.0,603.8055409856463
degradation,0.5,100,100,1.0,1,1.0,0.2,19,1000,405525.04904579127,4055.2504904579127,1.0,615.8968992547018
degradation,0.5,100,100,1.0,1,1.0,0.2,20,1000,402316.67658178025,4023.1667658178026,1.0,621.3770412478899
degradation,0.5,100,100,1.0,1,1.0,0.2,21,1000,402710.7562794341,4027.107562794341,1.0,573.6070585108737
degradation,0.5,100,100,1.0,1,1.0,0.2,22,1000,404976.7423596683,4049.767423596683,1.0,605.8756167188022
degradation,0.5,100,100,1.0,1,1.0,0.2,23,1000,404536.1724924426,4045.3617249244257,1.0,626.3343914707042
degradation,0.5,100,100,1.0,1,1.0,0.2,24,1000,405721.0068904448,4057.210068904448,1.0,599.5895135238874
degradation,0.5,100,100,1.0,1,1.0,0.2,25,1000,403165.3052720931,4031.653052720931,1.0,659.6521871229879
degradation,0.5,100,100,1.0,1,1.0,0.2,26,1000,398881.51610670076,3988.8151610670075,1.0,582.9143657485416
degradation,0.5,100,100,1.0,1,1.0,0.2,27,1000,401520.92163896566,4015.209216389657,1.0,601.8418619097546
degradation,0.5,100,100,1.0,1,1.0,0.2,28,1000,403731.4692337135,4037.314692337135,1.0,633.6900091441237
degradation,0.5,100,100,1.0,1,1.0,0.2,29,1000,404969.5943346554,4049.695943346554,1.0,589.2998380136022
degradation,0.5,100,100,1.0,1,1.0,0.2,30,1000,405767.7336121795,4057.677336121795,1.0,619.293262199234
degradation,0.5,100,100,1.0,1,1.0,0.2,31,1000,402209.59171835735,4022.0959171835734,1.0,563.8971432423256
degradation,0.5,100,100,1.0,1,1.0,0.2,32,1000,408280.0243695934,4082.800243695934,1.0,650.8022558505993
degradation,0.5,100,100,1.0,1,1.0,0.2,33,1000,406584.7524710924,4065.847524710924,1.0,630.8430269647248
degradation,0.5,100,100,1.0,1,1.0,0.2,34,1000,403487.33274599287,4034.8733274599285,1.0,591.9541444777009
degradation,0.5,100,100,1.0,1,1.0,0.2,35,1000,408556.06978443166,4085.5606978443166,1.0,633.7422723800253
degradation,0.5,100,100,1.0,1,1.0,0.2,36,1000,399753.5670860319,3997.535670860319,1.0,601.0233653826422
degradation,0.5,100,100,1.0,1,1.0,0.2,37,1000,404956.7939453006,4049.567939453006,1.0,622.9998911836013
degradation,0.5,100,100,1.0,1,1.0,0.2,38,1000,406848.99136749416,4068.489913674942,1.0,592.6969745695643
degradation,0.5,100,100,1.0,1,1.0,0.2,39,1000,404534.8486374853,4045.348486374853,1.0,614.8892393214078
degradation,0.5,100,100,1.0,1,1.0,0.2,40,1000,405167.464622598,4051.6746462259803,1.0,613.0080202781676
degradation,0.5,100,100,1.0,1,1.0,0.2,41,1000,401216.1182732349,4012.161182732349,1.0,572.1461899543342
degradation,0.5,100,100,1.0,1,1.0,0.2,42,1000,402321.58430538443,4023.2158430538443,1.0,573.5105694013894
degradation,0.5,100,100,1.0,1,1.0,0.2,43,1000,406171.6234494946,4061.716234494946,1.0,584.4647873930493
degradation,0.5,100,100,1.0,1,1.0,0.2,44,1000,406996.72996455,4069.9672996455,1.0,620.6678059986878
degradation,0.5,100,100,1.0,1,1.0,0.2,45,1000,405670.93495480495,4056.7093495480494,1.0,628.500115731766
degradation,0.5,100,100,1.0,1,1.0,0.2,46,1000,403573.70164955774,4035.7370164955773,1.0,643.7101769829237
degradation,0.5,100,100,1.0,1,1.0,0.2,47,1000,404091.01710362884,4040.9101710362884,1.0,598.3384424121538
degradation,0.5,100,100,1.0,1,1.0,0.2,48,1000,406820.50979568495,4068.2050979568494,1.0,633.4843756533025
degradation,0.5,100,100,1.0,1,1.0,0.2,49,1000,405947.63615941664,4059.4763615941665,1.0,607.0280228562302
degradation,0.5,100,100,1.0,1,1.0,0.22,0,1000,400284.6984202172,4002.846984202172,1.0,591.961351859792
degradation,0.5,100,100,1.0,1,1.0,0.22,1,1000,401225.8075124222,4012.258075124222,1.0,583.223592845478
degradation,0.5,100,100,1.0,1,1.0,0.22,2,1000,398302.9123960133,3983.029123960133,1.0,535.2774583367805
degradation,0.5,100,100,1.0,1,1.0,0.22,3,1000,401700.3406982829,4017.003406982829,1.0,553.3469576089254
degradation,0.5,100,100,1.0,1,1.0,0.22,4,1000,398941.1268414899,3989.411268414899,1.0,535.3129900311832
degradation,0.5,100,100,1.0,1,1.0,0.22,5,1000,401050.8364422367,4010.508364422367,1.0,579.4300947971032
degradation,0.5,100,100,1.0,1,1.0,0.22,6,1000,399474.6444061107,3994.746444061107,1.0,573.5340054603272
degradation,0.5,100,100,1.0,1,1.0,0.22,7,1000,395916.95755794534,3959.1695755794535,1.0,499.35418889740714
degradation,0.5,100,100,1.0,1,1.0,0.22,8,1000,399151.1494621864,3991.5114946218637,1.0,547.2756931487821
degradation,0.5,100,100,1.0,1,1.0,0.22,9,1000,402867.84135030076,4028.6784135030075,1.0,585.7291418454147
degradation,0.5,100,100,1.0,1,1.0,0.22,10,1000,402884.7602731211,4028.8476027312113,1.0,574.876657182703
degradation,0.5,100,100,1.0,1,1.0,0.22,11,1000,398225.21069878864,3982.2521069878862,1.0,533.8478432407977
degradation,0.5,100,100,1.0,1,1.0,0.22,12,1000,397657.10290725116,3976.5710290725115,1.0,578.5731191085185
degradation,0.5,100,100,1.0,1,1.0,0.22,13,1000,398908.63314728416,3989.0863314728417,1.0,592.9869893455165
degradation,0.5,100,100,1.0,1,1.0,0.22,14,1000,396597.70901545015,3965.9770901545016,1.0,517.8282409281962
degradation,0.5,100,100,1.0,1,1.0,0.22,15,1000,399545.960288685,3995.45960288685,1.0,536.582171765452
degradation,0.5,100,100,1.0,1,1.0,0.22,16,1000,399897.5828525736,3998.975828525736,1.0,545.9651609051972
degradation,0.5,100,100,1.0,1,1.0,0.22,17,1000,397335.2117695529,3973.352117695529,1.0,544.1949881664034
degradation,0.5,100,100,1.0,1,1.0,0.22,18,1000,395033.4505629865,3950.334505629865,1.0,501.23708016329647
degradation,0.5,100,100,1.0,1,1.0,0.22,19,1000,396001.84423773165,3960.0184423773167,1.0,541.6234219205163
degradation,0.5,100,100,1.0,1,1.0,0.22,20,1000,402878.3058069936,4028.783058069936,1.0,571.1696024406688
degradation,0.5,100,100,1.0,1,1.0,0.22,21,1000,397480.8812988258,3974.808812988258,1.0,564.1977024760324
degradation,0.5,100,100,1.0,1,1.0,0.22,22,1000,400842.3400543986,4008.4234005439857,1.0,565.8616813811798
degradation,0.5,100,100,1.0,1,1.0,0.22,23,1000,402578.31402174634,4025.7831402174634,1.0,559.8886230762363
degradation,0.5,100,100,1.0,1,1.0,0.22,24,1000,396219.59779912047,3962.195977991205,1.0,531.6495904426192
degradation,0.5,100,100,1.0,1,1.0,0.22,25,1000,395627.5088343986,3956.2750883439858,1.0,586.9024841189736
degradation,0.5,100,100,1.0,1,1.0,0.22,26,1000,401509.62085539644,4015.0962085539645,1.0,570.2537091644075
degradation,0.5,100,100,1.0,1,1.0,0.22,27,1000,399885.18690255773,3998.8518690255773,1.0,558.689343282029
degradation,0.5,100,100,1.0,1,1.0,0.22,28,1000,400373.8889196936,4003.738889196936,1.0,548.8195319607527
degradation,0.5,100,100,1.0,1,1.0,0.22,29,1000,399174.8005570263,3991.748005570263,1.0,542.0688567769575
degradation,0.5,100,100,1.0,1,1.0,0.22,30,1000,399441.8306799091,3994.4183067990907,1.0,544.6723339671721
degradation,0.5,100,100,1.0,1,1.0,0.22,31,1000,398985.81744678307,3989.858174467831,1.0,559.0081068083185
degradation,0.5,100,100,1.0,1,1.0,0.22,32,1000,399332.8653454886,3993.328653454886,1.0,552.9176001999009
degradation,0.5,100,100,1.0,1,1.0,0.22,33,1000,399320.3953873494,3993.2039538734944,1.0,573.8725311431166
degradation,0.5,100,100,1.0,1,1.0,0.22,34,1000,395220.0415205284,3952.2004152052837,1.0,551.6564178850431
degradation,0.5,100,100,1.0,1,1.0,0.22,35,1000,397781.86657646054,3977.8186657646056,1.0,551.4184447436065
degradation,0.5,100,100,1.0,1,1.0,0.22,36,1000,395617.32055857946,3956.1732055857947,1.0,567.460531801519
degradation,0.5,100,100,1.0,1,1.0,0.22,37,1000,397078.2259563037,3970.782259563037,1.0,574.356541672217
degradation,0.5,100,100,1.0,1,1.0,0.22,38,1000,400059.0360525532,4000.590360525532,1.0,553.6905372819186
degradation,0.5,100,100,1.0,1,1.0,0.22,39,1000,396896.1570846197,3968.961570846197,1.0,548.3166286036835
degradation,0.5,100,100,1.0,1,1.0,0.22,40,1000,398166.1402571382,3981.6614025713816,1.0,583.2235432520359
degradation,0.5,100,100,1.0,1,1.0,0.22,41,1000,398056.99074225646,3980.5699074225645,1.0,552.6800183036648
degradation,0.5,100,100,1.0,1,1.0,0.22,42,1000,398856.529990663,3988.56529990663,1.0,516.3189745993525
degradation,0.5,100,100,1.0,1,1.0,0.22,43,1000,400473.4176156174,4004.734176156174,1.0,597.5297343387888
degradation,0.5,100,100,1.0,1,1.0,0.22,44,1000,400816.339687556,4008.1633968755605,1.0,582.6377600646765
degradation,0.5,100,100,1.0,1,1.0,0.22,45,1000,400930.0727682244,4009.300727682244,1.0,568.6871154813247
degradation,0.5,100,100,1.0,1,1.0,0.22,46,1000,400157.6477245373,4001.576477245373,1.0,567.7856604524889
degradation,0.5,100,100,1.0,1,1.0,0.22,47,1000,396689.6908695202,3966.896908695202,1.0,510.0701416180604
degradation,0.5,100,100,1.0,1,1.0,0.22,48,1000,397770.59789236047,3977.7059789236046,1.0,524.798735822442
degradation,0.5,100,100,1.0,1,1.0,0.22,49,1000,399511.6419214747,3995.116419214747,1.0,550.8983243960156
degradation,0.5,100,100,1.0,1,1.0,0.24,0,1000,394388.20713284286,3943.8820713284285,1.0,530.4642947067579
degradation,0.5,100,100,1.0,1,1.0,0.24,1,1000,391816.8273353148,3918.1682733531484,1.0,523.118746267007
degradation,0.5,100,100,1.0,1,1.0,0.24,2,1000,391054.8115243832,3910.548115243832,1.0,478.71718185933787
degradation,0.5,100,100,1.0,1,1.0,0.24,3,1000,388391.0557953002,3883.9105579530024,1.0,426.70964796056154
degradation,0.5,100,100,1.0,1,1.0,0.24,4,1000,394724.5195915481,3947.2451959154805,1.0,503.95976821299786
degradation,0.5,100,100,1.0,1,1.0,0.24,5,1000,392281.0936261934,3922.8109362619343,1.0,489.7638724130291
degradation,0.5,100,100,1.0,1,1.0,0.24,6,1000,396473.53912741283,3964.7353912741282,1.0,504.65149966433466
degradation,0.5,100,100,1.0,1,1.0,0.24,7,1000,390461.1383923181,3904.611383923181,1.0,501.6021518096016
degradation,0.5,100,100,1.0,1,1.0,0.24,8,1000,392075.7018012866,3920.757018012866,1.0,463.0223153883126
degradation,0.5,100,100,1.0,1,1.0,0.24,9,1000,394580.54854850844,3945.8054854850843,1.0,504.74545546072255
degradation,0.5,100,100,1.0,1,1.0,0.24,10,1000,390712.30285734055,3907.1230285734055,1.0,422.85534653557977
degradation,0.5,100,100,1.0,1,1.0,0.24,11,1000,392051.6790709841,3920.5167907098407,1.0,529.7108744414894
degradation,0.5,100,100,1.0,1,1.0,0.24,12,1000,391018.6527441726,3910.186527441726,1.0,496.2269616692074
degradation,0.5,100,100,1.0,1,1.0,0.24,13,1000,392613.1462372672,3926.1314623726716,1.0,489.2942412853829
degradation,0.5,100,100,1.0,1,1.0,0.24,14,1000,392788.63969493355,3927.8863969493354,1.0,501.49317714586306
degradation,0.5,100,100,1.0,1,1.0,0.24,15,1000,392881.8432078099,3928.818432078099,1.0,511.85817098850396
degradation,0.5,100,100,1.0,1,1.0,0.24,16,1000,393742.52821420116,3937.4252821420114,1.0,480.10578890668546
degradation,0.5,100,100,1.0,1,1.0,0.24,17,1000,395164.6850664225,3951.646850664225,1.0,535.3248934045247
degradation,0.5,100,100,1.0,1,1.0,0.24,18,1000,391166.3949330611,3911.663949330611,1.0,457.64407150578916
degradation,0.5,100,100,1.0,1,1.0,0.24,19,1000,392173.8276383332,3921.738276383332,1.0,449.8933771247141
degradation,0.5,100,100,1.0,1,1.0,0.24,20,1000,391855.41032740555,3918.5541032740557,1.0,524.6746444444778
degradation,0.5,100,100,1.0,1,1.0,0.24,21,1000,394540.3063812667,3945.403063812667,1.0,525.2310336124381
degradation,0.5,100,100,1.0,1,1.0,0.24,22,1000,392148.4097755052,3921.484097755052,1.0,511.6862073629787
degradation,0.5,100,100,1.0,1,1.0,0.24,23,1000,391087.83400382276,3910.8783400382276,1.0,504.36002949077476
degradation,0.5,100,100,1.0,1,1.0,0.24,24,1000,390904.5873734369,3909.045873734369,1.0,488.05090910295206
degradation,0.5,100,100,1.0,1,1.0,0.24,25,1000,391475.1955047842,3914.751955047842,1.0,494.8581561879713
degradation,0.5,100,100,1.0,1,1.0,0.24,26,1000,394276.3531715046,3942.763531715046,1.0,484.626452639229
degradation,0.5,100,100,1.0,1,1.0,0.24,27,1000,393168.52680501284,3931.6852680501283,1.0,490.40062673936336
degradation,0.5,100,100,1.0,1,1.0,0.24,28,1000,395025.55525094084,3950.2555525094085,1.0,508.93564496549914
degradation,0.5,100,100,1.0,1,1.0,0.24,29,1000,391176.8818127089,3911.768818127089,1.0,513.8440728119967
degradation,0.5,100,100,1.0,1,1.0,0.24,30,1000,390636.4831426149,3906.364831426149,1.0,507.50479456064966
degradation,0.5,100,100,1.0,1,1.0,0.24,31,1000,392635.60370999144,3926.3560370999144,1.0,474.63054638721513
degradation,0.5,100,100,1.0,1,1.0,0.24,32,1000,392478.6147713107,3924.786147713107,1.0,469.5203643225759
degradation,0.5,100,100,1.0,1,1.0,0.24,33,1000,393975.2436795223,3939.752436795223,1.0,516.4421503272015
degradation,0.5,100,100,1.0,1,1.0,0.24,34,1000,392712.46132770315,3927.1246132770316,1.0,466.4303322910293
degradation,0.5,100,100,1.0,1,1.0,0.24,35,1000,392236.478113874,3922.36478113874,1.0,515.830879122185
degradation,0.5,100,100,1.0,1,1.0,0.24,36,1000,394067.27898178087,3940.6727898178087,1.0,485.58655642999133
degradation,0.5,100,100,1.0,1,1.0,0.24,37,1000,391191.2422878585,3911.912422878585,1.0,495.07952768583743
degradation,0.5,100,100,1.0,1,1.0,0.24,38,1000,391325.11700435687,3913.251170043569,1.0,480.4652083980479
degradation,0.5,100,100,1.0,1,1.0,0.24,39,1000,394315.53457175614,3943.1553457175614,1.0,534.7218877008711
degradation,0.5,100,100,1.0,1,1.0,0.24,40,1000,394098.6458257705,3940.986458257705,1.0,576.7616138778974
