n_agents,n_arms,agent_to_arm_ratio,std,collision_policy,epsilon,seed,steps,group_total_reward,mean_agent_reward,collision_rate,reward_inequality
1,3,0.3333333333333333,1.0,zero_on_collision,0.01,34,1000,1614.99848183124,1614.99848183124,0.0,0.0
1,3,0.3333333333333333,1.0,zero_on_collision,0.01,35,1000,1955.8123311880454,1955.8123311880454,0.0,0.0
1,3,0.3333333333333333,1.0,zero_on_collision,0.01,36,1000,1695.6494584412246,1695.6494584412246,0.0,0.0
1,3,0.3333333333333333,1.0,zero_on_collision,0.01,37,1000,1974.344898047083,1974.344898047083,0.0,0.0
1,3,0.3333333333333333,1.0,zero_on_collision,0.01,38,1000,1433.8829831515125,1433.8829831515125,0.0,0.0
1,3,0.3333333333333333,1.0,zero_on_collision,0.01,39,1000,2019.2576591488896,2019.2576591488896,0.0,0.0
1,3,0.3333333333333333,1.0,zero_on_collision,0.01,40,1000,1997.532467166598,1997.532467166598,0.0,0.0
1,3,0.3333333333333333,1.0,zero_on_collision,0.01,41,1000,1631.202528513317,1631.202528513317,0.0,0.0
1,3,0.3333333333333333,1.0,zero_on_collision,0.01,42,1000,1045.7906439518133,1045.7906439518133,0.0,0.0
1,3,0.3333333333333333,1.0,zero_on_collision,0.01,43,1000,1668.7335625243975,1668.7335625243975,0.0,0.0
1,3,0.3333333333333333,1.0,zero_on_collision,0.01,44,1000,1520.8744169016054,1520.8744169016054,0.0,0.0
1,3,0.3333333333333333,1.0,zero_on_collision,0.01,45,1000,1718.504382345603,1718.504382345603,0.0,0.0
1,3,0.3333333333333333,1.0,zero_on_collision,0.01,46,1000,1989.429842265394,1989.429842265394,0.0,0.0
1,3,0.3333333333333333,1.0,zero_on_collision,0.01,47,1000,1631.8905434556896,1631.8905434556896,0.0,0.0
1,3,0.3333333333333333,1.0,zero_on_collision,0.01,48,1000,1352.9337896538234,1352.9337896538234,0.0,0.0
1,3,0.3333333333333333,1.0,zero_on_collision,0.01,49,1000,1177.7407224745355,1177.7407224745355,0.0,0.0
1,3,0.3333333333333333,1.0,zero_on_collision,0.05,0,1000,1997.7258043727834,1997.7258043727834,0.0,0.0
1,3,0.3333333333333333,1.0,zero_on_collision,0.05,1,1000,1579.0301963077063,1579.0301963077063,0.0,0.0
1,3,0.3333333333333333,1.0,zero_on_collision,0.05,2,1000,1888.104909098375,1888.104909098375,0.0,0.0
1,3,0.3333333333333333,1.0,zero_on_collision,0.05,3,1000,1490.9232776440178,1490.9232776440178,0.0,0.0
1,3,0.3333333333333333,1.0,zero_on_collision,0.05,4,1000,1939.0728663892444,1939.0728663892444,0.0,0.0
1,3,0.3333333333333333,1.0,zero_on_collision,0.05,5,1000,1880.9628801632416,1880.9628801632416,0.0,0.0
1,3,0.3333333333333333,1.0,zero_on_collision,0.05,6,1000,1862.3701965506339,1862.3701965506339,0.0,0.0
1,3,0.3333333333333333,1.0,zero_on_collision,0.05,7,1000,1953.371214584387,1953.371214584387,0.0,0.0
1,3,0.3333333333333333,1.0,zero_on_collision,0.05,8,1000,1948.850574169933,1948.850574169933,0.0,0.0
1,3,0.3333333333333333,1.0,zero_on_collision,0.05,9,1000,1902.989810038513,1902.989810038513,0.0,0.0
1,3,0.3333333333333333,1.0,zero_on_collision,0.05,10,1000,1819.043548498598,1819.043548498598,0.0,0.0
1,3,0.3333333333333333,1.0,zero_on_collision,0.05,11,1000,1962.4753299690385,1962.4753299690385,0.0,0.0
1,3,0.3333333333333333,1.0,zero_on_collision,0.05,12,1000,1841.3278241988608,1841.3278241988608,0.0,0.0
1,3,0.3333333333333333,1.0,zero_on_collision,0.05,13,1000,1974.4476188106883,1974.4476188106883,0.0,0.0
1,3,0.3333333333333333,1.0,zero_on_collision,0.05,14,1000,1935.776977541278,1935.776977541278,0.0,0.0
1,3,0.3333333333333333,1.0,zero_on_collision,0.05,15,1000,1888.5933478623194,1888.5933478623194,0.0,0.0
1,3,0.3333333333333333,1.0,zero_on_collision,0.05,16,1000,1940.9317085404816,1940.9317085404816,0.0,0.0
1,3,0.3333333333333333,1.0,zero_on_collision,0.05,17,1000,1967.4860779221176,1967.4860779221176,0.0,0.0
1,3,0.3333333333333333,1.0,zero_on_collision,0.05,18,1000,1893.9383877237722,1893.9383877237722,0.0,0.0
1,3,0.3333333333333333,1.0,zero_on_collision,0.05,19,1000,1888.8795798287895,1888.8795798287895,0.0,0.0
1,3,0.3333333333333333,1.0,zero_on_collision,0.05,20,1000,1983.4452830525995,1983.4452830525995,0.0,0.0
1,3,0.3333333333333333,1.0,zero_on_collision,0.05,21,1000,1841.1130629037848,1841.1130629037848,0.0,0.0
1,3,0.3333333333333333,1.0,zero_on_collision,0.05,22,1000,1968.0135866579037,1968.0135866579037,0.0,0.0
1,3,0.3333333333333333,1.0,zero_on_collision,0.05,23,1000,1992.1234369743709,1992.1234369743709,0.0,0.0
1,3,0.3333333333333333,1.0,zero_on_collision,0.05,24,1000,1795.6127330138427,1795.6127330138427,0.0,0.0
1,3,0.3333333333333333,1.0,zero_on_collision,0.05,25,1000,1926.22712598337,1926.22712598337,0.0,0.0
1,3,0.3333333333333333,1.0,zero_on_collision,0.05,26,1000,1789.0659338456162,1789.0659338456162,0.0,0.0
1,3,0.3333333333333333,1.0,zero_on_collision,0.05,27,1000,1946.2717469302197,1946.2717469302197,0.0,0.0
1,3,0.3333333333333333,1.0,zero_on_collision,0.05,28,1000,1891.1169931166994,1891.1169931166994,0.0,0.0
1,3,0.3333333333333333,1.0,zero_on_collision,0.05,29,1000,1937.2269527235705,1937.2269527235705,0.0,0.0
1,3,0.3333333333333333,1.0,zero_on_collision,0.05,30,1000,1920.655096231414,1920.655096231414,0.0,0.0
1,3,0.3333333333333333,1.0,zero_on_collision,0.05,31,1000,1791.9920627977738,1791.9920627977738,0.0,0.0
1,3,0.3333333333333333,1.0,zero_on_collision,0.05,32,1000,1987.0034536854032,1987.0034536854032,0.0,0.0
1,3,0.3333333333333333,1.0,zero_on_collision,0.05,33,1000,2025.359358765955,2025.359358765955,0.0,0.0
1,3,0.3333333333333333,1.0,zero_on_collision,0.05,34,1000,1958.5008603283134,1958.5008603283134,0.0,0.0
1,3,0.3333333333333333,1.0,zero_on_collision,0.05,35,1000,2000.2047611936644,2000.2047611936644,0.0,0.0
1,3,0.3333333333333333,1.0,zero_on_collision,0.05,36,1000,1872.569571788974,1872.569571788974,0.0,0.0
1,3,0.3333333333333333,1.0,zero_on_collision,0.05,37,1000,2030.5522566821073,2030.5522566821073,0.0,0.0
1,3,0.3333333333333333,1.0,zero_on_collision,0.05,38,1000,1874.4182946898159,1874.4182946898159,0.0,0.0
1,3,0.3333333333333333,1.0,zero_on_collision,0.05,39,1000,1985.0021621439478,1985.0021621439478,0.0,0.0
1,3,0.3333333333333333,1.0,zero_on_collision,0.05,40,1000,1933.8681837359672,1933.8681837359672,0.0,0.0
1,3,0.3333333333333333,1.0,zero_on_collision,0.05,41,1000,1913.3068451330541,1913.3068451330541,0.0,0.0
1,3,0.3333333333333333,1.0,zero_on_collision,0.05,42,1000,1904.094916683262,1904.094916683262,0.0,0.0
1,3,0.3333333333333333,1.0,zero_on_collision,0.05,43,1000,1931.8311526585574,1931.8311526585574,0.0,0.0
1,3,0.3333333333333333,1.0,zero_on_collision,0.05,44,1000,1940.6368445308956,1940.6368445308956,0.0,0.0
1,3,0.3333333333333333,1.0,zero_on_collision,0.05,45,1000,2026.9325053032505,2026.9325053032505,0.0,0.0
1,3,0.3333333333333333,1.0,zero_on_collision,0.05,46,1000,1960.8502996143397,1960.8502996143397,0.0,0.0
1,3,0.3333333333333333,1.0,zero_on_collision,0.05,47,1000,1922.847246693276,1922.847246693276,0.0,0.0
1,3,0.3333333333333333,1.0,zero_on_collision,0.05,48,1000,1867.448627851326,1867.448627851326,0.0,0.0
1,3,0.3333333333333333,1.0,zero_on_collision,0.05,49,1000,1863.6980420016957,1863.6980420016957,0.0,0.0
1,3,0.3333333333333333,1.0,zero_on_collision,0.1,0,1000,1950.9462688291503,1950.9462688291503,0.0,0.0
1,3,0.3333333333333333,1.0,zero_on_collision,0.1,1,1000,1926.3927432210398,1926.3927432210398,0.0,0.0
1,3,0.3333333333333333,1.0,zero_on_collision,0.1,2,1000,1849.5458249791254,1849.5458249791254,0.0,0.0
1,3,0.3333333333333333,1.0,zero_on_collision,0.1,3,1000,1898.4192025564826,1898.4192025564826,0.0,0.0
1,3,0.3333333333333333,1.0,zero_on_collision,0.1,4,1000,1950.1644819042808,1950.1644819042808,0.0,0.0
1,3,0.3333333333333333,1.0,zero_on_collision,0.1,5,1000,1917.8646761779733,1917.8646761779733,0.0,0.0
1,3,0.3333333333333333,1.0,zero_on_collision,0.1,6,1000,1908.2524198464225,1908.2524198464225,0.0,0.0
1,3,0.3333333333333333,1.0,zero_on_collision,0.1,7,1000,2008.2965023539123,2008.2965023539123,0.0,0.0
1,3,0.3333333333333333,1.0,zero_on_collision,0.1,8,1000,1914.3671158262798,1914.3671158262798,0.0,0.0
1,3,0.3333333333333333,1.0,zero_on_collision,0.1,9,1000,1958.478121694122,1958.478121694122,0.0,0.0
1,3,0.3333333333333333,1.0,zero_on_collision,0.1,10,1000,1948.869223151843,1948.869223151843,0.0,0.0
1,3,0.3333333333333333,1.0,zero_on_collision,0.1,11,1000,1968.781698764393,1968.781698764393,0.0,0.0
1,3,0.3333333333333333,1.0,zero_on_collision,0.1,12,1000,1894.3328137451622,1894.3328137451622,0.0,0.0
1,3,0.3333333333333333,1.0,zero_on_collision,0.1,13,1000,1935.7094958026432,1935.7094958026432,0.0,0.0
1,3,0.3333333333333333,1.0,zero_on_collision,0.1,14,1000,1910.8510543251869,1910.8510543251869,0.0,0.0
1,3,0.3333333333333333,1.0,zero_on_collision,0.1,15,1000,1951.5916862422496,1951.5916862422496,0.0,0.0
1,3,0.3333333333333333,1.0,zero_on_collision,0.1,16,1000,1938.9817530421988,1938.9817530421988,0.0,0.0
1,3,0.3333333333333333,1.0,zero_on_collision,0.1,17,1000,1921.608749285176,1921.608749285176,0.0,0.0
1,3,0.3333333333333333,1.0,zero_on_collision,0.1,18,1000,1843.2601107025375,1843.2601107025375,0.0,0.0
1,3,0.3333333333333333,1.0,zero_on_collision,0.1,19,1000,1953.299611728731,1953.299611728731,0.0,0.0
1,3,0.3333333333333333,1.0,zero_on_collision,0.1,20,1000,1926.7790588276782,1926.7790588276782,0.0,0.0
1,3,0.3333333333333333,1.0,zero_on_collision,0.1,21,1000,1849.0192061128569,1849.0192061128569,0.0,0.0
1,3,0.3333333333333333,1.0,zero_on_collision,0.1,22,1000,1949.3284453720169,1949.3284453720169,0.0,0.0
1,3,0.3333333333333333,1.0,zero_on_collision,0.1,23,1000,1977.5109638565316,1977.5109638565316,0.0,0.0
1,3,0.3333333333333333,1.0,zero_on_collision,0.1,24,1000,1954.330085868728,1954.330085868728,0.0,0.0
1,3,0.3333333333333333,1.0,zero_on_collision,0.1,25,1000,1948.8841591887149,1948.8841591887149,0.0,0.0
1,3,0.3333333333333333,1.0,zero_on_collision,0.1,26,1000,1932.7560329562348,1932.7560329562348,0.0,0.0
1,3,0.3333333333333333,1.0,zero_on_collision,0.1,27,1000,1903.215987680223,1903.215987680223,0.0,0.0
1,3,0.3333333333333333,1.0,zero_on_collision,0.1,28,1000,1800.9371286811631,1800.9371286811631,0.0,0.0
1,3,0.3333333333333333,1.0,zero_on_collision,0.1,29,1000,1863.9166909462624,1863.9166909462624,0.0,0.0
1,3,0.3333333333333333,1.0,zero_on_collision,0.1,30,1000,1922.9682016734441,1922.9682016734441,0.0,0.0
1,3,0.3333333333333333,1.0,zero_on_collision,0.1,31,1000,1971.6039013106201,1971.6039013106201,0.0,0.0
1,3,0.3333333333333333,1.0,zero_on_collision,0.1,32,1000,1951.194293219639,1951.194293219639,0.0,0.0
1,3,0.3333333333333333,1.0,zero_on_collision,0.1,33,1000,1990.139080454765,1990.139080454765,0.0,0.0
1,3,0.3333333333333333,1.0,zero_on_collision,0.1,34,1000,1874.573703155655,1874.573703155655,0.0,0.0
1,3,0.3333333333333333,1.0,zero_on_collision,0.1,35,1000,1975.272070986371,1975.272070986371,0.0,0.0
1,3,0.3333333333333333,1.0,zero_on_collision,0.1,36,1000,1929.664684072257,1929.664684072257,0.0,0.0
1,3,0.3333333333333333,1.0,zero_on_collision,0.1,37,1000,1798.7803600829134,1798.7803600829134,0.0,0.0
1,3,0.3333333333333333,1.0,zero_on_collision,0.1,38,1000,1963.1727533428746,1963.1727533428746,0.0,0.0
1,3,0.3333333333333333,1.0,zero_on_collision,0.1,39,1000,1945.6623406000358,1945.6623406000358,0.0,0.0
1,3,0.3333333333333333,1.0,zero_on_collision,0.1,40,1000,1891.3612955177543,1891.3612955177543,0.0,0.0
1,3,0.3333333333333333,1.0,zero_on_collision,0.1,41,1000,1918.5033594127055,1918.5033594127055,0.0,0.0
1,3,0.3333333333333333,1.0,zero_on_collision,0.1,42,1000,1897.8686358598472,1897.8686358598472,0.0,0.0
1,3,0.3333333333333333,1.0,zero_on_collision,0.1,43,1000,1939.7328585866976,1939.7328585866976,0.0,0.0
1,3,0.3333333333333333,1.0,zero_on_collision,0.1,44,1000,1946.677284117043,1946.677284117043,0.0,0.0
1,3,0.3333333333333333,1.0,zero_on_collision,0.1,45,1000,1957.5705175172113,1957.5705175172113,0.0,0.0
1,3,0.3333333333333333,1.0,zero_on_collision,0.1,46,1000,1874.8901264792128,1874.8901264792128,0.0,0.0
1,3,0.3333333333333333,1.0,zero_on_collision,0.1,47,1000,1930.7085637233527,1930.7085637233527,0.0,0.0
1,3,0.3333333333333333,1.0,zero_on_collision,0.1,48,1000,1878.350963414268,1878.350963414268,0.0,0.0
1,3,0.3333333333333333,1.0,zero_on_collision,0.1,49,1000,1961.8291006343304,1961.8291006343304,0.0,0.0
1,3,0.3333333333333333,1.0,zero_on_collision,0.2,0,1000,1904.3393368689447,1904.3393368689447,0.0,0.0
1,3,0.3333333333333333,1.0,zero_on_collision,0.2,1,1000,1790.521148917693,1790.521148917693,0.0,0.0
1,3,0.3333333333333333,1.0,zero_on_collision,0.2,2,1000,1867.213934764703,1867.213934764703,0.0,0.0
1,3,0.3333333333333333,1.0,zero_on_collision,0.2,3,1000,1922.8134786955438,1922.8134786955438,0.0,0.0
1,3,0.3333333333333333,1.0,zero_on_collision,0.2,4,1000,1785.9127540608533,1785.9127540608533,0.0,0.0
1,3,0.3333333333333333,1.0,zero_on_collision,0.2,5,1000,1874.102083316288,1874.102083316288,0.0,0.0
1,3,0.3333333333333333,1.0,zero_on_collision,0.2,6,1000,1847.9358948352005,1847.9358948352005,0.0,0.0
1,3,0.3333333333333333,1.0,zero_on_collision,0.2,7,1000,1882.993230464841,1882.993230464841,0.0,0.0
1,3,0.3333333333333333,1.0,zero_on_collision,0.2,8,1000,1885.4538922629479,1885.4538922629479,0.0,0.0
1,3,0.3333333333333333,1.0,zero_on_collision,0.2,9,1000,1906.5737822528727,1906.5737822528727,0.0,0.0
1,3,0.3333333333333333,1.0,zero_on_collision,0.2,10,1000,1823.4147560854728,1823.4147560854728,0.0,0.0
1,3,0.3333333333333333,1.0,zero_on_collision,0.2,11,1000,1898.6658053363885,1898.6658053363885,0.0,0.0
1,3,0.3333333333333333,1.0,zero_on_collision,0.2,12,1000,1827.0426864103706,1827.0426864103706,0.0,0.0
1,3,0.3333333333333333,1.0,zero_on_collision,0.2,13,1000,1834.168981878624,1834.168981878624,0.0,0.0
1,3,0.3333333333333333,1.0,zero_on_collision,0.2,14,1000,1941.6765214787258,1941.6765214787258,0.0,0.0
1,3,0.3333333333333333,1.0,zero_on_collision,0.2,15,1000,1930.8401412171836,1930.8401412171836,0.0,0.0
1,3,0.3333333333333333,1.0,zero_on_collision,0.2,16,1000,1926.3457467806923,1926.3457467806923,0.0,0.0
1,3,0.3333333333333333,1.0,zero_on_collision,0.2,17,1000,1853.8053052960013,1853.8053052960013,0.0,0.0
1,3,0.3333333333333333,1.0,zero_on_collision,0.2,18,1000,1893.1884919023043,1893.1884919023043,0.0,0.0
1,3,0.3333333333333333,1.0,zero_on_collision,0.2,19,1000,1887.0943166307593,1887.0943166307593,0.0,0.0
1,3,0.3333333333333333,1.0,zero_on_collision,0.2,20,1000,1923.0887661091003,1923.0887661091003,0.0,0.0
1,3,0.3333333333333333,1.0,zero_on_collision,0.2,21,1000,1875.7510403612632,1875.7510403612632,0.0,0.0
1,3,0.3333333333333333,1.0,zero_on_collision,0.2,22,1000,1916.0532168493307,1916.0532168493307,0.0,0.0
1,3,0.3333333333333333,1.0,zero_on_collision,0.2,23,1000,1848.1331277788508,1848.1331277788508,0.0,0.0
1,3,0.3333333333333333,1.0,zero_on_collision,0.2,24,1000,1846.6687275832232,1846.6687275832232,0.0,0.0
1,3,0.3333333333333333,1.0,zero_on_collision,0.2,25,1000,1901.755289652078,1901.755289652078,0.0,0.0
1,3,0.3333333333333333,1.0,zero_on_collision,0.2,26,1000,1879.0049476918741,1879.0049476918741,0.0,0.0
1,3,0.3333333333333333,1.0,zero_on_collision,0.2,27,1000,1877.4358503771596,1877.4358503771596,0.0,0.0
1,3,0.3333333333333333,1.0,zero_on_collision,0.2,28,1000,1887.3717096107107,1887.3717096107107,0.0,0.0
1,3,0.3333333333333333,1.0,zero_on_collision,0.2,29,1000,1953.9893301142151,1953.9893301142151,0.0,0.0
1,3,0.3333333333333333,1.0,zero_on_collision,0.2,30,1000,1863.559131891615,1863.559131891615,0.0,0.0
1,3,0.3333333333333333,1.0,zero_on_collision,0.2,31,1000,1890.7157144908742,1890.7157144908742,0.0,0.0
1,3,0.3333333333333333,1.0,zero_on_collision,0.2,32,1000,1879.56715749086,1879.56715749086,0.0,0.0
