n_agents,n_arms,std,epsilon,seed,steps,group_total_reward,mean_agent_reward,collision_rate,reward_inequality
3,3,1.0,0.3,28,1000,3578.2009509490854,1192.7336503163617,0.809,72.11608467647127
3,3,1.0,0.3,29,1000,3532.8748978382746,1177.6249659460916,0.863,90.27482879696667
3,3,1.0,0.3,30,1000,3469.2927865785523,1156.4309288595175,0.854,58.066201700861704
3,3,1.0,0.3,31,1000,3477.607919714829,1159.202639904943,0.818,99.8897191101033
3,3,1.0,0.3,32,1000,3550.8671482813033,1183.6223827604344,0.847,79.46866452786496
3,3,1.0,0.3,33,1000,3440.6276097374293,1146.8758699124764,0.837,86.79159369011298
3,3,1.0,0.3,34,1000,3496.5939682669423,1165.5313227556474,0.836,79.05123891538886
3,3,1.0,0.3,35,1000,3436.7788330329904,1145.5929443443301,0.865,41.767294623901215
3,3,1.0,0.3,36,1000,3469.3220471450977,1156.4406823816992,0.844,57.14907886747509
3,3,1.0,0.3,37,1000,3466.312734971384,1155.4375783237947,0.844,92.60639242904188
3,3,1.0,0.3,38,1000,3507.774415147394,1169.2581383824647,0.86,94.98000896189669
3,3,1.0,0.3,39,1000,3499.4088805850333,1166.4696268616779,0.848,63.51137542915483
3,3,1.0,0.3,40,1000,3376.750309641505,1125.5834365471683,0.87,61.492590921920886
3,3,1.0,0.3,41,1000,3395.2451369287855,1131.7483789762618,0.865,79.61446878412268
3,3,1.0,0.3,42,1000,3429.149658341185,1143.0498861137282,0.851,50.8937037580709
3,3,1.0,0.3,43,1000,3443.361023102335,1147.7870077007783,0.859,45.87104797248964
3,3,1.0,0.3,44,1000,3375.2594773590827,1125.0864924530276,0.833,44.850253793499064
3,3,1.0,0.3,45,1000,3443.7886950398647,1147.9295650132883,0.846,82.34333098273646
3,3,1.0,0.3,46,1000,3491.46734340932,1163.8224478031068,0.824,69.8479998604446
3,3,1.0,0.3,47,1000,3441.079311385804,1147.0264371286014,0.852,66.27052407713154
3,3,1.0,0.3,48,1000,3464.4351003479196,1154.8117001159733,0.856,56.577878003284795
3,3,1.0,0.3,49,1000,3427.5592743678426,1142.5197581226141,0.844,72.51588832663164
4,3,1.0,0.0,0,1000,2003.338687538401,500.83467188460025,1.0,0.0
4,3,1.0,0.0,1,1000,1964.4205434344117,491.1051358586029,1.0,0.0
4,3,1.0,0.0,2,1000,2055.58118301331,513.8952957533274,1.0,0.0
4,3,1.0,0.0,3,1000,983.4968157024254,245.87420392560634,1.0,0.0
4,3,1.0,0.0,4,1000,1017.6641361666002,254.41603404165005,1.0,0.0
4,3,1.0,0.0,5,1000,1963.3423017912137,490.8355754478034,1.0,0.0
4,3,1.0,0.0,6,1000,971.0728350570707,242.76820876426768,1.0,0.0
4,3,1.0,0.0,7,1000,1003.0507096484373,250.76267741210933,1.0,0.0
4,3,1.0,0.0,8,1000,1044.7927640010946,261.19819100027365,1.0,0.0
4,3,1.0,0.0,9,1000,974.5235377385786,243.63088443464466,1.0,0.0
4,3,1.0,0.0,10,1000,1002.0889007232228,250.5222251808057,1.0,0.0
4,3,1.0,0.0,11,1000,1997.6167337660593,499.4041834415148,1.0,0.0
4,3,1.0,0.0,12,1000,1014.3612420286646,253.59031050716615,1.0,0.0
4,3,1.0,0.0,13,1000,1026.2622475574049,256.5655618893512,1.0,0.0
4,3,1.0,0.0,14,1000,1031.0407930959668,257.7601982739917,1.0,0.0
4,3,1.0,0.0,15,1000,1047.1505410291377,261.7876352572844,1.0,0.0
4,3,1.0,0.0,16,1000,2040.8943493433635,510.2235873358409,1.0,0.0
4,3,1.0,0.0,17,1000,957.5543444601403,239.38858611503508,1.0,0.0
4,3,1.0,0.0,18,1000,1992.7570987710403,498.1892746927601,1.0,0.0
4,3,1.0,0.0,19,1000,1987.9384218306539,496.98460545766346,1.0,0.0
4,3,1.0,0.0,20,1000,995.0455401914734,248.76138504786834,1.0,0.0
4,3,1.0,0.0,21,1000,978.0494527777809,244.51236319444521,1.0,0.0
4,3,1.0,0.0,22,1000,967.3396575050562,241.83491437626404,1.0,0.0
4,3,1.0,0.0,23,1000,1047.7759994410098,261.94399986025246,1.0,0.0
4,3,1.0,0.0,24,1000,983.6559622281321,245.91399055703303,1.0,0.0
4,3,1.0,0.0,25,1000,994.0072717158345,248.50181792895862,1.0,0.0
4,3,1.0,0.0,26,1000,1015.6061038179927,253.90152595449817,1.0,0.0
4,3,1.0,0.0,27,1000,1016.4253845249234,254.10634613123085,1.0,0.0
4,3,1.0,0.0,28,1000,1006.7982355751657,251.69955889379142,1.0,0.0
4,3,1.0,0.0,29,1000,1010.3206225603699,252.58015564009247,1.0,0.0
4,3,1.0,0.0,30,1000,1062.612453506249,265.65311337656226,1.0,0.0
4,3,1.0,0.0,31,1000,965.8466632159685,241.46166580399213,1.0,0.0
4,3,1.0,0.0,32,1000,2019.9800361311918,504.99500903279795,1.0,0.0
4,3,1.0,0.0,33,1000,1974.9834582195915,493.7458645548979,1.0,0.0
4,3,1.0,0.0,34,1000,994.620422890741,248.65510572268525,1.0,0.0
4,3,1.0,0.0,35,1000,974.1797078461723,243.54492696154307,1.0,0.0
4,3,1.0,0.0,36,1000,1001.2777562620162,250.31943906550404,1.0,0.0
4,3,1.0,0.0,37,1000,1002.521141797279,250.63028544931976,1.0,0.0
4,3,1.0,0.0,38,1000,999.1273140180365,249.78182850450912,1.0,0.0
4,3,1.0,0.0,39,1000,2025.957708296327,506.48942707408173,1.0,0.0
4,3,1.0,0.0,40,1000,1060.4168790679678,265.10421976699195,1.0,0.0
4,3,1.0,0.0,41,1000,2014.1962582987162,503.54906457467905,1.0,0.0
4,3,1.0,0.0,42,1000,1037.066014013884,259.266503503471,1.0,0.0
4,3,1.0,0.0,43,1000,1997.8430196193758,499.46075490484395,1.0,0.0
4,3,1.0,0.0,44,1000,981.1040347476393,245.27600868690982,1.0,0.0
4,3,1.0,0.0,45,1000,978.1393125416716,244.5348281354179,1.0,0.0
4,3,1.0,0.0,46,1000,1029.2281760173325,257.30704400433314,1.0,0.0
4,3,1.0,0.0,47,1000,1026.0812829130018,256.52032072825045,1.0,0.0
4,3,1.0,0.0,48,1000,937.7936627412065,234.44841568530163,1.0,0.0
4,3,1.0,0.0,49,1000,983.6622165062211,245.91555412655526,1.0,0.0
4,3,1.0,0.01,0,1000,3496.699937819567,874.1749844548917,1.0,123.06382809771262
4,3,1.0,0.01,1,1000,3427.0794947403347,856.7698736850837,1.0,245.81099815947988
4,3,1.0,0.01,2,1000,4041.475835440718,1010.3689588601795,1.0,210.46395222781786
4,3,1.0,0.01,3,1000,3369.57753625686,842.394384064215,1.0,139.01157365992944
4,3,1.0,0.01,4,1000,3630.398128765623,907.5995321914057,1.0,285.5849594452949
4,3,1.0,0.01,5,1000,3462.293677880066,865.5734194700165,1.0,107.40640886547088
4,3,1.0,0.01,6,1000,3875.8852182754263,968.9713045688566,1.0,143.3109364153459
4,3,1.0,0.01,7,1000,4322.210903771932,1080.552725942983,1.0,155.26714424005863
4,3,1.0,0.01,8,1000,3472.878290822432,868.219572705608,1.0,138.6638735207562
4,3,1.0,0.01,9,1000,3343.8741592475358,835.9685398118839,1.0,84.56532569306721
4,3,1.0,0.01,10,1000,4174.314402249866,1043.5786005624666,1.0,282.05277189169834
4,3,1.0,0.01,11,1000,3756.927675201169,939.2319188002923,1.0,87.42183116168408
4,3,1.0,0.01,12,1000,4325.081236850613,1081.2703092126533,1.0,177.29360502302947
4,3,1.0,0.01,13,1000,4407.886638279526,1101.9716595698815,1.0,182.65859011184344
4,3,1.0,0.01,14,1000,4339.146450794844,1084.786612698711,1.0,212.25315909924583
4,3,1.0,0.01,15,1000,3877.592661909996,969.398165477499,1.0,102.22708252538165
4,3,1.0,0.01,16,1000,3391.5176078940435,847.8794019735109,1.0,296.7507010855283
4,3,1.0,0.01,17,1000,4212.510648038947,1053.1276620097367,1.0,151.60002985049
4,3,1.0,0.01,18,1000,3421.8718569349776,855.4679642337444,1.0,287.0069436264717
4,3,1.0,0.01,19,1000,4203.840145929564,1050.960036482391,1.0,155.68308235494456
4,3,1.0,0.01,20,1000,4277.986150160806,1069.4965375402014,1.0,178.65627759066442
4,3,1.0,0.01,21,1000,4392.3705405667515,1098.0926351416879,1.0,204.99611814850834
4,3,1.0,0.01,22,1000,3838.6135302090242,959.6533825522561,1.0,288.79872126808397
4,3,1.0,0.01,23,1000,4221.304369922566,1055.3260924806416,1.0,178.49986191062692
4,3,1.0,0.01,24,1000,3114.2576126853987,778.5644031713497,1.0,68.05753338518365
4,3,1.0,0.01,25,1000,3349.9032775543656,837.4758193885914,1.0,190.4530949193289
4,3,1.0,0.01,26,1000,4213.943452590286,1053.4858631475715,1.0,223.8912590307119
4,3,1.0,0.01,27,1000,4065.686757831463,1016.4216894578658,1.0,159.8268074168347
4,3,1.0,0.01,28,1000,4294.040285964397,1073.5100714910993,1.0,179.9051738451992
4,3,1.0,0.01,29,1000,4278.145883855677,1069.5364709639193,1.0,473.0343400007617
4,3,1.0,0.01,30,1000,3893.272676388813,973.3181690972033,1.0,157.41301865951448
4,3,1.0,0.01,31,1000,3075.1956546583515,768.7989136645879,1.0,146.17351302659316
4,3,1.0,0.01,32,1000,4504.4440270915475,1126.1110067728869,1.0,203.604417037889
4,3,1.0,0.01,33,1000,3697.153789112013,924.2884472780032,1.0,152.53034274288407
4,3,1.0,0.01,34,1000,3980.824235199998,995.2060587999995,1.0,149.36741061818725
4,3,1.0,0.01,35,1000,3618.2486173626085,904.5621543406521,1.0,207.44771351935094
4,3,1.0,0.01,36,1000,3422.3871491180453,855.5967872795113,1.0,105.57122526496656
4,3,1.0,0.01,37,1000,4403.249261488802,1100.8123153722006,1.0,182.33504487584355
4,3,1.0,0.01,38,1000,4125.68659590371,1031.4216489759276,1.0,175.46325061892594
4,3,1.0,0.01,39,1000,4222.7901763536365,1055.6975440884091,1.0,214.93106154309132
4,3,1.0,0.01,40,1000,3951.2234979707296,987.8058744926824,1.0,235.4784145747902
4,3,1.0,0.01,41,1000,4010.108643394921,1002.5271608487302,1.0,212.79832682804758
4,3,1.0,0.01,42,1000,4349.257998393656,1087.314499598414,1.0,189.48558618637543
4,3,1.0,0.01,43,1000,3367.0181056683246,841.7545264170811,1.0,102.02860347413497
4,3,1.0,0.01,44,1000,4281.910701221508,1070.477675305377,1.0,158.46010433203153
4,3,1.0,0.01,45,1000,4116.144960414616,1029.036240103654,1.0,183.95964991479474
4,3,1.0,0.01,46,1000,3676.705030880683,919.1762577201707,1.0,164.90213884896872
4,3,1.0,0.01,47,1000,3175.4168435530273,793.8542108882568,1.0,258.5537625360624
4,3,1.0,0.01,48,1000,4000.027734692843,1000.0069336732107,1.0,385.17697985048125
4,3,1.0,0.01,49,1000,4206.96894249963,1051.7422356249076,1.0,184.9450086272565
4,3,1.0,0.05,0,1000,4364.669266143059,1091.1673165357647,1.0,163.82713863897686
4,3,1.0,0.05,1,1000,4416.412363734822,1104.1030909337055,1.0,185.23977885711085
4,3,1.0,0.05,2,1000,3651.7802614785464,912.9450653696366,1.0,88.70215308642716
4,3,1.0,0.05,3,1000,4363.300148317855,1090.8250370794638,1.0,164.95932804280946
4,3,1.0,0.05,4,1000,3543.1800572232087,885.7950143058022,1.0,130.48903994838363
4,3,1.0,0.05,5,1000,3527.552789299074,881.8881973247685,1.0,132.21362149123348
4,3,1.0,0.05,6,1000,4336.327764096063,1084.0819410240158,1.0,184.47820556089818
4,3,1.0,0.05,7,1000,4353.937870564801,1088.4844676412004,1.0,173.3039671773089
4,3,1.0,0.05,8,1000,4150.807874070713,1037.7019685176783,1.0,214.07371492271815
4,3,1.0,0.05,9,1000,4316.640101122513,1079.1600252806284,1.0,171.51660122518885
4,3,1.0,0.05,10,1000,4395.514911667315,1098.8787279168287,1.0,196.6219771126841
4,3,1.0,0.05,11,1000,4339.363545682369,1084.8408864205921,1.0,183.05449638218371
4,3,1.0,0.05,12,1000,4348.8639666182335,1087.2159916545584,1.0,170.53853944400728
4,3,1.0,0.05,13,1000,4385.2504315534425,1096.3126078883606,1.0,165.68936308705443
4,3,1.0,0.05,14,1000,3544.0488599017935,886.0122149754484,1.0,92.95190200422319
4,3,1.0,0.05,15,1000,4390.939979643828,1097.734994910957,1.0,181.5159911745607
4,3,1.0,0.05,16,1000,4458.612118867391,1114.6530297168476,1.0,176.78461052705774
4,3,1.0,0.05,17,1000,4476.1560706871305,1119.0390176717826,1.0,188.35988583232756
4,3,1.0,0.05,18,1000,4115.9743794582255,1028.9935948645564,1.0,112.25724668564665
4,3,1.0,0.05,19,1000,4165.916508931019,1041.4791272327548,1.0,322.9169539312103
4,3,1.0,0.05,20,1000,4390.622963820342,1097.6557409550855,1.0,193.97343976941013
4,3,1.0,0.05,21,1000,3508.6371622996267,877.1592905749067,1.0,123.02355835869486
4,3,1.0,0.05,22,1000,4399.232956864748,1099.808239216187,1.0,209.1751258284541
4,3,1.0,0.05,23,1000,4315.49362507576,1078.87340626894,1.0,164.52032995479007
4,3,1.0,0.05,24,1000,3498.998646290493,874.7496615726233,1.0,104.45574180057116
4,3,1.0,0.05,25,1000,4262.189739387729,1065.5474348469322,1.0,103.81408205026078
4,3,1.0,0.05,26,1000,4344.307230961462,1086.0768077403654,1.0,179.96724421076624
4,3,1.0,0.05,27,1000,3585.1697150959403,896.2924287739851,1.0,112.96156233382298
4,3,1.0,0.05,28,1000,3544.411298303902,886.1028245759755,1.0,111.79078063095237
4,3,1.0,0.05,29,1000,3545.3735824406876,886.3433956101719,1.0,124.5610554511041
4,3,1.0,0.05,30,1000,4476.229462497491,1119.0573656243728,1.0,212.32665125915986
4,3,1.0,0.05,31,1000,3544.8304088228188,886.2076022057047,1.0,166.08050210044175
4,3,1.0,0.05,32,1000,4385.347100796894,1096.3367751992234,1.0,331.76179319843476
4,3,1.0,0.05,33,1000,4022.6062388439714,1005.6515597109928,1.0,87.53135132887823
4,3,1.0,0.05,34,1000,3463.8285367491444,865.9571341872861,1.0,103.89728743952804
4,3,1.0,0.05,35,1000,4474.259872736738,1118.5649681841844,1.0,169.17110496101736
4,3,1.0,0.05,36,1000,4324.4343315182105,1081.1085828795526,1.0,195.212060615219
4,3,1.0,0.05,37,1000,4298.448884919385,1074.6122212298462,1.0,176.0867034472433
4,3,1.0,0.05,38,1000,3535.456120448158,883.8640301120395,1.0,124.63052719866167
4,3,1.0,0.05,39,1000,4374.523461876206,1093.6308654690515,1.0,199.20097009373308
4,3,1.0,0.05,40,1000,4308.011593709736,1077.002898427434,1.0,193.6649895863225
4,3,1.0,0.05,41,1000,4243.79216706395,1060.9480417659875,1.0,181.93054381780323
4,3,1.0,0.05,42,1000,4241.292997265976,1060.323249316494,1.0,154.12826553900388
4,3,1.0,0.05,43,1000,4137.256140245647,1034.3140350614117,1.0,177.0950003199261
4,3,1.0,0.05,44,1000,3896.0947753418027,974.0236938354507,1.0,72.19632638200747
4,3,1.0,0.05,45,1000,4308.211074543489,1077.0527686358723,1.0,172.09442287570718
4,3,1.0,0.05,46,1000,4277.0582465672305,1069.2645616418076,1.0,140.4048347727302
4,3,1.0,0.05,47,1000,4405.8971159518715,1101.4742789879679,1.0,165.67035913388017
4,3,1.0,0.05,48,1000,4204.491432986456,1051.122858246614,1.0,161.85984423022967
4,3,1.0,0.05,49,1000,4319.777534905665,1079.9443837264162,1.0,182.60565160759884
4,3,1.0,0.1,0,1000,4281.300154646305,1070.3250386615762,1.0,143.18798381726077
4,3,1.0,0.1,1,1000,4371.335079119674,1092.8337697799186,1.0,178.01080775088735
4,3,1.0,0.1,2,1000,4306.857977751697,1076.7144944379243,1.0,161.05250782994537
4,3,1.0,0.1,3,1000,3921.5231058410463,980.3807764602616,1.0,65.3392871116091
4,3,1.0,0.1,4,1000,4303.613061279425,1075.9032653198562,1.0,176.21973129887274
4,3,1.0,0.1,5,1000,4200.377219121696,1050.094304780424,1.0,152.1460164959806
4,3,1.0,0.1,6,1000,3686.300496540644,921.575124135161,1.0,102.83908978975067
4,3,1.0,0.1,7,1000,3704.144949525048,926.036237381262,1.0,96.54037270652454
4,3,1.0,0.1,8,1000,4266.63829358952,1066.65957339738,1.0,166.62890891154126
4,3,1.0,0.1,9,1000,3631.6692757243395,907.9173189310849,1.0,109.04801556358652
4,3,1.0,0.1,10,1000,4197.519712151695,1049.3799280379237,1.0,146.67762116974725
4,3,1.0,0.1,11,1000,4256.92702153973,1064.2317553849325,1.0,165.24995911837306
4,3,1.0,0.1,12,1000,4053.6602563629367,1013.4150640907342,1.0,98.49952978593755
4,3,1.0,0.1,13,1000,4297.300798873903,1074.3251997184757,1.0,186.24423548066514
4,3,1.0,0.1,14,1000,3675.5607513741106,918.8901878435277,1.0,78.36882283421491
4,3,1.0,0.1,15,1000,4325.477627255537,1081.3694068138843,1.0,164.70013089083346
4,3,1.0,0.1,16,1000,4341.336891145183,1085.3342227862956,1.0,157.82844044890103
4,3,1.0,0.1,17,1000,3634.7137562695925,908.6784390673981,1.0,79.82385939453022
4,3,1.0,0.1,18,1000,4024.8438657633283,1006.2109664408321,1.0,141.29602612611203
4,3,1.0,0.1,19,1000,4361.495085957518,1090.3737714893796,1.0,168.1106015994583
4,3,1.0,0.1,20,1000,3669.8251003988694,917.4562750997173,1.0,100.38152514808996
4,3,1.0,0.1,21,1000,3527.3725108626327,881.8431277156582,1.0,137.3880230758428
4,3,1.0,0.1,22,1000,4337.376421449332,1084.344105362333,1.0,180.35275174704935
4,3,1.0,0.1,23,1000,4317.606452151052,1079.401613037763,1.0,159.7971848874071
4,3,1.0,0.1,24,1000,4224.6492981814645,1056.1623245453661,1.0,139.5043406788067
4,3,1.0,0.1,25,1000,4333.290437327874,1083.3226093319686,1.0,143.81921737061634
4,3,1.0,0.1,26,1000,4310.404914409759,1077.6012286024397,1.0,162.81549657257867
4,3,1.0,0.1,27,1000,4317.416093175546,1079.3540232938865,1.0,144.38075009620292
4,3,1.0,0.1,28,1000,4332.309206537402,1083.0773016343505,1.0,169.98578089903873
4,3,1.0,0.1,29,1000,4188.434102750187,1047.1085256875467,1.0,160.24484548817858
4,3,1.0,0.1,30,1000,4346.471617062921,1086.6179042657302,1.0,166.24065301283142
4,3,1.0,0.1,31,1000,3570.0340505472323,892.5085126368081,1.0,142.78922345516511
4,3,1.0,0.1,32,1000,4401.510877818217,1100.3777194545542,1.0,182.80619009241673
4,3,1.0,0.1,33,1000,4348.392996419109,1087.0982491047773,1.0,169.0772045756739
4,3,1.0,0.1,34,1000,3860.000986524491,965.0002466311228,1.0,53.13397397312576
4,3,1.0,0.1,35,1000,4233.704504572328,1058.426126143082,1.0,215.9270757770974
4,3,1.0,0.1,36,1000,3987.179020014988,996.794755003747,1.0,193.54746362722088
4,3,1.0,0.1,37,1000,4304.570992245883,1076.1427480614707,1.0,148.3715294968427
4,3,1.0,0.1,38,1000,3822.0638297889495,955.5159574472374,1.0,84.10554128261538
4,3,1.0,0.1,39,1000,4270.451385948944,1067.612846487236,1.0,176.42442240822177
4,3,1.0,0.1,40,1000,4220.794900096094,1055.1987250240236,1.0,148.13310582839748
4,3,1.0,0.1,41,1000,4231.200622357955,1057.8001555894887,1.0,171.6457435155195
4,3,1.0,0.1,42,1000,4335.377249684712,1083.844312421178,1.0,138.0935805830308
4,3,1.0,0.1,43,1000,4324.863371434956,1081.215842858739,1.0,174.00380929019403
4,3,1.0,0.1,44,1000,4228.06686897627,1057.0167172440674,1.0,173.3808576552236
4,3,1.0,0.1,45,1000,4230.963905266361,1057.7409763165901,1.0,159.78131614672935
4,3,1.0,0.1,46,1000,4339.87537515133,1084.9688437878326,1.0,168.84647186352007
4,3,1.0,0.1,47,1000,4339.189030284895,1084.7972575712238,1.0,153.44880711135178
4,3,1.0,0.1,48,1000,3851.0200711308057,962.7550177827014,1.0,57.641401369487426
4,3,1.0,0.1,49,1000,4221.810267154548,1055.452566788637,1.0,162.87673045473528
4,3,1.0,0.2,0,1000,4063.72329631121,1015.9308240778025,1.0,108.4008391170681
4,3,1.0,0.2,1,1000,3862.9694089628747,965.7423522407187,1.0,52.04588296592333
4,3,1.0,0.2,2,1000,4012.9653727274085,1003.2413431818521,1.0,83.25612123272627
4,3,1.0,0.2,3,1000,3846.016748388812,961.504187097203,1.0,81.28548256554934
4,3,1.0,0.2,4,1000,4120.787819768256,1030.196954942064,1.0,140.97586418462467
4,3,1.0,0.2,5,1000,3658.822420377197,914.7056050942992,1.0,96.10306470118722
4,3,1.0,0.2,6,1000,3864.983476301155,966.2458690752887,1.0,182.93585100702498
4,3,1.0,0.2,7,1000,4192.228550946072,1048.057137736518,1.0,105.8945762556617
4,3,1.0,0.2,8,1000,4081.659503441033,1020.4148758602582,1.0,123.97634224235378
4,3,1.0,0.2,9,1000,3935.582539849167,983.8956349622918,1.0,83.06271685907359
4,3,1.0,0.2,10,1000,4130.761376362128,1032.690344090532,1.0,119.70805977799795
4,3,1.0,0.2,11,1000,3634.5464183647628,908.6366045911907,1.0,82.76607829429867
4,3,1.0,0.2,12,1000,3691.798853415607,922.9497133539018,1.0,90.30808649708396
4,3,1.0,0.2,13,1000,3737.4435063023298,934.3608765755824,1.0,44.81049633854645
4,3,1.0,0.2,14,1000,3733.325099082881,933.3312747707203,1.0,83.74839307717193
4,3,1.0,0.2,15,1000,4285.114624016112,1071.278656004028,1.0,116.08105589511725
4,3,1.0,0.2,16,1000,4180.211861234849,1045.0529653087121,1.0,121.3514589661332
4,3,1.0,0.2,17,1000,4019.572104857435,1004.8930262143588,1.0,79.8524129343017
4,3,1.0,0.2,18,1000,4200.2018723605,1050.050468090125,1.0,150.28943591165557
4,3,1.0,0.2,19,1000,4166.662249078388,1041.665562269597,1.0,134.5245206201548
4,3,1.0,0.2,20,1000,4112.828127671658,1028.2070319179145,1.0,142.04113947485106
4,3,1.0,0.2,21,1000,4181.533960573479,1045.3834901433697,1.0,103.20037273633791
4,3,1.0,0.2,22,1000,3937.7063029128053,984.4265757282013,1.0,81.25080864668467
4,3,1.0,0.2,23,1000,4110.405287123514,1027.6013217808786,1.0,103.23219429380845
4,3,1.0,0.2,24,1000,4132.989602720801,1033.2474006802001,1.0,109.76787945248131
4,3,1.0,0.2,25,1000,4041.5817490900736,1010.3954372725184,1.0,93.16781845371628
4,3,1.0,0.2,26,1000,4095.586384267435,1023.8965960668587,1.0,119.42270605739125
4,3,1.0,0.2,27,1000,4077.056841704947,1019.2642104262368,1.0,106.37777983425978
4,3,1.0,0.2,28,1000,3629.37892411546,907.344731028865,1.0,89.71180581348801
4,3,1.0,0.2,29,1000,4070.8034912953062,1017.7008728238266,1.0,106.46806589659957
4,3,1.0,0.2,30,1000,3842.542336867774,960.6355842169435,1.0,168.69237781888825
4,3,1.0,0.2,31,1000,4051.491741945228,1012.872935486307,1.0,163.75607953923367
4,3,1.0,0.2,32,1000,3915.116810880587,978.7792027201467,1.0,153.6793946678551
4,3,1.0,0.2,33,1000,4159.106454631549,1039.7766136578873,1.0,119.05330977671935
4,3,1.0,0.2,34,1000,4103.473902540272,1025.868475635068,1.0,124.51472471447767
4,3,1.0,0.2,35,1000,4194.086554607883,1048.5216386519708,1.0,132.30827076240098
4,3,1.0,0.2,36,1000,4049.4662528032586,1012.3665632008147,1.0,89.77301183319284
4,3,1.0,0.2,37,1000,4222.59600614081,1055.6490015352024,1.0,132.63110184059556
4,3,1.0,0.2,38,1000,4167.552279346855,1041.8880698367138,1.0,102.07450864617654
4,3,1.0,0.2,39,1000,4177.253292566153,1044.3133231415381,1.0,130.97702825486394
4,3,1.0,0.2,40,1000,4006.7847311675114,1001.6961827918778,1.0,129.40838812691177
4,3,1.0,0.2,41,1000,3795.0747455900464,948.7686863975116,1.0,80.15153988310776
4,3,1.0,0.2,42,1000,3957.371655393316,989.342913848329,1.0,65.11225568621487
4,3,1.0,0.2,43,1000,4115.252642582293,1028.8131606455734,1.0,123.97619132538573
4,3,1.0,0.2,44,1000,3736.7736365118944,934.1934091279736,1.0,97.80358209037173
4,3,1.0,0.2,45,1000,3821.358237996067,955.3395594990168,1.0,75.58018698595131
4,3,1.0,0.2,46,1000,3775.777313060787,943.9443282651968,1.0,122.1950781575321
4,3,1.0,0.2,47,1000,4165.292259232558,1041.3230648081394,1.0,119.20888205515978
4,3,1.0,0.2,48,1000,3731.345260983627,932.8363152459068,1.0,111.7649856758541
4,3,1.0,0.2,49,1000,4081.4499469765346,1020.3624867441337,1.0,143.248714695304
4,3,1.0,0.3,0,1000,3994.38666434054,998.596666085135,1.0,100.78885802881095
4,3,1.0,0.3,1,1000,3989.7688759792454,997.4422189948114,1.0,102.25524129341649
4,3,1.0,0.3,2,1000,4039.368887359452,1009.842221839863,1.0,110.90465743390479
4,3,1.0,0.3,3,1000,4102.494626139698,1025.6236565349245,1.0,108.1837610466463
4,3,1.0,0.3,4,1000,3834.6159663330372,958.6539915832593,1.0,81.31494998058568
4,3,1.0,0.3,5,1000,4079.2635769414464,1019.8158942353616,1.0,117.13857547200514
4,3,1.0,0.3,6,1000,3667.604088211093,916.9010220527732,1.0,133.7046378459535
4,3,1.0,0.3,7,1000,3707.613292093871,926.9033230234678,1.0,80.96261348123264
4,3,1.0,0.3,8,1000,3785.655174454851,946.4137936137128,1.0,73.71471904512242
4,3,1.0,0.3,9,1000,3828.1347098090564,957.0336774522641,1.0,81.54595194184031
4,3,1.0,0.3,10,1000,4020.796934346597,1005.1992335866493,1.0,96.28146037638419
4,3,1.0,0.3,11,1000,3938.272222558689,984.5680556396723,1.0,107.38535010995164
4,3,1.0,0.3,12,1000,3807.194480958612,951.798620239653,1.0,59.61247596959454
4,3,1.0,0.3,13,1000,3796.046702008231,949.0116755020578,1.0,93.4081406025652
4,3,1.0,0.3,14,1000,4041.123030552747,1010.2807576381867,1.0,75.08174347444296
4,3,1.0,0.3,15,1000,3959.4985168460553,989.8746292115138,1.0,58.11378747347462
4,3,1.0,0.3,16,1000,3624.2342742626315,906.0585685656579,1.0,104.57910776092146
4,3,1.0,0.3,17,1000,3868.6413614498697,967.1603403624674,1.0,113.83226005405149
4,3,1.0,0.3,18,1000,3826.977404820847,956.7443512052117,1.0,102.10938233264933
4,3,1.0,0.3,19,1000,4029.9497786004176,1007.4874446501044,1.0,90.82915590938485
4,3,1.0,0.3,20,1000,4099.449847965539,1024.8624619913849,1.0,115.58611665894176
4,3,1.0,0.3,21,1000,3523.470568264277,880.8676420660693,1.0,98.52607993130212
4,3,1.0,0.3,22,1000,3636.7928188831957,909.1982047207989,1.0,62.929915087071514
4,3,1.0,0.3,23,1000,3697.4197384660556,924.3549346165139,1.0,79.7398262079338
4,3,1.0,0.3,24,1000,4044.3901626421525,1011.0975406605381,1.0,128.4088265860461
4,3,1.0,0.3,25,1000,3706.871676141346,926.7179190353365,1.0,145.21024460679405
4,3,1.0,0.3,26,1000,4077.966110851017,1019.4915277127543,1.0,96.74081783383205
4,3,1.0,0.3,27,1000,3745.687994369294,936.4219985923235,1.0,131.60464803920704
4,3,1.0,0.3,28,1000,3953.863946356404,988.465986589101,1.0,108.8530247941683
4,3,1.0,0.3,29,1000,4093.127407853576,1023.281851963394,1.0,102.58978015558384
4,3,1.0,0.3,30,1000,3764.8998910014343,941.2249727503586,1.0,79.2822400160709
4,3,1.0,0.3,31,1000,4106.878546554862,1026.7196366387154,1.0,117.67989592327265
4,3,1.0,0.3,32,1000,4058.476433883913,1014.6191084709783,1.0,116.57166888079043
4,3,1.0,0.3,33,1000,4139.0191323836525,1034.7547830959131,1.0,119.16246184912933
4,3,1.0,0.3,34,1000,3649.6847919564175,912.4211979891044,1.0,57.810177929439206
4,3,1.0,0.3,35,1000,4187.581870050791,1046.8954675126977,1.0,102.95706486399544
4,3,1.0,0.3,36,1000,3729.9258220674137,932.4814555168534,1.0,46.809486218538495
