n_agents,n_arms,std,epsilon,seed,steps,group_total_reward,mean_agent_reward,collision_rate,reward_inequality
4,3,0.5,0.05,27,1000,4249.976480425351,1062.4941201063377,1.0,180.06042265838406
4,3,0.5,0.05,28,1000,3532.1967180497386,883.0491795124346,1.0,109.0909170833001
4,3,0.5,0.05,29,1000,3538.6867912203425,884.6716978050856,1.0,123.53985431997145
4,3,0.5,0.05,30,1000,4418.497278857884,1104.624319714471,1.0,187.8587902146816
4,3,0.5,0.05,31,1000,3628.9453213830493,907.2363303457623,1.0,88.63747843711388
4,3,0.5,0.05,32,1000,3572.644174037495,893.1610435093737,1.0,105.47018249973102
4,3,0.5,0.05,33,1000,4367.474175048499,1091.8685437621248,1.0,166.30815578391966
4,3,0.5,0.05,34,1000,3470.855113344958,867.7137783362396,1.0,116.5854372761752
4,3,0.5,0.05,35,1000,4452.862471395428,1113.215617848857,1.0,185.43361439625016
4,3,0.5,0.05,36,1000,4252.86053872225,1063.2151346805624,1.0,132.3536561863521
4,3,0.5,0.05,37,1000,4339.131110554699,1084.7827776386748,1.0,175.13699431425437
4,3,0.5,0.05,38,1000,3542.215502402282,885.5538756005704,1.0,122.6437346435426
4,3,0.5,0.05,39,1000,4330.6320643266245,1082.6580160816561,1.0,173.2068143419868
4,3,0.5,0.05,40,1000,3496.8453435430015,874.2113358857504,1.0,106.7481257240008
4,3,0.5,0.05,41,1000,4389.171050497345,1097.2927626243363,1.0,181.50683400976553
4,3,0.5,0.05,42,1000,4302.646498632988,1075.661624658247,1.0,163.77621210024878
4,3,0.5,0.05,43,1000,4369.54350356048,1092.38587589012,1.0,189.4524517845679
4,3,0.5,0.05,44,1000,3883.9744360733466,970.9936090183367,1.0,68.54546627952399
4,3,0.5,0.05,45,1000,3806.735868630934,951.6839671577335,1.0,75.22210568747802
4,3,0.5,0.05,46,1000,4388.060524304064,1097.015131076016,1.0,201.93113543917826
4,3,0.5,0.05,47,1000,4392.737698136774,1098.1844245341936,1.0,177.08473889527778
4,3,0.5,0.05,48,1000,4280.495716493229,1070.1239291233073,1.0,174.17227506218086
4,3,0.5,0.05,49,1000,4390.710349597898,1097.6775873994745,1.0,191.07397950061036
4,3,0.5,0.1,0,1000,3855.6899570332066,963.9224892583017,1.0,77.80193638116705
4,3,0.5,0.1,1,1000,4256.89179109171,1064.2229477729275,1.0,165.33422187559142
4,3,0.5,0.1,2,1000,3882.4880038815118,970.6220009703779,1.0,68.9736346089275
4,3,0.5,0.1,3,1000,4382.953622111621,1095.7384055279053,1.0,152.1289593487329
4,3,0.5,0.1,4,1000,4327.610024538675,1081.9025061346688,1.0,172.21149166447935
4,3,0.5,0.1,5,1000,4203.680258272312,1050.920064568078,1.0,152.32559007123217
4,3,0.5,0.1,6,1000,4204.08244282286,1051.020610705715,1.0,169.69223428778736
4,3,0.5,0.1,7,1000,4021.717432923354,1005.4293582308385,1.0,96.13769693800656
4,3,0.5,0.1,8,1000,4281.069146794761,1070.2672866986902,1.0,164.54392119746765
4,3,0.5,0.1,9,1000,4050.485207261995,1012.6213018154988,1.0,102.0424246404653
4,3,0.5,0.1,10,1000,3873.69514285262,968.423785713155,1.0,89.52464569085157
4,3,0.5,0.1,11,1000,4285.925889829272,1071.481472457318,1.0,165.4353005084089
4,3,0.5,0.1,12,1000,4248.726926012495,1062.1817315031237,1.0,135.27010224721604
4,3,0.5,0.1,13,1000,4281.862546971524,1070.465636742881,1.0,157.65262372235904
4,3,0.5,0.1,14,1000,3777.138285989245,944.2845714973113,1.0,76.28809548312256
4,3,0.5,0.1,15,1000,4361.625591923292,1090.406397980823,1.0,172.59930470017073
4,3,0.5,0.1,16,1000,4339.1503251809945,1084.7875812952486,1.0,154.4000313016095
4,3,0.5,0.1,17,1000,3762.3032335920207,940.5758083980052,1.0,93.73201442565491
4,3,0.5,0.1,18,1000,3785.0151473149626,946.2537868287407,1.0,76.75793212633664
4,3,0.5,0.1,19,1000,4321.077869404955,1080.2694673512387,1.0,160.93917625682153
4,3,0.5,0.1,20,1000,3999.810577595189,999.9526443987972,1.0,81.65872284561375
4,3,0.5,0.1,21,1000,3584.7369957778315,896.1842489444579,1.0,94.47885203492649
4,3,0.5,0.1,22,1000,4340.688210724664,1085.172052681166,1.0,174.91323158193958
4,3,0.5,0.1,23,1000,4277.853259935899,1069.4633149839747,1.0,149.81429333391276
4,3,0.5,0.1,24,1000,3756.4393168187516,939.1098292046879,1.0,31.772294339922865
4,3,0.5,0.1,25,1000,4225.228332534009,1056.3070831335021,1.0,146.77964356943195
4,3,0.5,0.1,26,1000,4321.452457204874,1080.3631143012185,1.0,165.65701195161745
4,3,0.5,0.1,27,1000,3878.2168064557513,969.5542016139378,1.0,75.36599858212882
4,3,0.5,0.1,28,1000,4327.106000037698,1081.7765000094246,1.0,164.94983582020689
4,3,0.5,0.1,29,1000,4262.974591049529,1065.7436477623824,1.0,164.3067712478931
4,3,0.5,0.1,30,1000,4197.421154769241,1049.3552886923103,1.0,113.3317926518659
4,3,0.5,0.1,31,1000,4265.270791349508,1066.317697837377,1.0,171.58631404290801
4,3,0.5,0.1,32,1000,4394.467242579269,1098.6168106448172,1.0,175.76111872632976
4,3,0.5,0.1,33,1000,3943.771445957841,985.9428614894603,1.0,73.15980353432008
4,3,0.5,0.1,34,1000,4350.755023319316,1087.688755829829,1.0,163.70141172060522
4,3,0.5,0.1,35,1000,4343.352653466135,1085.8381633665338,1.0,152.6685334814371
4,3,0.5,0.1,36,1000,3810.428664939963,952.6071662349907,1.0,81.2208719796891
4,3,0.5,0.1,37,1000,4323.569238589869,1080.8923096474673,1.0,160.54014822015344
4,3,0.5,0.1,38,1000,4340.1636085211385,1085.0409021302846,1.0,169.41073117440473
4,3,0.5,0.1,39,1000,4251.557740009042,1062.8894350022606,1.0,136.12419325713
4,3,0.5,0.1,40,1000,4317.024807622249,1079.2562019055622,1.0,153.73553387871155
4,3,0.5,0.1,41,1000,4273.656762954717,1068.4141907386793,1.0,147.85613700331785
4,3,0.5,0.1,42,1000,4339.726448475699,1084.9316121189247,1.0,148.46268786628872
4,3,0.5,0.1,43,1000,4309.36095579764,1077.34023894941,1.0,173.41974738175568
4,3,0.5,0.1,44,1000,4276.099702714654,1069.0249256786635,1.0,169.65927490496023
4,3,0.5,0.1,45,1000,4279.17870258461,1069.7946756461524,1.0,163.49394886096616
4,3,0.5,0.1,46,1000,3699.3449134883394,924.8362283720849,1.0,69.61060455844208
4,3,0.5,0.1,47,1000,4307.489383660997,1076.8723459152493,1.0,150.0271000178699
4,3,0.5,0.1,48,1000,4002.8705503156166,1000.7176375789041,1.0,82.76535991063973
4,3,0.5,0.1,49,1000,4326.546260147989,1081.6365650369974,1.0,174.30265351242792
4,3,0.5,0.2,0,1000,3625.31002285743,906.3275057143575,1.0,74.13233368383266
4,3,0.5,0.2,1,1000,4213.851625502567,1053.4629063756418,1.0,136.83044997874188
4,3,0.5,0.2,2,1000,3653.2375022162155,913.3093755540539,1.0,97.73563142547135
4,3,0.5,0.2,3,1000,4054.785796656325,1013.6964491640813,1.0,98.51985004814047
4,3,0.5,0.2,4,1000,4222.938211774673,1055.7345529436682,1.0,137.55608947995006
4,3,0.5,0.2,5,1000,4169.404700518459,1042.3511751296148,1.0,133.432900004998
4,3,0.5,0.2,6,1000,4202.7127274306,1050.67818185765,1.0,134.92139522621514
4,3,0.5,0.2,7,1000,4169.836427980985,1042.4591069952462,1.0,124.43866311143304
4,3,0.5,0.2,8,1000,3989.251382548277,997.3128456370692,1.0,119.45014666895653
4,3,0.5,0.2,9,1000,4224.069173908869,1056.0172934772172,1.0,127.22242172978996
4,3,0.5,0.2,10,1000,4022.9900208043873,1005.7475052010968,1.0,148.49475497795729
4,3,0.5,0.2,11,1000,4270.127389031444,1067.531847257861,1.0,133.07158741059507
4,3,0.5,0.2,12,1000,4204.49395396782,1051.123488491955,1.0,136.49236240402442
4,3,0.5,0.2,13,1000,3982.135273003326,995.5338182508315,1.0,94.65111328854904
4,3,0.5,0.2,14,1000,3677.41893545234,919.354733863085,1.0,84.49087696743337
4,3,0.5,0.2,15,1000,3867.7262792864904,966.9315698216226,1.0,68.50006190685613
4,3,0.5,0.2,16,1000,4097.630896534424,1024.407724133606,1.0,99.16015918857711
4,3,0.5,0.2,17,1000,4088.0781125517005,1022.0195281379251,1.0,113.12739626278665
4,3,0.5,0.2,18,1000,4203.553675874703,1050.8884189686758,1.0,131.51311605433693
4,3,0.5,0.2,19,1000,4189.908226033701,1047.4770565084252,1.0,135.01510872770527
4,3,0.5,0.2,20,1000,4085.4113989730727,1021.3528497432682,1.0,119.94828035098682
4,3,0.5,0.2,21,1000,4159.70299365348,1039.92574841337,1.0,113.69950788895537
4,3,0.5,0.2,22,1000,4048.2021043840173,1012.0505260960043,1.0,141.1553053867935
4,3,0.5,0.2,23,1000,4172.1659591888365,1043.0414897972091,1.0,123.70998377717169
4,3,0.5,0.2,24,1000,4183.221284230071,1045.8053210575179,1.0,138.52611914951498
4,3,0.5,0.2,25,1000,4068.372773283575,1017.0931933208938,1.0,98.57356734990404
4,3,0.5,0.2,26,1000,3916.1081260161363,979.0270315040341,1.0,95.29777482048232
4,3,0.5,0.2,27,1000,4126.9659606634405,1031.7414901658601,1.0,116.74729580305973
4,3,0.5,0.2,28,1000,4114.545265799757,1028.6363164499392,1.0,139.80613032441906
4,3,0.5,0.2,29,1000,4271.343111323036,1067.835777830759,1.0,132.3604396213373
4,3,0.5,0.2,30,1000,4167.590352773459,1041.8975881933648,1.0,130.44525797527456
4,3,0.5,0.2,31,1000,4209.72409209881,1052.4310230247024,1.0,142.71682033994495
4,3,0.5,0.2,32,1000,4179.116019632834,1044.7790049082084,1.0,127.52301966717565
4,3,0.5,0.2,33,1000,4212.52950403272,1053.13237600818,1.0,131.07334476331536
4,3,0.5,0.2,34,1000,4166.559612038513,1041.6399030096281,1.0,141.83555644851936
4,3,0.5,0.2,35,1000,4192.958777904923,1048.2396944762309,1.0,130.6928799902292
4,3,0.5,0.2,36,1000,4040.416546941125,1010.1041367352813,1.0,103.23705706245812
4,3,0.5,0.2,37,1000,3659.1442569427277,914.7860642356819,1.0,68.0556828048072
4,3,0.5,0.2,38,1000,4014.8375852752306,1003.7093963188076,1.0,88.62607901904991
4,3,0.5,0.2,39,1000,4187.504775379872,1046.876193844968,1.0,142.52612725410805
4,3,0.5,0.2,40,1000,4136.828198630674,1034.2070496576684,1.0,132.9086858718917
4,3,0.5,0.2,41,1000,3723.264362926827,930.8160907317067,1.0,101.33280317715521
4,3,0.5,0.2,42,1000,4081.576355137393,1020.3940887843482,1.0,76.77805974868099
4,3,0.5,0.2,43,1000,4050.006061497702,1012.5015153744255,1.0,101.0577893955049
4,3,0.5,0.2,44,1000,3695.0867704400976,923.7716926100244,1.0,112.33707911091471
4,3,0.5,0.2,45,1000,4155.255447040622,1038.8138617601555,1.0,132.54813596699
4,3,0.5,0.2,46,1000,4104.928420540179,1026.2321051350448,1.0,129.97591411465476
4,3,0.5,0.2,47,1000,4201.568325621226,1050.3920814053065,1.0,124.72961267563625
4,3,0.5,0.2,48,1000,4134.338575111246,1033.5846437778116,1.0,115.9488674061033
4,3,0.5,0.2,49,1000,3739.489698460824,934.872424615206,1.0,90.57199282063438
4,3,0.5,0.3,0,1000,3620.7957253237364,905.1989313309341,1.0,77.5162949902537
4,3,0.5,0.3,1,1000,3723.557542524755,930.8893856311887,1.0,76.22560010599504
4,3,0.5,0.3,2,1000,3903.8275621118228,975.9568905279557,1.0,77.51743174376615
4,3,0.5,0.3,3,1000,3858.48955411466,964.622388528665,1.0,67.22357672992051
4,3,0.5,0.3,4,1000,3826.697260429128,956.674315107282,1.0,101.57656281242181
4,3,0.5,0.3,5,1000,3776.6058145264487,944.1514536316122,1.0,57.55047193043416
4,3,0.5,0.3,6,1000,3700.8449601383268,925.2112400345817,1.0,125.8244667573172
4,3,0.5,0.3,7,1000,3789.8144091838844,947.4536022959711,1.0,54.490847252822974
4,3,0.5,0.3,8,1000,4007.410220831397,1001.8525552078493,1.0,92.14417335328064
4,3,0.5,0.3,9,1000,4048.5373561396937,1012.1343390349234,1.0,106.44281862640094
4,3,0.5,0.3,10,1000,3992.7739143351046,998.1934785837761,1.0,112.24079527824914
4,3,0.5,0.3,11,1000,4064.118224201681,1016.0295560504203,1.0,102.27976179356212
4,3,0.5,0.3,12,1000,3801.971081821128,950.492770455282,1.0,84.86922996092727
4,3,0.5,0.3,13,1000,3881.897715434025,970.4744288585063,1.0,84.13942576604245
4,3,0.5,0.3,14,1000,4061.4685297391397,1015.3671324347849,1.0,127.31765691668903
4,3,0.5,0.3,15,1000,3992.24974989664,998.06243747416,1.0,82.3934067428469
4,3,0.5,0.3,16,1000,3718.100521841736,929.525130460434,1.0,88.32534267387136
4,3,0.5,0.3,17,1000,3727.247884325667,931.8119710814168,1.0,145.347707796831
4,3,0.5,0.3,18,1000,3917.589583564043,979.3973958910108,1.0,80.60966959374353
4,3,0.5,0.3,19,1000,4059.074139463548,1014.768534865887,1.0,90.86175655724534
4,3,0.5,0.3,20,1000,4050.6736139112195,1012.6684034778049,1.0,120.14572119966702
4,3,0.5,0.3,21,1000,3999.2823257851815,999.8205814462954,1.0,103.98493732255292
4,3,0.5,0.3,22,1000,3636.2348879478623,909.0587219869656,1.0,58.41393035901325
4,3,0.5,0.3,23,1000,3854.5130611440973,963.6282652860243,1.0,82.54942312620311
4,3,0.5,0.3,24,1000,4012.007665316667,1003.0019163291668,1.0,95.8409374602489
4,3,0.5,0.3,25,1000,3988.4341678890214,997.1085419722554,1.0,105.33114720932093
4,3,0.5,0.3,26,1000,3926.700193988788,981.675048497197,1.0,71.6324503332151
4,3,0.5,0.3,27,1000,3765.8473399676004,941.4618349919001,1.0,98.56324068651597
4,3,0.5,0.3,28,1000,3938.9325496744186,984.7331374186047,1.0,80.5118557052843
4,3,0.5,0.3,29,1000,3952.685379256877,988.1713448142192,1.0,124.60465243852134
4,3,0.5,0.3,30,1000,3759.743662149507,939.9359155373768,1.0,80.65587193584449
4,3,0.5,0.3,31,1000,4025.328482910745,1006.3321207276863,1.0,101.03245600302047
4,3,0.5,0.3,32,1000,3900.5239360823316,975.1309840205829,1.0,122.1930023506115
4,3,0.5,0.3,33,1000,4059.134196655983,1014.7835491639958,1.0,110.06631502512224
4,3,0.5,0.3,34,1000,3919.313740715238,979.8284351788095,1.0,80.41832404928964
4,3,0.5,0.3,35,1000,4108.5163671527935,1027.1290917881984,1.0,106.72847468307513
4,3,0.5,0.3,36,1000,3823.9553359478755,955.9888339869689,1.0,74.5046980230809
4,3,0.5,0.3,37,1000,4031.186718010314,1007.7966795025785,1.0,91.73921348525452
4,3,0.5,0.3,38,1000,3753.6108476918016,938.4027119229504,1.0,88.89038020955995
4,3,0.5,0.3,39,1000,4082.0842674595997,1020.5210668648999,1.0,103.26048869878953
4,3,0.5,0.3,40,1000,3745.6265076940067,936.4066269235017,1.0,77.58632404221055
4,3,0.5,0.3,41,1000,3836.5277071006026,959.1319267751506,1.0,90.15134585325895
4,3,0.5,0.3,42,1000,3757.4654133412387,939.3663533353097,1.0,78.7475193277207
4,3,0.5,0.3,43,1000,3973.917612157851,993.4794030394628,1.0,103.26306642005996
4,3,0.5,0.3,44,1000,3638.984976781614,909.7462441954035,1.0,97.63649842503315
4,3,0.5,0.3,45,1000,3841.553393287114,960.3883483217785,1.0,76.52059228317741
4,3,0.5,0.3,46,1000,4010.79769270532,1002.69942317633,1.0,92.27427681325746
4,3,0.5,0.3,47,1000,4018.6618372442763,1004.6654593110691,1.0,112.38462587772204
4,3,0.5,0.3,48,1000,3677.191735485744,919.297933871436,1.0,67.84225888515638
4,3,0.5,0.3,49,1000,3975.0610758592293,993.7652689648073,1.0,93.85231081428506
6,3,0.5,0.0,0,1000,991.3089211429972,165.21815352383285,1.0,0.0
6,3,0.5,0.0,1,1000,983.7616372222334,163.96027287037222,1.0,0.0
6,3,0.5,0.0,2,1000,1003.1597951518049,167.1932991919675,1.0,0.0
6,3,0.5,0.0,3,1000,1016.459311324652,169.40988522077535,1.0,0.0
6,3,0.5,0.0,4,1000,999.9353845635729,166.65589742726215,1.0,0.0
6,3,0.5,0.0,5,1000,995.4834505502123,165.91390842503537,1.0,0.0
6,3,0.5,0.0,6,1000,973.6081885015277,162.26803141692127,1.0,0.0
6,3,0.5,0.0,7,1000,998.9248104515015,166.48746840858357,1.0,0.0
6,3,0.5,0.0,8,1000,994.8125339026703,165.8020889837784,1.0,0.0
6,3,0.5,0.0,9,1000,993.8536743148057,165.64227905246761,1.0,0.0
6,3,0.5,0.0,10,1000,993.0966615605895,165.51611026009826,1.0,0.0
6,3,0.5,0.0,11,1000,992.5793757767685,165.42989596279475,1.0,0.0
6,3,0.5,0.0,12,1000,1004.6064260593064,167.43440434321772,1.0,0.0
6,3,0.5,0.0,13,1000,1021.918136635913,170.31968943931884,1.0,0.0
6,3,0.5,0.0,14,1000,1009.8404245168083,168.30673741946805,1.0,0.0
6,3,0.5,0.0,15,1000,1014.873546818526,169.14559113642102,1.0,0.0
6,3,0.5,0.0,16,1000,1006.7057548077526,167.78429246795875,1.0,0.0
6,3,0.5,0.0,17,1000,996.6676675641968,166.11127792736613,1.0,0.0
6,3,0.5,0.0,18,1000,999.2301591091888,166.53835985153145,1.0,0.0
6,3,0.5,0.0,19,1000,992.1815362209953,165.3635893701659,1.0,0.0
6,3,0.5,0.0,20,1000,1011.0234358972618,168.50390598287697,1.0,0.0
6,3,0.5,0.0,21,1000,1010.5155149852197,168.41925249753663,1.0,0.0
6,3,0.5,0.0,22,1000,1008.1800598157631,168.03000996929384,1.0,0.0
6,3,0.5,0.0,23,1000,996.2394621825066,166.0399103637511,1.0,0.0
6,3,0.5,0.0,24,1000,1028.9190179587001,171.4865029931167,1.0,0.0
6,3,0.5,0.0,25,1000,1005.3947749187963,167.56579581979938,1.0,0.0
6,3,0.5,0.0,26,1000,1004.8084352164618,167.46807253607696,1.0,0.0
6,3,0.5,0.0,27,1000,1002.986279151293,167.16437985854884,1.0,0.0
6,3,0.5,0.0,28,1000,982.8924876758946,163.8154146126491,1.0,0.0
6,3,0.5,0.0,29,1000,1985.9808154897723,330.99680258162874,1.0,0.0
6,3,0.5,0.0,30,1000,990.7575299777884,165.12625499629806,1.0,0.0
6,3,0.5,0.0,31,1000,1028.0377827844147,171.33963046406913,1.0,0.0
6,3,0.5,0.0,32,1000,989.2192359991597,164.86987266652662,1.0,0.0
6,3,0.5,0.0,33,1000,982.1787301486452,163.6964550247742,1.0,0.0
6,3,0.5,0.0,34,1000,998.0877405180078,166.34795675300128,1.0,0.0
6,3,0.5,0.0,35,1000,1007.3637368467464,167.8939561411244,1.0,0.0
6,3,0.5,0.0,36,1000,975.4141488528313,162.5690248088052,1.0,0.0
6,3,0.5,0.0,37,1000,949.965255798549,158.3275426330915,1.0,0.0
6,3,0.5,0.0,38,1000,988.3964715668528,164.73274526114213,1.0,0.0
6,3,0.5,0.0,39,1000,989.8218195752735,164.97030326254557,1.0,0.0
6,3,0.5,0.0,40,1000,998.9869542110298,166.4978257018383,1.0,0.0
6,3,0.5,0.0,41,1000,1022.3694128949693,170.39490214916154,1.0,0.0
6,3,0.5,0.0,42,1000,985.6058873473792,164.26764789122987,1.0,0.0
6,3,0.5,0.0,43,1000,981.0729982720235,163.51216637867057,1.0,0.0
6,3,0.5,0.0,44,1000,1005.3023303616818,167.55038839361364,1.0,0.0
6,3,0.5,0.0,45,1000,1020.4507433460614,170.07512389101024,1.0,0.0
6,3,0.5,0.0,46,1000,1989.4271804119228,331.5711967353205,1.0,0.0
6,3,0.5,0.0,47,1000,976.8938807332149,162.81564678886915,1.0,0.0
6,3,0.5,0.0,48,1000,974.0739855565889,162.3456642594315,1.0,0.0
6,3,0.5,0.0,49,1000,1003.1707947150765,167.19513245251275,1.0,0.0
6,3,0.5,0.01,0,1000,4375.8118352806,729.3019725467666,1.0,92.71220340840362
6,3,0.5,0.01,1,1000,4526.102530573221,754.3504217622035,1.0,75.17128879937012
6,3,0.5,0.01,2,1000,4259.119254077428,709.8532090129047,1.0,86.79355311188492
6,3,0.5,0.01,3,1000,4267.922544136197,711.3204240226995,1.0,169.97114450153128
6,3,0.5,0.01,4,1000,4333.510256975688,722.251709495948,1.0,137.3640739709394
6,3,0.5,0.01,5,1000,4365.999294532826,727.6665490888043,1.0,86.07092156256627
6,3,0.5,0.01,6,1000,4406.0538500871335,734.3423083478556,1.0,119.1734733270179
6,3,0.5,0.01,7,1000,4437.016682452965,739.5027804088276,1.0,123.34048192360831
6,3,0.5,0.01,8,1000,4362.296429789871,727.0494049649784,1.0,117.41297085801634
6,3,0.5,0.01,9,1000,4524.39981346704,754.06663557784,1.0,99.04115427760745
6,3,0.5,0.01,10,1000,4304.85871256549,717.4764520942484,1.0,77.92140277712635
6,3,0.5,0.01,11,1000,4172.289812018942,695.3816353364904,1.0,196.82162075652474
6,3,0.5,0.01,12,1000,4111.404943912049,685.2341573186749,1.0,115.88199895583726
6,3,0.5,0.01,13,1000,4386.819082796258,731.1365137993763,1.0,80.1194290618416
6,3,0.5,0.01,14,1000,3541.913716510622,590.3189527517703,1.0,124.05994903597959
6,3,0.5,0.01,15,1000,4129.597309595497,688.2662182659161,1.0,90.0436999619762
6,3,0.5,0.01,16,1000,4475.277780171893,745.8796300286489,1.0,146.52753549568112
6,3,0.5,0.01,17,1000,4362.54022884535,727.0900381408916,1.0,95.42338177436933
6,3,0.5,0.01,18,1000,3673.316935038826,612.2194891731377,1.0,170.47315734785062
6,3,0.5,0.01,19,1000,3573.52813115596,595.5880218593267,1.0,93.4045038792564
6,3,0.5,0.01,20,1000,4350.871588958186,725.1452648263644,1.0,86.53726369882321
6,3,0.5,0.01,21,1000,4240.430932246421,706.7384887077369,1.0,160.41198155229847
6,3,0.5,0.01,22,1000,4425.958513011952,737.6597521686587,1.0,99.95119596987692
6,3,0.5,0.01,23,1000,3582.2822519577744,597.0470419929624,1.0,96.78304183418827
6,3,0.5,0.01,24,1000,4140.914792393538,690.152465398923,1.0,105.6414725279454
6,3,0.5,0.01,25,1000,4143.684890692257,690.6141484487094,1.0,122.61309024533404
6,3,0.5,0.01,26,1000,3451.441152236488,575.2401920394146,1.0,113.1440329778572
6,3,0.5,0.01,27,1000,3307.6469434868573,551.2744905811429,1.0,109.35261653933603
6,3,0.5,0.01,28,1000,4403.804464469173,733.9674107448621,1.0,127.08437742645425
6,3,0.5,0.01,29,1000,4240.405515818949,706.7342526364915,1.0,97.44246904385606
6,3,0.5,0.01,30,1000,4215.8680409819335,702.644673496989,1.0,121.71334826281424
6,3,0.5,0.01,31,1000,3445.8452375065826,574.3075395844304,1.0,138.26558237895097
6,3,0.5,0.01,32,1000,4485.765678500334,747.627613083389,1.0,101.31348693674293
6,3,0.5,0.01,33,1000,4456.999401851535,742.8332336419226,1.0,103.42047367102187
6,3,0.5,0.01,34,1000,4166.343848421717,694.3906414036195,1.0,83.78692763946991
6,3,0.5,0.01,35,1000,4359.254695678396,726.5424492797328,1.0,100.36674464526338
6,3,0.5,0.01,36,1000,4414.419718345862,735.7366197243103,1.0,103.00760431723127
6,3,0.5,0.01,37,1000,4360.848203653321,726.8080339422203,1.0,91.09438419811545
6,3,0.5,0.01,38,1000,3618.4199028512007,603.0699838085335,1.0,150.09909288164988
6,3,0.5,0.01,39,1000,4485.622014084189,747.6036690140314,1.0,95.19121135301337
6,3,0.5,0.01,40,1000,4274.342661847847,712.3904436413078,1.0,127.21634369861475
6,3,0.5,0.01,41,1000,4344.549182025954,724.091530337659,1.0,77.94346479345717
6,3,0.5,0.01,42,1000,4414.903357923831,735.8172263206385,1.0,85.95138296485811
6,3,0.5,0.01,43,1000,4238.989635138512,706.4982725230853,1.0,84.60207614229834
6,3,0.5,0.01,44,1000,4454.009100127947,742.3348500213245,1.0,110.83513395783051
6,3,0.5,0.01,45,1000,3423.8584596158025,570.6430766026338,1.0,94.82210105975005
6,3,0.5,0.01,46,1000,4389.190245612943,731.5317076021571,1.0,98.75252002990753
6,3,0.5,0.01,47,1000,4245.036324183296,707.5060540305493,1.0,102.15937238885522
6,3,0.5,0.01,48,1000,3626.132668648881,604.3554447748135,1.0,95.59397311203625
6,3,0.5,0.01,49,1000,4328.054180050884,721.3423633418139,1.0,86.15639457671399
6,3,0.5,0.05,0,1000,4437.964893231348,739.6608155385579,1.0,85.78868526687269
6,3,0.5,0.05,1,1000,4440.918077183172,740.1530128638619,1.0,85.13415025985263
6,3,0.5,0.05,2,1000,4462.911008635592,743.8185014392653,1.0,95.45520259586975
6,3,0.5,0.05,3,1000,4470.616025493565,745.1026709155941,1.0,81.62354870525579
6,3,0.5,0.05,4,1000,4092.1727674343865,682.0287945723977,1.0,81.64452236386656
6,3,0.5,0.05,5,1000,4442.0371806131625,740.3395301021937,1.0,87.14657461188061
6,3,0.5,0.05,6,1000,4486.366794606116,747.7277991010193,1.0,85.23946851565563
6,3,0.5,0.05,7,1000,4116.012294655582,686.0020491092637,1.0,82.64372924193798
6,3,0.5,0.05,8,1000,4418.726739125655,736.4544565209425,1.0,73.25102652144486
6,3,0.5,0.05,9,1000,4258.240582463825,709.7067637439709,1.0,51.0507168091486
6,3,0.5,0.05,10,1000,4447.115935740144,741.1859892900239,1.0,88.23008065787205
6,3,0.5,0.05,11,1000,4450.183816063955,741.6973026773259,1.0,105.27370914218844
6,3,0.5,0.05,12,1000,4486.309209212643,747.7182015354405,1.0,92.76640364611944
6,3,0.5,0.05,13,1000,4252.005375481649,708.6675625802749,1.0,96.23989418715745
6,3,0.5,0.05,14,1000,4060.0562555656297,676.6760425942716,1.0,37.349735975170454
6,3,0.5,0.05,15,1000,4458.215659447238,743.0359432412064,1.0,97.2302117877616
6,3,0.5,0.05,16,1000,4468.757710964568,744.792951827428,1.0,83.36358730726353
6,3,0.5,0.05,17,1000,4441.631459197662,740.2719098662769,1.0,86.40208492403154
6,3,0.5,0.05,18,1000,4142.174911303844,690.3624852173074,1.0,80.21220397534108
6,3,0.5,0.05,19,1000,4421.847585459498,736.974597576583,1.0,91.84492868320164
6,3,0.5,0.05,20,1000,4420.012055717505,736.6686759529175,1.0,90.84379876104097
6,3,0.5,0.05,21,1000,4118.760521720721,686.4600869534535,1.0,72.81219304693559
6,3,0.5,0.05,22,1000,4444.506524977516,740.7510874962527,1.0,97.35516888014394
6,3,0.5,0.05,23,1000,4224.260868669242,704.0434781115404,1.0,68.38508942379067
6,3,0.5,0.05,24,1000,4402.978440092146,733.8297400153577,1.0,80.99232081300663
6,3,0.5,0.05,25,1000,4410.270037132816,735.0450061888026,1.0,90.27343689823499
6,3,0.5,0.05,26,1000,4439.584779894161,739.9307966490269,1.0,81.12693090436834
6,3,0.5,0.05,27,1000,4390.616188744681,731.7693647907801,1.0,83.85736684344015
6,3,0.5,0.05,28,1000,4391.21429451028,731.8690490850466,1.0,81.45985095684932
6,3,0.5,0.05,29,1000,4445.871759613664,740.9786266022774,1.0,95.96290648841317
6,3,0.5,0.05,30,1000,4460.234738257882,743.3724563763136,1.0,78.34665631132512
6,3,0.5,0.05,31,1000,4448.735104234588,741.4558507057646,1.0,94.25711083018837
6,3,0.5,0.05,32,1000,4456.601139693903,742.7668566156505,1.0,82.30775674258571
6,3,0.5,0.05,33,1000,4412.162886612121,735.3604811020201,1.0,78.76022649104657
6,3,0.5,0.05,34,1000,3589.797227593102,598.2995379321836,1.0,98.4018742430987
6,3,0.5,0.05,35,1000,4482.853584638633,747.1422641064388,1.0,97.70795897776345
6,3,0.5,0.05,36,1000,4057.3175547778465,676.2195924629744,1.0,39.63129339059874
6,3,0.5,0.05,37,1000,4454.217425935089,742.3695709891814,1.0,90.90631433664011
