n_agents,n_arms,epsilon,seed,steps,group_total_reward,mean_agent_reward,collision_rate,reward_inequality
3,3,0.0,33,1000,952.2528461761892,317.41761539206306,1.0,0.0
3,3,0.0,34,1000,1032.7089988071968,344.23633293573226,1.0,0.0
3,3,0.0,35,1000,1072.592589083297,357.5308630277657,1.0,0.0
3,3,0.0,36,1000,1006.4783330185426,335.4927776728475,1.0,0.0
3,3,0.0,37,1000,1021.4123373503205,340.4707791167735,1.0,0.0
3,3,0.0,38,1000,980.6216919351002,326.8738973117001,1.0,0.0
3,3,0.0,39,1000,1988.549267061637,662.8497556872123,1.0,0.0
3,3,0.0,40,1000,1035.1192328587467,345.0397442862489,1.0,0.0
3,3,0.0,41,1000,1025.5791937604658,341.85973125348863,1.0,0.0
3,3,0.0,42,1000,1000.808317535126,333.6027725117087,1.0,0.0
3,3,0.0,43,1000,1953.2809904030805,651.0936634676935,1.0,0.0
3,3,0.0,44,1000,1037.9648984975843,345.98829949919474,1.0,0.0
3,3,0.0,45,1000,1010.9085567344687,336.96951891148956,1.0,0.0
3,3,0.0,46,1000,1010.8697143073205,336.95657143577347,1.0,0.0
3,3,0.0,47,1000,1041.052242789443,347.01741426314766,1.0,0.0
3,3,0.0,48,1000,981.4898135420003,327.16327118066675,1.0,0.0
3,3,0.0,49,1000,2021.8733309079923,673.9577769693308,1.0,0.0
3,3,0.01,0,1000,3510.10786886736,1170.0359562891201,0.843,188.15853958500102
3,3,0.01,1,1000,2998.299441432724,999.4331471442414,0.997,160.76751246926645
3,3,0.01,2,1000,3193.8437873313355,1064.6145957771118,0.967,177.1552478842547
3,3,0.01,3,1000,3413.0126096046342,1137.6708698682114,0.974,209.03145822200943
3,3,0.01,4,1000,3194.745980696578,1064.9153268988593,0.989,141.58880391956106
3,3,0.01,5,1000,4348.42260906404,1449.4742030213467,0.112,352.67233265891616
3,3,0.01,6,1000,3224.5521991360065,1074.8507330453356,0.996,119.34300838067733
3,3,0.01,7,1000,3336.2692532581527,1112.089751086051,0.995,157.3684184843303
3,3,0.01,8,1000,4114.289987538499,1371.4299958461663,0.15,359.02944470537926
3,3,0.01,9,1000,3270.2216746110794,1090.0738915370264,0.988,237.27471283890583
3,3,0.01,10,1000,3460.843800887742,1153.614600295914,0.895,217.23317975824384
3,3,0.01,11,1000,3484.397413085021,1161.4658043616737,0.996,203.53481187997613
3,3,0.01,12,1000,3390.23289179986,1130.0776305999534,0.967,169.3938336849738
3,3,0.01,13,1000,3351.0038742169686,1117.0012914056563,0.99,215.0634685357194
3,3,0.01,14,1000,3182.5217586832796,1060.8405862277598,0.951,120.85702664078285
3,3,0.01,15,1000,4130.576114360738,1376.8587047869125,0.128,327.57617512690587
3,3,0.01,16,1000,4001.9604571147647,1333.986819038255,0.277,324.05502721274644
3,3,0.01,17,1000,3639.9362969845893,1213.3120989948632,0.782,179.85255258619722
3,3,0.01,18,1000,3402.1030146897356,1134.0343382299118,0.771,234.46588859409954
3,3,0.01,19,1000,4078.8705548454773,1359.6235182818257,0.237,440.901120823681
3,3,0.01,20,1000,3565.8014183714727,1188.6004727904908,0.818,200.12340128851025
3,3,0.01,21,1000,3061.2974043876848,1020.4324681292283,0.994,72.81120001997412
3,3,0.01,22,1000,3116.729414257412,1038.9098047524706,0.958,341.27955683228146
3,3,0.01,23,1000,3380.8825864135397,1126.9608621378466,0.938,277.635402437956
3,3,0.01,24,1000,3295.8865100310786,1098.6288366770261,0.569,132.83645925717278
3,3,0.01,25,1000,3508.074495339146,1169.3581651130487,0.763,253.7254492140093
3,3,0.01,26,1000,3103.537305651167,1034.5124352170558,0.994,207.95203464845287
3,3,0.01,27,1000,3212.0832077612276,1070.694402587076,0.968,200.62318763285165
3,3,0.01,28,1000,3489.375937682449,1163.1253125608164,0.848,494.931658578271
3,3,0.01,29,1000,3686.92590332938,1228.9753011097935,0.543,405.5818200565195
3,3,0.01,30,1000,3032.784030121598,1010.9280100405326,0.995,127.49377039227944
3,3,0.01,31,1000,2935.091609232944,978.3638697443147,0.849,167.5650265847873
3,3,0.01,32,1000,3491.9913170082827,1163.9971056694276,0.865,205.2413423049596
3,3,0.01,33,1000,3847.967451255264,1282.655817085088,0.542,300.8955924417719
3,3,0.01,34,1000,3209.7855919988715,1069.9285306662905,0.994,142.33817502986878
3,3,0.01,35,1000,4107.52122581736,1369.17374193912,0.151,361.84827111787496
3,3,0.01,36,1000,4263.41042861208,1421.13680953736,0.094,376.59425218492845
3,3,0.01,37,1000,3498.6163216776263,1166.2054405592087,0.994,257.71127753806877
3,3,0.01,38,1000,4045.175878224083,1348.3919594080278,0.235,246.75044352511838
3,3,0.01,39,1000,3482.143284779877,1160.714428259959,0.98,229.32789109873974
3,3,0.01,40,1000,3094.8126837211303,1031.6042279070434,0.982,241.64728859556223
3,3,0.01,41,1000,3591.693153617312,1197.2310512057707,0.486,208.9333445565826
3,3,0.01,42,1000,3333.014609216058,1111.004869738686,0.738,241.23811588928578
3,3,0.01,43,1000,3791.5765353040665,1263.8588451013554,0.513,234.09864936714132
3,3,0.01,44,1000,3466.459753381863,1155.4865844606209,0.989,223.65633549501194
3,3,0.01,45,1000,3911.6332950904443,1303.877765030148,0.266,257.8161051990143
3,3,0.01,46,1000,3585.813783286199,1195.2712610953997,0.422,264.16133344986133
3,3,0.01,47,1000,3334.380686731981,1111.4602289106604,0.98,165.68313940314135
3,3,0.01,48,1000,3084.179317385415,1028.0597724618049,0.975,261.6094386964624
3,3,0.01,49,1000,3317.390887059042,1105.7969623530141,0.996,196.3889598876174
3,3,0.05,0,1000,4259.187670626689,1419.7292235422299,0.127,372.7395818791664
3,3,0.05,1,1000,4353.291445893336,1451.0971486311118,0.13,375.25085972893436
3,3,0.05,2,1000,3574.732655769202,1191.5775519230674,0.963,182.3207344303736
3,3,0.05,3,1000,3518.6837568463043,1172.8945856154348,0.958,180.83417768143246
3,3,0.05,4,1000,3393.7236840889573,1131.2412280296523,0.973,223.51867625422332
3,3,0.05,5,1000,4398.628199595549,1466.2093998651828,0.117,348.8164578128377
3,3,0.05,6,1000,3505.1276053745937,1168.3758684581978,0.934,221.11246992780605
3,3,0.05,7,1000,3930.41675613164,1310.1389187105467,0.572,195.50876365869817
3,3,0.05,8,1000,3450.9299629601896,1150.3099876533965,0.957,166.96649106420904
3,3,0.05,9,1000,3652.4005330585223,1217.4668443528408,0.822,191.10768874536652
3,3,0.05,10,1000,4319.578814078421,1439.859604692807,0.128,361.2608270415997
3,3,0.05,11,1000,3392.306057138184,1130.768685712728,0.966,173.52065174400622
3,3,0.05,12,1000,3930.748667723302,1310.2495559077672,0.293,286.063123277618
3,3,0.05,13,1000,3514.1153344863565,1171.3717781621187,0.945,211.19058686293346
3,3,0.05,14,1000,4251.195593528319,1417.065197842773,0.153,330.70841218538067
3,3,0.05,15,1000,3421.080913026374,1140.3603043421247,0.951,183.42600780736961
3,3,0.05,16,1000,3459.9535832370866,1153.317861079029,0.966,211.77784193858196
3,3,0.05,17,1000,3325.1748886333157,1108.3916295444385,0.96,132.3435204864731
3,3,0.05,18,1000,3525.3004825246467,1175.1001608415488,0.933,216.81173129584607
3,3,0.05,19,1000,3937.0358771741285,1312.3452923913762,0.527,222.54168731330589
3,3,0.05,20,1000,3477.108130028648,1159.0360433428825,0.964,204.37124465188887
3,3,0.05,21,1000,3462.399657424744,1154.1332191415813,0.966,154.24415992367648
3,3,0.05,22,1000,3801.834637851218,1267.2782126170725,0.676,190.04204441903929
3,3,0.05,23,1000,3394.5157420941277,1131.5052473647092,0.966,198.48405564101628
3,3,0.05,24,1000,3390.1253484080626,1130.0417828026875,0.971,185.8841293630156
3,3,0.05,25,1000,3610.6708846960983,1203.556961565366,0.944,219.28105037868025
3,3,0.05,26,1000,3545.1715912292852,1181.723863743095,0.962,200.9421040517132
3,3,0.05,27,1000,3942.5684061380725,1314.1894687126908,0.522,212.90115751786783
3,3,0.05,28,1000,3387.954931181095,1129.3183103936983,0.964,234.0506838481394
3,3,0.05,29,1000,3459.152972809968,1153.050990936656,0.965,209.37465662861206
3,3,0.05,30,1000,3445.943457371064,1148.6478191236881,0.97,209.2898836654359
3,3,0.05,31,1000,3957.4846410959312,1319.161547031977,0.368,262.9268010456088
3,3,0.05,32,1000,4230.7291178623855,1410.243039287462,0.175,345.84348445005554
3,3,0.05,33,1000,3489.5088661725226,1163.1696220575075,0.956,209.75840447686866
3,3,0.05,34,1000,3381.2227430616067,1127.0742476872022,0.959,154.56509751634505
3,3,0.05,35,1000,4297.157317497338,1432.3857724991128,0.187,378.19642602127743
3,3,0.05,36,1000,3681.8927948335113,1227.297598277837,0.793,175.91392436010767
3,3,0.05,37,1000,3487.9113738128735,1162.637124604291,0.973,135.3617661611966
3,3,0.05,38,1000,3463.867027937261,1154.6223426457536,0.962,206.13432322147037
3,3,0.05,39,1000,4251.132531906967,1417.0441773023224,0.163,363.47173781028584
3,3,0.05,40,1000,3448.040944102677,1149.346981367559,0.966,182.59654460065448
3,3,0.05,41,1000,3463.796698373543,1154.5988994578477,0.974,197.38221173465055
3,3,0.05,42,1000,3460.680918604552,1153.5603062015173,0.971,193.27714886774152
3,3,0.05,43,1000,3495.7606853387933,1165.2535617795977,0.93,187.64926953898473
3,3,0.05,44,1000,3381.792208980126,1127.264069660042,0.961,206.53449708314312
3,3,0.05,45,1000,3429.53781427753,1143.1792714258434,0.97,188.3445077052552
3,3,0.05,46,1000,3604.7888551861734,1201.5962850620579,0.841,143.7309139146492
3,3,0.05,47,1000,3632.60379197217,1210.86793065739,0.803,152.12214789936812
3,3,0.05,48,1000,3427.2899943237953,1142.4299981079319,0.98,195.9383367225301
3,3,0.05,49,1000,4167.9155484112725,1389.3051828037576,0.269,310.74625992456413
3,3,0.1,0,1000,3546.89370475162,1182.2979015838735,0.919,169.76766143885038
3,3,0.1,1,1000,3535.462476835233,1178.4874922784109,0.932,173.36988774735536
3,3,0.1,2,1000,3523.18201985002,1174.3940066166733,0.919,158.90975423793816
3,3,0.1,3,1000,4242.264981794452,1414.0883272648173,0.27,316.4697861346341
3,3,0.1,4,1000,3442.6751196951736,1147.5583732317245,0.934,142.3384799624451
3,3,0.1,5,1000,3593.5579469606173,1197.8526489868725,0.833,146.16482649115062
3,3,0.1,6,1000,3524.1364159131035,1174.7121386377012,0.902,147.45000161790452
3,3,0.1,7,1000,4097.433855303872,1365.8112851012909,0.333,300.98902218404953
3,3,0.1,8,1000,3478.546181579615,1159.5153938598717,0.933,148.91391461250095
3,3,0.1,9,1000,4270.122981972655,1423.3743273242183,0.214,337.17844777779834
3,3,0.1,10,1000,3428.197322436559,1142.7324408121863,0.953,186.46201680879602
3,3,0.1,11,1000,4274.585500857426,1424.861833619142,0.197,373.19878454885713
3,3,0.1,12,1000,3486.803607642593,1162.2678692141976,0.896,135.28318523551985
3,3,0.1,13,1000,3517.309945204614,1172.436648401538,0.92,172.17846777599613
3,3,0.1,14,1000,3511.2191953300944,1170.4063984433649,0.866,159.12525068276554
3,3,0.1,15,1000,3495.49194445433,1165.1639814847767,0.93,165.91363825963037
3,3,0.1,16,1000,3572.868245136052,1190.9560817120173,0.911,156.1837745489064
3,3,0.1,17,1000,4132.922053122974,1377.6406843743246,0.223,323.604123350796
3,3,0.1,18,1000,3630.9887702321967,1210.329590077399,0.688,155.4634297490659
3,3,0.1,19,1000,3449.2498976695188,1149.7499658898396,0.912,188.60252853973236
3,3,0.1,20,1000,3458.4352684224255,1152.8117561408085,0.893,170.6030784889338
3,3,0.1,21,1000,3474.2412747945455,1158.0804249315152,0.928,143.08358767791321
3,3,0.1,22,1000,3942.0374313316975,1314.012477110566,0.508,248.524614923413
3,3,0.1,23,1000,3949.9096354117046,1316.6365451372349,0.508,201.16656226042807
3,3,0.1,24,1000,3458.4348735104204,1152.8116245034735,0.924,170.23571635625
3,3,0.1,25,1000,3521.031542350165,1173.6771807833884,0.919,188.78485413943352
3,3,0.1,26,1000,3516.3524322986304,1172.1174774328767,0.955,187.23234545323822
3,3,0.1,27,1000,4150.08679603131,1383.3622653437699,0.27,297.793175365364
3,3,0.1,28,1000,3468.7729852885636,1156.2576617628545,0.903,141.25966681746482
3,3,0.1,29,1000,3521.3687259476865,1173.7895753158955,0.901,156.85739781950605
3,3,0.1,30,1000,3516.00636529697,1172.0021217656567,0.926,162.72510277400883
3,3,0.1,31,1000,4150.181443229113,1383.3938144097044,0.194,347.58481121661504
3,3,0.1,32,1000,3518.4355865311372,1172.8118621770457,0.943,174.14408452538746
3,3,0.1,33,1000,3599.50189122193,1199.8339637406432,0.857,172.8302208936047
3,3,0.1,34,1000,3410.397087983405,1136.7990293278017,0.932,116.16409758992114
3,3,0.1,35,1000,3500.7508270795934,1166.9169423598644,0.931,160.86863817074436
3,3,0.1,36,1000,4159.340134113055,1386.4467113710182,0.214,330.3065908694772
3,3,0.1,37,1000,3825.61329099566,1275.2044303318867,0.59,188.87042057194813
3,3,0.1,38,1000,3674.161762228452,1224.720587409484,0.777,164.52935162232967
3,3,0.1,39,1000,4141.592022242277,1380.5306740807591,0.217,361.60265706385815
3,3,0.1,40,1000,3544.7841089184662,1181.594702972822,0.831,135.56218893599646
3,3,0.1,41,1000,3746.8967977783655,1248.965599259455,0.737,157.7769387423089
3,3,0.1,42,1000,3468.925796347108,1156.3085987823695,0.95,163.98741254285548
3,3,0.1,43,1000,3467.301444124553,1155.7671480415177,0.895,156.56577221355113
3,3,0.1,44,1000,3493.235531801589,1164.4118439338629,0.948,193.944221865281
3,3,0.1,45,1000,3472.028358851852,1157.3427862839505,0.923,182.83522399151803
3,3,0.1,46,1000,3483.622850940654,1161.207616980218,0.936,156.22959009396678
3,3,0.1,47,1000,3360.8480478260303,1120.2826826086769,0.94,170.36708598651302
3,3,0.1,48,1000,3322.6947756660534,1107.5649252220178,0.942,144.68015909163904
3,3,0.1,49,1000,3526.739035540165,1175.5796785133882,0.929,152.26068748979
3,3,0.2,0,1000,3441.267575272406,1147.0891917574686,0.888,130.54793785177557
3,3,0.2,1,1000,3503.1054605598374,1167.7018201866124,0.869,102.63753519334765
3,3,0.2,2,1000,3470.2288050225516,1156.7429350075172,0.902,109.9272656677354
3,3,0.2,3,1000,3420.5213011050223,1140.1737670350074,0.907,95.85324128450553
3,3,0.2,4,1000,3462.5700438706817,1154.1900146235605,0.895,106.6362795062548
3,3,0.2,5,1000,3463.161772508006,1154.3872575026687,0.863,114.75780105423186
3,3,0.2,6,1000,3377.826444463558,1125.9421481545194,0.878,94.23491681309258
3,3,0.2,7,1000,3570.8617952454397,1190.2872650818133,0.861,145.53880146470337
3,3,0.2,8,1000,3414.710098974767,1138.2366996582557,0.878,77.65138466928771
3,3,0.2,9,1000,3450.0642597916467,1150.021419930549,0.888,89.25962379777106
3,3,0.2,10,1000,3436.7816288805466,1145.5938762935155,0.895,72.69943258118607
3,3,0.2,11,1000,3458.093900223452,1152.6979667411506,0.895,130.36902003869804
3,3,0.2,12,1000,3419.9075528844273,1139.969184294809,0.887,100.67600000969294
3,3,0.2,13,1000,3426.711433690978,1142.2371445636593,0.857,107.55898003959949
3,3,0.2,14,1000,3544.1912121641412,1181.3970707213805,0.817,58.45639803268203
3,3,0.2,15,1000,3737.884499707411,1245.9614999024705,0.591,170.74554828832498
3,3,0.2,16,1000,3499.922818235541,1166.640939411847,0.885,126.65445625304507
3,3,0.2,17,1000,3509.122178625371,1169.7073928751236,0.897,117.86323220734174
3,3,0.2,18,1000,3447.110834339178,1149.036944779726,0.878,102.49335771302646
3,3,0.2,19,1000,3442.820161982422,1147.6067206608075,0.891,125.88806186410807
3,3,0.2,20,1000,3417.1908784645543,1139.0636261548514,0.892,114.83921630856067
3,3,0.2,21,1000,3419.9132109816405,1139.9710703272135,0.89,115.61953290631602
3,3,0.2,22,1000,3787.282001251334,1262.4273337504446,0.545,187.59077446992853
3,3,0.2,23,1000,3530.2406248050465,1176.7468749350155,0.877,127.24349153547578
3,3,0.2,24,1000,3432.8300068683784,1144.276668956126,0.896,106.0088892797016
3,3,0.2,25,1000,3482.004607518623,1160.6682025062075,0.872,116.94590373120303
3,3,0.2,26,1000,3469.0767969448425,1156.3589323149474,0.872,116.6084943240737
3,3,0.2,27,1000,3435.550430966865,1145.183476988955,0.829,102.42464304164255
3,3,0.2,28,1000,3443.8639814434273,1147.9546604811424,0.868,101.530549026645
3,3,0.2,29,1000,3489.6275674742965,1163.2091891580988,0.888,110.44420415052544
3,3,0.2,30,1000,3451.3616478085746,1150.4538826028581,0.89,98.55240339641317
3,3,0.2,31,1000,3448.732391208602,1149.5774637362008,0.882,106.96928292975244
3,3,0.2,32,1000,3506.588043232965,1168.862681077655,0.88,119.37269291317136
3,3,0.2,33,1000,3863.0390230367566,1287.6796743455855,0.445,266.90584281501856
3,3,0.2,34,1000,3394.564726728182,1131.5215755760607,0.888,97.81639449345262
3,3,0.2,35,1000,3470.9913944097502,1156.9971314699167,0.892,79.05072212484275
3,3,0.2,36,1000,3503.6060296103565,1167.8686765367854,0.852,71.5353364659869
3,3,0.2,37,1000,3474.2511458367426,1158.0837152789143,0.895,149.7192490678541
3,3,0.2,38,1000,3539.208089366708,1179.7360297889027,0.84,88.28579168159223
3,3,0.2,39,1000,3453.368638597991,1151.1228795326635,0.901,113.84271898458067
3,3,0.2,40,1000,3552.72229660876,1184.2407655362533,0.899,132.8551551378107
3,3,0.2,41,1000,3436.461168158601,1145.487056052867,0.893,97.3643420033571
3,3,0.2,42,1000,3386.8899375002457,1128.9633125000819,0.879,70.27660834246855
3,3,0.2,43,1000,3460.7670049030685,1153.5890016343562,0.888,91.64959431903051
3,3,0.2,44,1000,3414.9165591563997,1138.3055197187998,0.892,105.19016737298321
3,3,0.2,45,1000,3480.929913206689,1160.3099710688964,0.895,103.7503558953568
3,3,0.2,46,1000,3507.2537226634945,1169.0845742211648,0.893,67.91892766798165
3,3,0.2,47,1000,3487.3538005748755,1162.4512668582918,0.89,119.90650838068049
3,3,0.2,48,1000,3394.283411003703,1131.427803667901,0.874,81.53350747790579
3,3,0.2,49,1000,3488.5176580759653,1162.839219358655,0.798,129.6175329183341
3,3,0.3,0,1000,3412.158141498955,1137.3860471663183,0.839,82.62832637959966
3,3,0.3,1,1000,3466.256872607161,1155.4189575357202,0.867,96.64670940990646
3,3,0.3,2,1000,3505.101611287201,1168.3672037624003,0.84,67.33706537256306
3,3,0.3,3,1000,3445.367826528557,1148.4559421761858,0.865,74.20309328488025
3,3,0.3,4,1000,3468.31797657258,1156.10599219086,0.873,89.41190687384004
3,3,0.3,5,1000,3452.206298758232,1150.7354329194106,0.855,72.47620525255944
3,3,0.3,6,1000,3484.8036388203855,1161.6012129401286,0.854,66.49493810891514
3,3,0.3,7,1000,3510.6284292494647,1170.2094764164883,0.831,86.2930375325433
3,3,0.3,8,1000,3493.8508262945256,1164.6169420981753,0.837,55.09577927036275
3,3,0.3,9,1000,3409.6189168818546,1136.5396389606183,0.849,64.5258599967924
3,3,0.3,10,1000,3543.9827939589486,1181.3275979863163,0.866,109.90231498993964
3,3,0.3,11,1000,3365.3004929312237,1121.7668309770745,0.867,51.7865670184929
3,3,0.3,12,1000,3419.068998529351,1139.6896661764504,0.849,56.673502607986656
3,3,0.3,13,1000,3442.6095568719056,1147.536518957302,0.839,77.78733553602501
3,3,0.3,14,1000,3436.270052504621,1145.4233508348736,0.835,69.74904835123169
3,3,0.3,15,1000,3570.5168553299927,1190.1722851099976,0.85,64.84557501933655
3,3,0.3,16,1000,3515.951026207754,1171.9836754025846,0.84,64.61614363813584
3,3,0.3,17,1000,3498.621618324848,1166.2072061082827,0.872,98.00052031084284
3,3,0.3,18,1000,3434.419803949011,1144.806601316337,0.861,92.77728924183342
3,3,0.3,19,1000,3559.844031610275,1186.6146772034251,0.822,83.75608955744885
3,3,0.3,20,1000,3379.12340041522,1126.3744668050733,0.846,71.10265038031959
3,3,0.3,21,1000,3496.6914718042663,1165.5638239347554,0.832,40.664134449736046
3,3,0.3,22,1000,3396.220667083046,1132.0735556943487,0.817,66.03488033876266
3,3,0.3,23,1000,3471.505263369909,1157.168421123303,0.863,80.49270817901481
3,3,0.3,24,1000,3490.218608621696,1163.4062028738988,0.846,50.9440581858273
3,3,0.3,25,1000,3467.900153363029,1155.9667177876763,0.821,72.67505569604633
3,3,0.3,26,1000,3462.867663505545,1154.289221168515,0.863,58.78521519857743
3,3,0.3,27,1000,3449.5888398706966,1149.8629466235654,0.854,108.35523412695302
3,3,0.3,28,1000,3578.2009509490854,1192.7336503163617,0.809,72.11608467647127
3,3,0.3,29,1000,3532.8748978382746,1177.6249659460916,0.863,90.27482879696667
3,3,0.3,30,1000,3469.2927865785523,1156.4309288595175,0.854,58.066201700861704
3,3,0.3,31,1000,3477.607919714829,1159.202639904943,0.818,99.8897191101033
3,3,0.3,32,1000,3550.8671482813033,1183.6223827604344,0.847,79.46866452786496
3,3,0.3,33,1000,3440.6276097374293,1146.8758699124764,0.837,86.79159369011298
3,3,0.3,34,1000,3496.5939682669423,1165.5313227556474,0.836,79.05123891538886
3,3,0.3,35,1000,3436.7788330329904,1145.5929443443301,0.865,41.767294623901215
3,3,0.3,36,1000,3469.3220471450977,1156.4406823816992,0.844,57.14907886747509
3,3,0.3,37,1000,3466.312734971384,1155.4375783237947,0.844,92.60639242904188
3,3,0.3,38,1000,3507.774415147394,1169.2581383824647,0.86,94.98000896189669
3,3,0.3,39,1000,3499.4088805850333,1166.4696268616779,0.848,63.51137542915483
3,3,0.3,40,1000,3376.750309641505,1125.5834365471683,0.87,61.492590921920886
3,3,0.3,41,1000,3395.2451369287855,1131.7483789762618,0.865,79.61446878412268
3,3,0.3,42,1000,3429.149658341185,1143.0498861137282,0.851,50.893703758070906
3,3,0.3,43,1000,3443.361023102335,1147.7870077007783,0.859,45.87104797248965
3,3,0.3,44,1000,3375.2594773590827,1125.0864924530276,0.833,44.850253793499064
3,3,0.3,45,1000,3443.7886950398647,1147.9295650132883,0.846,82.34333098273646
3,3,0.3,46,1000,3491.46734340932,1163.8224478031068,0.824,69.8479998604446
3,3,0.3,47,1000,3441.079311385804,1147.0264371286014,0.852,66.27052407713153
3,3,0.3,48,1000,3464.4351003479196,1154.8117001159733,0.856,56.577878003284795
3,3,0.3,49,1000,3427.5592743678426,1142.5197581226141,0.844,72.51588832663164
4,3,0.0,0,1000,2003.338687538401,500.83467188460025,1.0,0.0
4,3,0.0,1,1000,1964.4205434344117,491.1051358586029,1.0,0.0
4,3,0.0,2,1000,2055.58118301331,513.8952957533274,1.0,0.0
4,3,0.0,3,1000,983.4968157024254,245.87420392560634,1.0,0.0
4,3,0.0,4,1000,1017.6641361666002,254.41603404165005,1.0,0.0
4,3,0.0,5,1000,1963.3423017912137,490.8355754478034,1.0,0.0
4,3,0.0,6,1000,971.0728350570707,242.76820876426768,1.0,0.0
4,3,0.0,7,1000,1003.0507096484373,250.76267741210933,1.0,0.0
4,3,0.0,8,1000,1044.7927640010946,261.19819100027365,1.0,0.0
4,3,0.0,9,1000,974.5235377385786,243.63088443464466,1.0,0.0
4,3,0.0,10,1000,1002.0889007232228,250.5222251808057,1.0,0.0
4,3,0.0,11,1000,1997.6167337660593,499.4041834415148,1.0,0.0
4,3,0.0,12,1000,1014.3612420286646,253.59031050716615,1.0,0.0
4,3,0.0,13,1000,1026.2622475574049,256.5655618893512,1.0,0.0
4,3,0.0,14,1000,1031.0407930959668,257.7601982739917,1.0,0.0
4,3,0.0,15,1000,1047.1505410291377,261.7876352572844,1.0,0.0
4,3,0.0,16,1000,2040.8943493433635,510.2235873358409,1.0,0.0
4,3,0.0,17,1000,957.5543444601403,239.38858611503508,1.0,0.0
4,3,0.0,18,1000,1992.7570987710403,498.1892746927601,1.0,0.0
4,3,0.0,19,1000,1987.9384218306539,496.98460545766346,1.0,0.0
4,3,0.0,20,1000,995.0455401914734,248.76138504786834,1.0,0.0
4,3,0.0,21,1000,978.0494527777809,244.51236319444521,1.0,0.0
4,3,0.0,22,1000,967.3396575050562,241.83491437626404,1.0,0.0
4,3,0.0,23,1000,1047.7759994410098,261.94399986025246,1.0,0.0
4,3,0.0,24,1000,983.6559622281321,245.91399055703303,1.0,0.0
4,3,0.0,25,1000,994.0072717158345,248.50181792895862,1.0,0.0
4,3,0.0,26,1000,1015.6061038179927,253.90152595449817,1.0,0.0
4,3,0.0,27,1000,1016.4253845249234,254.10634613123085,1.0,0.0
4,3,0.0,28,1000,1006.7982355751657,251.69955889379142,1.0,0.0
4,3,0.0,29,1000,1010.3206225603699,252.58015564009247,1.0,0.0
4,3,0.0,30,1000,1062.612453506249,265.65311337656226,1.0,0.0
4,3,0.0,31,1000,965.8466632159685,241.46166580399213,1.0,0.0
4,3,0.0,32,1000,2019.9800361311918,504.99500903279795,1.0,0.0
4,3,0.0,33,1000,1974.9834582195915,493.7458645548979,1.0,0.0
4,3,0.0,34,1000,994.620422890741,248.65510572268525,1.0,0.0
4,3,0.0,35,1000,974.1797078461723,243.54492696154307,1.0,0.0
4,3,0.0,36,1000,1001.2777562620162,250.31943906550404,1.0,0.0
4,3,0.0,37,1000,1002.521141797279,250.63028544931976,1.0,0.0
4,3,0.0,38,1000,999.1273140180365,249.78182850450912,1.0,0.0
4,3,0.0,39,1000,2025.957708296327,506.48942707408173,1.0,0.0
4,3,0.0,40,1000,1060.4168790679678,265.10421976699195,1.0,0.0
4,3,0.0,41,1000,2014.1962582987162,503.54906457467905,1.0,0.0
4,3,0.0,42,1000,1037.066014013884,259.266503503471,1.0,0.0
4,3,0.0,43,1000,1997.8430196193758,499.46075490484395,1.0,0.0
4,3,0.0,44,1000,981.1040347476393,245.27600868690982,1.0,0.0
4,3,0.0,45,1000,978.1393125416716,244.5348281354179,1.0,0.0
4,3,0.0,46,1000,1029.2281760173325,257.30704400433314,1.0,0.0
4,3,0.0,47,1000,1026.0812829130018,256.52032072825045,1.0,0.0
4,3,0.0,48,1000,937.7936627412065,234.44841568530163,1.0,0.0
4,3,0.0,49,1000,983.6622165062211,245.91555412655526,1.0,0.0
4,3,0.01,0,1000,3496.699937819567,874.1749844548917,1.0,123.06382809771262
4,3,0.01,1,1000,3427.0794947403347,856.7698736850837,1.0,245.81099815947988
4,3,0.01,2,1000,4041.475835440718,1010.3689588601795,1.0,210.46395222781786
4,3,0.01,3,1000,3369.57753625686,842.394384064215,1.0,139.01157365992944
4,3,0.01,4,1000,3630.398128765623,907.5995321914057,1.0,285.5849594452949
4,3,0.01,5,1000,3462.293677880066,865.5734194700165,1.0,107.40640886547088
4,3,0.01,6,1000,3875.8852182754263,968.9713045688566,1.0,143.3109364153459
4,3,0.01,7,1000,4322.210903771932,1080.552725942983,1.0,155.26714424005866
4,3,0.01,8,1000,3472.878290822432,868.219572705608,1.0,138.6638735207562
4,3,0.01,9,1000,3343.8741592475358,835.9685398118839,1.0,84.56532569306721
4,3,0.01,10,1000,4174.314402249866,1043.5786005624666,1.0,282.05277189169834
4,3,0.01,11,1000,3756.927675201169,939.2319188002923,1.0,87.42183116168408
4,3,0.01,12,1000,4325.081236850613,1081.2703092126533,1.0,177.29360502302947
4,3,0.01,13,1000,4407.886638279526,1101.9716595698815,1.0,182.65859011184344
4,3,0.01,14,1000,4339.146450794844,1084.786612698711,1.0,212.25315909924583
4,3,0.01,15,1000,3877.592661909996,969.398165477499,1.0,102.22708252538165
4,3,0.01,16,1000,3391.5176078940435,847.8794019735109,1.0,296.7507010855283
4,3,0.01,17,1000,4212.510648038947,1053.1276620097367,1.0,151.60002985049
4,3,0.01,18,1000,3421.8718569349776,855.4679642337444,1.0,287.0069436264717
4,3,0.01,19,1000,4203.840145929564,1050.960036482391,1.0,155.68308235494456
4,3,0.01,20,1000,4277.986150160806,1069.4965375402014,1.0,178.65627759066442
